binding_id,region_id,landscape_template_id,regional_link_id,landscape_title_ru,ground_nm_id,soil_ground_type,moisture_level,source_refs,confidence,status
nmb_lt_low_alluvial_riverbank,region_novgorod_land,lt_low_alluvial_riverbank,rlt_novgorod_low_alluvial_riverbank,Низкий аллювиальный речной берег,nm_ground_alluvial_silt_mud,alluvial_silt_mud,wet_or_seasonal,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_low_alluvial_riverbank,C,candidate
nmb_lt_marsh_lake_margin,region_novgorod_land,lt_marsh_lake_margin,rlt_novgorod_marsh_lake_margin,Заболоченная окраина озера,nm_ground_mud_peat_silt,mud_peat_silt,waterlogged,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_marsh_lake_margin,C,candidate
nmb_lt_mesic_meadow,region_novgorod_land,lt_mesic_meadow,rlt_novgorod_mesic_meadow,Умеренно влажный луг,nm_ground_loam_grass_soil,loam_grass_soil,normal,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_mesic_meadow,C,candidate
nmb_lt_peat_swamp_forest,region_novgorod_land,lt_peat_swamp_forest,rlt_novgorod_peat_swamp_forest,Торфяной болотный лес,nm_ground_deep_peat_roots,deep_peat_roots,waterlogged,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_peat_swamp_forest,C,candidate
nmb_lt_raised_bog,region_novgorod_land,lt_raised_bog,rlt_novgorod_raised_bog,Верховое болото,nm_ground_sphagnum_peat,sphagnum_peat,waterlogged,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_raised_bog,C,candidate
nmb_lt_reedbed_marsh,region_novgorod_land,lt_reedbed_marsh,rlt_novgorod_reedbed_marsh,Тростниково-камышовый марш,nm_ground_mud_silt,mud_silt,waterlogged,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_reedbed_marsh,C,candidate
nmb_lt_reed_lake_shore,region_novgorod_land,lt_reed_lake_shore,rlt_novgorod_reed_lake_shore,Камышовый озёрный берег,nm_ground_mud_silt_reeds,mud_silt_reeds,wet,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_reed_lake_shore,C,candidate
nmb_lt_riparian_scrub_bank,region_novgorod_land,lt_riparian_scrub_bank,rlt_novgorod_riparian_scrub_bank,Кустарниковый прибрежный берег,nm_ground_mud_roots_brush,mud_roots_brush,wet_or_normal,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_riparian_scrub_bank,C,candidate
nmb_lt_rocky_lake_shore,region_novgorod_land,lt_rocky_lake_shore,rlt_novgorod_rocky_lake_shore,Каменистый озёрный берег,nm_ground_stone_boulder_gravel,stone_boulder_gravel,normal_or_wet,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_rocky_lake_shore,C,candidate
nmb_lt_sandy_lake_shore,region_novgorod_land,lt_sandy_lake_shore,rlt_novgorod_sandy_lake_shore,Песчаный озёрный берег,nm_ground_sand,sand,normal_or_wet,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_sandy_lake_shore,C,candidate
nmb_lt_scrub_meadow,region_novgorod_land,lt_scrub_meadow,rlt_novgorod_scrub_meadow,Кустарниковый луг / зарастающая травянистая среда,nm_ground_grass_brush_soil,grass_brush_soil,normal,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_scrub_meadow,C,candidate
nmb_lt_seasonally_flooded_forest,region_novgorod_land,lt_seasonally_flooded_forest,rlt_novgorod_seasonally_flooded_forest,Сезонно затапливаемый лес,nm_ground_alluvial_roots_mud,alluvial_roots_mud,seasonally_wet,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_seasonally_flooded_forest,C,candidate
nmb_lt_seasonal_sedge_marsh,region_novgorod_land,lt_seasonal_sedge_marsh,rlt_novgorod_seasonal_sedge_marsh,Сезонный осоковый марш / временно затопляемая низина,nm_ground_silt_mud_seasonal,silt_mud_seasonal,seasonally_wet,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_seasonal_sedge_marsh,C,candidate
nmb_lt_shrub_swamp,region_novgorod_land,lt_shrub_swamp,rlt_novgorod_shrub_swamp,Кустарниковое болото / shrub swamp,nm_ground_mud_roots_silt,mud_roots_silt,waterlogged,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_shrub_swamp,C,candidate
nmb_lt_steep_eroding_riverbank,region_novgorod_land,lt_steep_eroding_riverbank,rlt_novgorod_steep_eroding_riverbank,Крутой подмываемый речной берег,nm_ground_clay_silt_roots,clay_silt_roots,normal_or_wet,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_steep_eroding_riverbank,C,candidate
nmb_lt_steep_hills,region_novgorod_land,lt_steep_hills,rlt_novgorod_steep_hills,Крутые холмы и склоны,nm_ground_clay_stony_soil,clay_stony_soil,normal,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_steep_hills,C,candidate
nmb_lt_temperate_broadleaf_mixed_forest,region_novgorod_land,lt_temperate_broadleaf_mixed_forest,rlt_novgorod_temperate_broadleaf_mixed_forest,Умеренный широколиственный и смешанный лес,nm_ground_leaf_litter_root_soil,leaf_litter_root_soil,normal,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_temperate_broadleaf_mixed_forest,C,candidate
nmb_lt_temperate_coniferous_forest,region_novgorod_land,lt_temperate_coniferous_forest,rlt_novgorod_temperate_coniferous_forest,Умеренный хвойный лес,nm_ground_needle_litter_roots,needle_litter_roots,normal_or_wet,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_temperate_coniferous_forest,C,candidate
nmb_lt_wet_lowland_forest,region_novgorod_land,lt_wet_lowland_forest,rlt_novgorod_wet_lowland_forest,Сырой низинный лес,nm_ground_wet_roots_mud,wet_roots_mud,wet,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_lowland_forest,C,candidate
nmb_lt_wet_meadow,region_novgorod_land,lt_wet_meadow,rlt_novgorod_wet_meadow,Сырой луг,nm_ground_wet_grass_soil,wet_grass_soil,wet,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_meadow,C,candidate
nmb_lt_wet_ravine_gully,region_novgorod_land,lt_wet_ravine_gully,rlt_novgorod_wet_ravine_gully,Сырой овраг / балка,nm_ground_mud_clay_roots,mud_clay_roots,wet,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wet_ravine_gully,C,candidate
nmb_lt_wooded_floodplain,region_novgorod_land,lt_wooded_floodplain,rlt_novgorod_wooded_floodplain,Лесистая пойма,nm_ground_alluvial_mud_roots,alluvial_mud_roots,seasonally_wet,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_floodplain,C,candidate
nmb_lt_wooded_hills,region_novgorod_land,lt_wooded_hills,rlt_novgorod_wooded_hills,Лесистые холмы,nm_ground_roots_stony_soil,roots_stony_soil,normal,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_hills,C,candidate
nmb_lt_wooded_swamp,region_novgorod_land,lt_wooded_swamp,rlt_novgorod_wooded_swamp,Лесное болото / wooded swamp,nm_ground_peat_mud_roots,peat_mud_roots,waterlogged,world_db.world_base.landscape_templates + region_landscape_templates region_novgorod_land (draft; exported to _shared/novgorod_landscape_templates.world_db.tsv)#lt_wooded_swamp,C,candidate
