ev_id,phase_id,date_range,is_game_time_anchor,season_range,event_type,phase,event_title,summary,historical_context,visible_signs,rumors,effect_roads,effect_market,market_goods_affected,effect_power,effect_npc,effect_items,player_knowable,forbidden_knowledge,node_refs_v6,node_refs_v17,chronicle_ref,source_refs,confidence,status,needs_review,needs_review_note,audit_note
nov_hist_1230_003,nov_hist_1230_003_aftermath,1231-04-20T10:00:00,true,spring,famine,aftermath,"Голод, мороз и распад запасов 1230–1231 годов","Последствия: Остаются последствия: страх, дефицит, траур, долг, осторожность или новые ожидания. Голод входит через хлеб, запасы, долги, продажу имущества, зависимость и опасность дорог снабжения.","Голод входит через хлеб, запасы, долги, продажу имущества, зависимость и опасность дорог снабжения.",последствия: слухи у торга и пристаней|последствия: изменение поведения NPC|последствия: задержки у дворов/ворот/дорог|последствия: осторожность в сделках и просьбах,"Говорят: голод, мороз и распад запасов 1230–1231 годов. Подробности каждый пересказывает по-своему.","Давление может менять доступность дорог, ворот, пристаней, бродов и зимников; конкретное состояние маршрута фиксируется только в party-базе.",Событие задаёт направление рыночного давления без точных цен.,хлеб|рожь|овёс|соль|рыба,"Власти могут усиливать сторожу, принимать жалобы, собирать людей, задерживать доступ или действовать через послов и старших.","{""background_npc"":[""пересказывают слухи"",""избегают лишних слов"",""следуют текущему порядку места""],""scene_npc"":[""могут требовать поручителя"",""могут задерживать разговор из-за страха или приказа""],""key_npc"":[""могут менять планы, собирать людей, закрывать доступ или посылать вести""]}","Предметы могут появляться только как party-level материализация с владельцем, местом, доступом, риском и лимитом.","видимые признаки текущей фазы|слухи с неизвестной истинностью|лично услышанные рассказы|наблюдаемые задержки, цены-направления и поведение людей","точная будущая дата следующей фазы|истинность слуха|скрытая причина события|объективный исход до видимого проявления|полная карта войны или политики|решения власти, которых персонаж не мог узнать",gn_nov_g1_03_04_g3_003_novgorodskiy_torg|gn_nov_g1_03_04_g3_048_suhaya_griva_gorod|gn_nov_g1_03_04_g4_001_novgorod_13_storage_granary_belts|gn_nov_g1_03_04_g2_12_warehouses|gn_nov_g1_03_04_g3_007_novgorodskaya_pristan_na_volhove|gn_nov_g1_03_02_g3_002_russkie_varnitsy|gn_nov_g1_03_04_g2_15_road_to_ilmen|gn_nov_g1_09_00_g2_05_market_or_pogost_approac,,"черновой пересказ LLM (не цитата издания и не ссылка на статью/страницу): ""A.D. 1230: frost on Exaltation Day; high prices; mass death; severe famine""","src_novgorod_chronicle_michell_forbes_1914|book:667380 §Приложение 2 Свод летописных известий о Новгородской земле ¶486 (14 сент. 1230 мороз побил озими, цены поднялись);book:667380 §Приложение 2 Свод летописных известий о Новгородской земле ¶487 (1231: голод и мор, приезд немцев с хлебом)",B,candidate,false,,"построчно сверено с книжными свидетельствами группы (servak history-events-knowledge.csv) в проходе 2026-09-26, см. source_refs"
nov_hist_1231_001,nov_hist_1231_001_background,1231-05-01T08:00:00,true,spring,fire,background,Славенский пожар и гибель людей у Волхова,"Фон: Событие ещё входит как общий фон и дальние разговоры. Пожар, Волхов и заморский хлеб влияют на ночное движение, толпу, спасение имущества и рынок хлеба.","Пожар, Волхов и заморский хлеб влияют на ночное движение, толпу, спасение имущества и рынок хлеба.",фон: слухи у торга и пристаней|фон: изменение поведения NPC|фон: задержки у дворов/ворот/дорог|фон: осторожность в сделках и просьбах,Говорят: славенский пожар и гибель людей у волхова. Подробности каждый пересказывает по-своему.,"Давление может менять доступность дорог, ворот, пристаней, бродов и зимников; конкретное состояние маршрута фиксируется только в party-базе.",Событие задаёт направление рыночного давления без точных цен.,дерево|вода|хлеб|воск,"Власти могут усиливать сторожу, принимать жалобы, собирать людей, задерживать доступ или действовать через послов и старших.","{""background_npc"":[""пересказывают слухи"",""избегают лишних слов"",""следуют текущему порядку места""],""scene_npc"":[""могут требовать поручителя"",""могут задерживать разговор из-за страха или приказа""],""key_npc"":[""могут менять планы, собирать людей, закрывать доступ или посылать вести""]}","Предметы могут появляться только как party-level материализация с владельцем, местом, доступом, риском и лимитом.","видимые признаки текущей фазы|слухи с неизвестной истинностью|лично услышанные рассказы|наблюдаемые задержки, цены-направления и поведение людей","точная будущая дата следующей фазы|истинность слуха|скрытая причина события|объективный исход до видимого проявления|полная карта войны или политики|решения власти, которых персонаж не мог узнать",gn_nov_g1_03_04_g3_003_novgorodskiy_torg|gn_nov_g1_03_04_g2_04_volkhov_bank|gn_nov_g1_03_04_g3_034_sosnovets_gorod|gn_nov_g1_03_04_g4_001_novgorod_20_watch_and_fire_points|gn_nov_g1_03_04_g3_007_novgorodskaya_pristan_na_volhove|gn_nov_g1_03_04_g3_032_pochinok_gorod|gn_nov_g1_03_04_g3_048_suhaya_griva_gorod,,"черновой пересказ LLM (не цитата издания и не ссылка на статью/страницу): ""A.D. 1231: fire in Slavensky quarter; people drowned; Germans brought grain and flour""",src_novgorod_chronicle_michell_forbes_1914,C,candidate,false,,"не сверено построчно с текстом НПЛ ни по sqlite, ни по книжным свидетельствам в этом проходе; требует полного аудита (см. README gaps)"
nov_hist_1231_001,nov_hist_1231_001_omens,1231-05-08T18:00:00,true,spring,fire,omens,Славенский пожар и гибель людей у Волхова,"Предвестники: Появляются первые видимые признаки, слухи и задержки. Пожар, Волхов и заморский хлеб влияют на ночное движение, толпу, спасение имущества и рынок хлеба.","Пожар, Волхов и заморский хлеб влияют на ночное движение, толпу, спасение имущества и рынок хлеба.",предвестники: слухи у торга и пристаней|предвестники: изменение поведения NPC|предвестники: задержки у дворов/ворот/дорог|предвестники: осторожность в сделках и просьбах,Говорят: славенский пожар и гибель людей у волхова. Подробности каждый пересказывает по-своему.,"Давление может менять доступность дорог, ворот, пристаней, бродов и зимников; конкретное состояние маршрута фиксируется только в party-базе.",Событие задаёт направление рыночного давления без точных цен.,дерево|вода|хлеб|воск,"Власти могут усиливать сторожу, принимать жалобы, собирать людей, задерживать доступ или действовать через послов и старших.","{""background_npc"":[""пересказывают слухи"",""избегают лишних слов"",""следуют текущему порядку места""],""scene_npc"":[""могут требовать поручителя"",""могут задерживать разговор из-за страха или приказа""],""key_npc"":[""могут менять планы, собирать людей, закрывать доступ или посылать вести""]}","Предметы могут появляться только как party-level материализация с владельцем, местом, доступом, риском и лимитом.","видимые признаки текущей фазы|слухи с неизвестной истинностью|лично услышанные рассказы|наблюдаемые задержки, цены-направления и поведение людей","точная будущая дата следующей фазы|истинность слуха|скрытая причина события|объективный исход до видимого проявления|полная карта войны или политики|решения власти, которых персонаж не мог узнать",gn_nov_g1_03_04_g3_003_novgorodskiy_torg|gn_nov_g1_03_04_g2_04_volkhov_bank|gn_nov_g1_03_04_g3_034_sosnovets_gorod|gn_nov_g1_03_04_g4_001_novgorod_20_watch_and_fire_points|gn_nov_g1_03_04_g3_007_novgorodskaya_pristan_na_volhove|gn_nov_g1_03_04_g3_032_pochinok_gorod|gn_nov_g1_03_04_g3_048_suhaya_griva_gorod,,"черновой пересказ LLM (не цитата издания и не ссылка на статью/страницу): ""A.D. 1231: fire in Slavensky quarter; people drowned; Germans brought grain and flour""",src_novgorod_chronicle_michell_forbes_1914,C,candidate,false,,"не сверено построчно с текстом НПЛ ни по sqlite, ни по книжным свидетельствам в этом проходе; требует полного аудита (см. README gaps)"
nov_hist_1231_001,nov_hist_1231_001_escalation,1231-05-09T21:00:00,true,spring,fire,escalation,Славенский пожар и гибель людей у Волхова,"Нарастание: Давление меняет дороги, доступ, сделки и поведение людей. Пожар, Волхов и заморский хлеб влияют на ночное движение, толпу, спасение имущества и рынок хлеба.","Пожар, Волхов и заморский хлеб влияют на ночное движение, толпу, спасение имущества и рынок хлеба.",нарастание: слухи у торга и пристаней|нарастание: изменение поведения NPC|нарастание: задержки у дворов/ворот/дорог|нарастание: осторожность в сделках и просьбах,Говорят: славенский пожар и гибель людей у волхова. Подробности каждый пересказывает по-своему.,"Давление может менять доступность дорог, ворот, пристаней, бродов и зимников; конкретное состояние маршрута фиксируется только в party-базе.",Событие задаёт направление рыночного давления без точных цен.,дерево|вода|хлеб|воск,"Власти могут усиливать сторожу, принимать жалобы, собирать людей, задерживать доступ или действовать через послов и старших.","{""background_npc"":[""пересказывают слухи"",""избегают лишних слов"",""следуют текущему порядку места""],""scene_npc"":[""могут требовать поручителя"",""могут задерживать разговор из-за страха или приказа""],""key_npc"":[""могут менять планы, собирать людей, закрывать доступ или посылать вести""]}","Предметы могут появляться только как party-level материализация с владельцем, местом, доступом, риском и лимитом.","видимые признаки текущей фазы|слухи с неизвестной истинностью|лично услышанные рассказы|наблюдаемые задержки, цены-направления и поведение людей","точная будущая дата следующей фазы|истинность слуха|скрытая причина события|объективный исход до видимого проявления|полная карта войны или политики|решения власти, которых персонаж не мог узнать",gn_nov_g1_03_04_g3_003_novgorodskiy_torg|gn_nov_g1_03_04_g2_04_volkhov_bank|gn_nov_g1_03_04_g3_034_sosnovets_gorod|gn_nov_g1_03_04_g4_001_novgorod_20_watch_and_fire_points|gn_nov_g1_03_04_g3_007_novgorodskaya_pristan_na_volhove|gn_nov_g1_03_04_g3_032_pochinok_gorod|gn_nov_g1_03_04_g3_048_suhaya_griva_gorod,,"черновой пересказ LLM (не цитата издания и не ссылка на статью/страницу): ""A.D. 1231: fire in Slavensky quarter; people drowned; Germans brought grain and flour""",src_novgorod_chronicle_michell_forbes_1914,C,candidate,false,,"не сверено построчно с текстом НПЛ ни по sqlite, ни по книжным свидетельствам в этом проходе; требует полного аудита (см. README gaps)"
nov_hist_1231_001,nov_hist_1231_001_impact,1231-05-10T02:00:00,true,spring,fire,impact,Славенский пожар и гибель людей у Волхова,"Удар: Событие прямо задевает связанные узлы карты. Пожар, Волхов и заморский хлеб влияют на ночное движение, толпу, спасение имущества и рынок хлеба.","Пожар, Волхов и заморский хлеб влияют на ночное движение, толпу, спасение имущества и рынок хлеба.",удар: слухи у торга и пристаней|удар: изменение поведения NPC|удар: задержки у дворов/ворот/дорог|удар: осторожность в сделках и просьбах,Говорят: славенский пожар и гибель людей у волхова. Подробности каждый пересказывает по-своему.,"Давление может менять доступность дорог, ворот, пристаней, бродов и зимников; конкретное состояние маршрута фиксируется только в party-базе.",Событие задаёт направление рыночного давления без точных цен.,дерево|вода|хлеб|воск,"Власти могут усиливать сторожу, принимать жалобы, собирать людей, задерживать доступ или действовать через послов и старших.","{""background_npc"":[""пересказывают слухи"",""избегают лишних слов"",""следуют текущему порядку места""],""scene_npc"":[""могут требовать поручителя"",""могут задерживать разговор из-за страха или приказа""],""key_npc"":[""могут менять планы, собирать людей, закрывать доступ или посылать вести""]}","Предметы могут появляться только как party-level материализация с владельцем, местом, доступом, риском и лимитом.","видимые признаки текущей фазы|слухи с неизвестной истинностью|лично услышанные рассказы|наблюдаемые задержки, цены-направления и поведение людей","точная будущая дата следующей фазы|истинность слуха|скрытая причина события|объективный исход до видимого проявления|полная карта войны или политики|решения власти, которых персонаж не мог узнать",gn_nov_g1_03_04_g3_003_novgorodskiy_torg|gn_nov_g1_03_04_g2_04_volkhov_bank|gn_nov_g1_03_04_g3_034_sosnovets_gorod|gn_nov_g1_03_04_g4_001_novgorod_20_watch_and_fire_points|gn_nov_g1_03_04_g3_007_novgorodskaya_pristan_na_volhove|gn_nov_g1_03_04_g3_032_pochinok_gorod|gn_nov_g1_03_04_g3_048_suhaya_griva_gorod,,"черновой пересказ LLM (не цитата издания и не ссылка на статью/страницу): ""A.D. 1231: fire in Slavensky quarter; people drowned; Germans brought grain and flour""",src_novgorod_chronicle_michell_forbes_1914,C,candidate,false,,"не сверено построчно с текстом НПЛ ни по sqlite, ни по книжным свидетельствам в этом проходе; требует полного аудита (см. README gaps)"
nov_hist_1231_001,nov_hist_1231_001_aftermath,1231-05-13T09:00:00,true,spring,fire,aftermath,Славенский пожар и гибель людей у Волхова,"Последствия: Остаются последствия: страх, дефицит, траур, долг, осторожность или новые ожидания. Пожар, Волхов и заморский хлеб влияют на ночное движение, толпу, спасение имущества и рынок хлеба.","Пожар, Волхов и заморский хлеб влияют на ночное движение, толпу, спасение имущества и рынок хлеба.",последствия: слухи у торга и пристаней|последствия: изменение поведения NPC|последствия: задержки у дворов/ворот/дорог|последствия: осторожность в сделках и просьбах,Говорят: славенский пожар и гибель людей у волхова. Подробности каждый пересказывает по-своему.,"Давление может менять доступность дорог, ворот, пристаней, бродов и зимников; конкретное состояние маршрута фиксируется только в party-базе.",Событие задаёт направление рыночного давления без точных цен.,дерево|вода|хлеб|воск,"Власти могут усиливать сторожу, принимать жалобы, собирать людей, задерживать доступ или действовать через послов и старших.","{""background_npc"":[""пересказывают слухи"",""избегают лишних слов"",""следуют текущему порядку места""],""scene_npc"":[""могут требовать поручителя"",""могут задерживать разговор из-за страха или приказа""],""key_npc"":[""могут менять планы, собирать людей, закрывать доступ или посылать вести""]}","Предметы могут появляться только как party-level материализация с владельцем, местом, доступом, риском и лимитом.","видимые признаки текущей фазы|слухи с неизвестной истинностью|лично услышанные рассказы|наблюдаемые задержки, цены-направления и поведение людей","точная будущая дата следующей фазы|истинность слуха|скрытая причина события|объективный исход до видимого проявления|полная карта войны или политики|решения власти, которых персонаж не мог узнать",gn_nov_g1_03_04_g3_003_novgorodskiy_torg|gn_nov_g1_03_04_g2_04_volkhov_bank|gn_nov_g1_03_04_g3_034_sosnovets_gorod|gn_nov_g1_03_04_g4_001_novgorod_20_watch_and_fire_points|gn_nov_g1_03_04_g3_007_novgorodskaya_pristan_na_volhove|gn_nov_g1_03_04_g3_032_pochinok_gorod|gn_nov_g1_03_04_g3_048_suhaya_griva_gorod,,"черновой пересказ LLM (не цитата издания и не ссылка на статью/страницу): ""A.D. 1231: fire in Slavensky quarter; people drowned; Germans brought grain and flour""",src_novgorod_chronicle_michell_forbes_1914,C,candidate,false,,"не сверено построчно с текстом НПЛ ни по sqlite, ни по книжным свидетельствам в этом проходе; требует полного аудита (см. README gaps)"
nov_hist_1231_002,nov_hist_1231_002_background,1231-07-01T08:00:00,true,summer,military,background,Поход Ярослава к Черниговской волости и смерть Водовика,"Фон: Событие ещё входит как общий фон и дальние разговоры. Удалённый княжеский поход создаёт сборы, слухи о князе и неопределённость власти.","Удалённый княжеский поход создаёт сборы, слухи о князе и неопределённость власти.",фон: слухи у торга и пристаней|фон: изменение поведения NPC|фон: задержки у дворов/ворот/дорог|фон: осторожность в сделках и просьбах,Говорят: поход ярослава к черниговской волости и смерть водовика. Подробности каждый пересказывает по-своему.,"Давление может менять доступность дорог, ворот, пристаней, бродов и зимников; конкретное состояние маршрута фиксируется только в party-базе.",Событие задаёт направление рыночного давления без точных цен.,хлеб|кони|железо|лодки|соль,"Власти могут усиливать сторожу, принимать жалобы, собирать людей, задерживать доступ или действовать через послов и старших.","{""background_npc"":[""пересказывают слухи"",""избегают лишних слов"",""следуют текущему порядку места""],""scene_npc"":[""могут требовать поручителя"",""могут задерживать разговор из-за страха или приказа""],""key_npc"":[""могут менять планы, собирать людей, закрывать доступ или посылать вести""]}","Предметы могут появляться только как party-level материализация с владельцем, местом, доступом, риском и лимитом.","видимые признаки текущей фазы|слухи с неизвестной истинностью|лично услышанные рассказы|наблюдаемые задержки, цены-направления и поведение людей","точная будущая дата следующей фазы|истинность слуха|скрытая причина события|объективный исход до видимого проявления|полная карта войны или политики|решения власти, которых персонаж не мог узнать",gn_nov_g1_03_04_g3_009_dvor_vlasti_v_novgorode|gn_nov_g1_03_04_g2_14_guarded_entries|gn_nov_g1_09_00_g2_01_main_corridor|gn_nov_g1_03_04_g3_003_novgorodskiy_torg|gn_nov_g1_03_04_g2_15_road_to_ilmen,,"черновой пересказ LLM (не цитата издания и не ссылка на статью/страницу): ""A.D. 1231: Yaroslav campaigned to Chernigov district; Vodovik died""","src_novgorod_chronicle_michell_forbes_1914|book:667380 §Приложение 2 Свод летописных известий о Новгородской земле ¶487 (бывший посадник Водовик умер в Чернигове в 1231 г.);book:301539 §ПРОДОЛЖЕНИЕ МЕЖДОУСОБИЙ ¶4370 (осенью Ярослав с Константиновичами пожгли Шеренск и осадили Мосальск)",B,candidate,false,,"построчно сверено с книжными свидетельствами группы (servak history-events-knowledge.csv) в проходе 2026-09-26, см. source_refs"
nov_hist_1231_002,nov_hist_1231_002_omens,1231-07-10T10:00:00,true,summer,military,omens,Поход Ярослава к Черниговской волости и смерть Водовика,"Предвестники: Появляются первые видимые признаки, слухи и задержки. Удалённый княжеский поход создаёт сборы, слухи о князе и неопределённость власти.","Удалённый княжеский поход создаёт сборы, слухи о князе и неопределённость власти.",предвестники: слухи у торга и пристаней|предвестники: изменение поведения NPC|предвестники: задержки у дворов/ворот/дорог|предвестники: осторожность в сделках и просьбах,Говорят: поход ярослава к черниговской волости и смерть водовика. Подробности каждый пересказывает по-своему.,"Давление может менять доступность дорог, ворот, пристаней, бродов и зимников; конкретное состояние маршрута фиксируется только в party-базе.",Событие задаёт направление рыночного давления без точных цен.,хлеб|кони|железо|лодки|соль,"Власти могут усиливать сторожу, принимать жалобы, собирать людей, задерживать доступ или действовать через послов и старших.","{""background_npc"":[""пересказывают слухи"",""избегают лишних слов"",""следуют текущему порядку места""],""scene_npc"":[""могут требовать поручителя"",""могут задерживать разговор из-за страха или приказа""],""key_npc"":[""могут менять планы, собирать людей, закрывать доступ или посылать вести""]}","Предметы могут появляться только как party-level материализация с владельцем, местом, доступом, риском и лимитом.","видимые признаки текущей фазы|слухи с неизвестной истинностью|лично услышанные рассказы|наблюдаемые задержки, цены-направления и поведение людей","точная будущая дата следующей фазы|истинность слуха|скрытая причина события|объективный исход до видимого проявления|полная карта войны или политики|решения власти, которых персонаж не мог узнать",gn_nov_g1_03_04_g3_009_dvor_vlasti_v_novgorode|gn_nov_g1_03_04_g2_14_guarded_entries|gn_nov_g1_09_00_g2_01_main_corridor|gn_nov_g1_03_04_g3_003_novgorodskiy_torg|gn_nov_g1_03_04_g2_15_road_to_ilmen,,"черновой пересказ LLM (не цитата издания и не ссылка на статью/страницу): ""A.D. 1231: Yaroslav campaigned to Chernigov district; Vodovik died""","src_novgorod_chronicle_michell_forbes_1914|book:667380 §Приложение 2 Свод летописных известий о Новгородской земле ¶487 (бывший посадник Водовик умер в Чернигове в 1231 г.);book:301539 §ПРОДОЛЖЕНИЕ МЕЖДОУСОБИЙ ¶4370 (осенью Ярослав с Константиновичами пожгли Шеренск и осадили Мосальск)",B,candidate,false,,"построчно сверено с книжными свидетельствами группы (servak history-events-knowledge.csv) в проходе 2026-09-26, см. source_refs"
nov_hist_1231_002,nov_hist_1231_002_escalation,1231-07-20T07:00:00,true,summer,military,escalation,Поход Ярослава к Черниговской волости и смерть Водовика,"Нарастание: Давление меняет дороги, доступ, сделки и поведение людей. Удалённый княжеский поход создаёт сборы, слухи о князе и неопределённость власти.","Удалённый княжеский поход создаёт сборы, слухи о князе и неопределённость власти.",нарастание: слухи у торга и пристаней|нарастание: изменение поведения NPC|нарастание: задержки у дворов/ворот/дорог|нарастание: осторожность в сделках и просьбах,Говорят: поход ярослава к черниговской волости и смерть водовика. Подробности каждый пересказывает по-своему.,"Давление может менять доступность дорог, ворот, пристаней, бродов и зимников; конкретное состояние маршрута фиксируется только в party-базе.",Событие задаёт направление рыночного давления без точных цен.,хлеб|кони|железо|лодки|соль,"Власти могут усиливать сторожу, принимать жалобы, собирать людей, задерживать доступ или действовать через послов и старших.","{""background_npc"":[""пересказывают слухи"",""избегают лишних слов"",""следуют текущему порядку места""],""scene_npc"":[""могут требовать поручителя"",""могут задерживать разговор из-за страха или приказа""],""key_npc"":[""могут менять планы, собирать людей, закрывать доступ или посылать вести""]}","Предметы могут появляться только как party-level материализация с владельцем, местом, доступом, риском и лимитом.","видимые признаки текущей фазы|слухи с неизвестной истинностью|лично услышанные рассказы|наблюдаемые задержки, цены-направления и поведение людей","точная будущая дата следующей фазы|истинность слуха|скрытая причина события|объективный исход до видимого проявления|полная карта войны или политики|решения власти, которых персонаж не мог узнать",gn_nov_g1_03_04_g3_009_dvor_vlasti_v_novgorode|gn_nov_g1_03_04_g2_14_guarded_entries|gn_nov_g1_09_00_g2_01_main_corridor|gn_nov_g1_03_04_g3_003_novgorodskiy_torg|gn_nov_g1_03_04_g2_15_road_to_ilmen,,"черновой пересказ LLM (не цитата издания и не ссылка на статью/страницу): ""A.D. 1231: Yaroslav campaigned to Chernigov district; Vodovik died""","src_novgorod_chronicle_michell_forbes_1914|book:667380 §Приложение 2 Свод летописных известий о Новгородской земле ¶487 (бывший посадник Водовик умер в Чернигове в 1231 г.);book:301539 §ПРОДОЛЖЕНИЕ МЕЖДОУСОБИЙ ¶4370 (осенью Ярослав с Константиновичами пожгли Шеренск и осадили Мосальск)",B,candidate,false,,"построчно сверено с книжными свидетельствами группы (servak history-events-knowledge.csv) в проходе 2026-09-26, см. source_refs"
nov_hist_1231_002,nov_hist_1231_002_impact,1231-08-05T12:00:00,true,summer,military,impact,Поход Ярослава к Черниговской волости и смерть Водовика,"Удар: Событие прямо задевает связанные узлы карты. Удалённый княжеский поход создаёт сборы, слухи о князе и неопределённость власти.","Удалённый княжеский поход создаёт сборы, слухи о князе и неопределённость власти.",удар: слухи у торга и пристаней|удар: изменение поведения NPC|удар: задержки у дворов/ворот/дорог|удар: осторожность в сделках и просьбах,Говорят: поход ярослава к черниговской волости и смерть водовика. Подробности каждый пересказывает по-своему.,"Давление может менять доступность дорог, ворот, пристаней, бродов и зимников; конкретное состояние маршрута фиксируется только в party-базе.",Событие задаёт направление рыночного давления без точных цен.,хлеб|кони|железо|лодки|соль,"Власти могут усиливать сторожу, принимать жалобы, собирать людей, задерживать доступ или действовать через послов и старших.","{""background_npc"":[""пересказывают слухи"",""избегают лишних слов"",""следуют текущему порядку места""],""scene_npc"":[""могут требовать поручителя"",""могут задерживать разговор из-за страха или приказа""],""key_npc"":[""могут менять планы, собирать людей, закрывать доступ или посылать вести""]}","Предметы могут появляться только как party-level материализация с владельцем, местом, доступом, риском и лимитом.","видимые признаки текущей фазы|слухи с неизвестной истинностью|лично услышанные рассказы|наблюдаемые задержки, цены-направления и поведение людей","точная будущая дата следующей фазы|истинность слуха|скрытая причина события|объективный исход до видимого проявления|полная карта войны или политики|решения власти, которых персонаж не мог узнать",gn_nov_g1_03_04_g3_009_dvor_vlasti_v_novgorode|gn_nov_g1_03_04_g2_14_guarded_entries|gn_nov_g1_09_00_g2_01_main_corridor|gn_nov_g1_03_04_g3_003_novgorodskiy_torg|gn_nov_g1_03_04_g2_15_road_to_ilmen,,"черновой пересказ LLM (не цитата издания и не ссылка на статью/страницу): ""A.D. 1231: Yaroslav campaigned to Chernigov district; Vodovik died""","src_novgorod_chronicle_michell_forbes_1914|book:667380 §Приложение 2 Свод летописных известий о Новгородской земле ¶487 (бывший посадник Водовик умер в Чернигове в 1231 г.);book:301539 §ПРОДОЛЖЕНИЕ МЕЖДОУСОБИЙ ¶4370 (осенью Ярослав с Константиновичами пожгли Шеренск и осадили Мосальск)",B,candidate,false,,"построчно сверено с книжными свидетельствами группы (servak history-events-knowledge.csv) в проходе 2026-09-26, см. source_refs"
nov_hist_1231_002,nov_hist_1231_002_aftermath,1231-08-20T09:00:00,true,summer,military,aftermath,Поход Ярослава к Черниговской волости и смерть Водовика,"Последствия: Остаются последствия: страх, дефицит, траур, долг, осторожность или новые ожидания. Удалённый княжеский поход создаёт сборы, слухи о князе и неопределённость власти.","Удалённый княжеский поход создаёт сборы, слухи о князе и неопределённость власти.",последствия: слухи у торга и пристаней|последствия: изменение поведения NPC|последствия: задержки у дворов/ворот/дорог|последствия: осторожность в сделках и просьбах,Говорят: поход ярослава к черниговской волости и смерть водовика. Подробности каждый пересказывает по-своему.,"Давление может менять доступность дорог, ворот, пристаней, бродов и зимников; конкретное состояние маршрута фиксируется только в party-базе.",Событие задаёт направление рыночного давления без точных цен.,хлеб|кони|железо|лодки|соль,"Власти могут усиливать сторожу, принимать жалобы, собирать людей, задерживать доступ или действовать через послов и старших.","{""background_npc"":[""пересказывают слухи"",""избегают лишних слов"",""следуют текущему порядку места""],""scene_npc"":[""могут требовать поручителя"",""могут задерживать разговор из-за страха или приказа""],""key_npc"":[""могут менять планы, собирать людей, закрывать доступ или посылать вести""]}","Предметы могут появляться только как party-level материализация с владельцем, местом, доступом, риском и лимитом.","видимые признаки текущей фазы|слухи с неизвестной истинностью|лично услышанные рассказы|наблюдаемые задержки, цены-направления и поведение людей","точная будущая дата следующей фазы|истинность слуха|скрытая причина события|объективный исход до видимого проявления|полная карта войны или политики|решения власти, которых персонаж не мог узнать",gn_nov_g1_03_04_g3_009_dvor_vlasti_v_novgorode|gn_nov_g1_03_04_g2_14_guarded_entries|gn_nov_g1_09_00_g2_01_main_corridor|gn_nov_g1_03_04_g3_003_novgorodskiy_torg|gn_nov_g1_03_04_g2_15_road_to_ilmen,,"черновой пересказ LLM (не цитата издания и не ссылка на статью/страницу): ""A.D. 1231: Yaroslav campaigned to Chernigov district; Vodovik died""","src_novgorod_chronicle_michell_forbes_1914|book:667380 §Приложение 2 Свод летописных известий о Новгородской земле ¶487 (бывший посадник Водовик умер в Чернигове в 1231 г.);book:301539 §ПРОДОЛЖЕНИЕ МЕЖДОУСОБИЙ ¶4370 (осенью Ярослав с Константиновичами пожгли Шеренск и осадили Мосальск)",B,candidate,false,,"построчно сверено с книжными свидетельствами группы (servak history-events-knowledge.csv) в проходе 2026-09-26, см. source_refs"
nov_hist_1232_001,nov_hist_1232_001_background,1232-01-25T09:00:00,true,winter,trade,background,"Псковский конфликт, остановка купцов и соляное давление","Фон: Событие ещё входит как общий фон и дальние разговоры. Псковское напряжение входит через Шелонь, задержанных купцов и соляной рынок; точные цены партии не задаются.","Псковское напряжение входит через Шелонь, задержанных купцов и соляной рынок; точные цены партии не задаются.",фон: слухи у торга и пристаней|фон: изменение поведения NPC|фон: задержки у дворов/ворот/дорог|фон: осторожность в сделках и просьбах,"Говорят: псковский конфликт, остановка купцов и соляное давление. Подробности каждый пересказывает по-своему.","Давление может менять доступность дорог, ворот, пристаней, бродов и зимников; конкретное состояние маршрута фиксируется только в party-базе.",Событие задаёт направление рыночного давления без точных цен.,соль|хлеб|серебро|мех|воск,"Власти могут усиливать сторожу, принимать жалобы, собирать людей, задерживать доступ или действовать через послов и старших.","{""background_npc"":[""пересказывают слухи"",""избегают лишних слов"",""следуют текущему порядку места""],""scene_npc"":[""могут требовать поручителя"",""могут задерживать разговор из-за страха или приказа""],""key_npc"":[""могут менять планы, собирать людей, закрывать доступ или посылать вести""]}","Предметы могут появляться только как party-level материализация с владельцем, местом, доступом, риском и лимитом.","видимые признаки текущей фазы|слухи с неизвестной истинностью|лично услышанные рассказы|наблюдаемые задержки, цены-направления и поведение людей","точная будущая дата следующей фазы|истинность слуха|скрытая причина события|объективный исход до видимого проявления|полная карта войны или политики|решения власти, которых персонаж не мог узнать",gn_nov_g1_00_03_g3_001_selische_na_shelon_pristan|gn_nov_g1_00_03_g3_002_pochinok_na_shelon_brod|gn_nov_g1_03_04_g3_003_novgorodskiy_torg|gn_nov_g1_03_04_g3_032_pochinok_gorod|gn_nov_g1_03_02_g3_002_russkie_varnitsy|gn_nov_g1_03_04_g2_12_warehouses|gn_nov_g1_03_04_g2_14_guarded_entries,,"черновой пересказ LLM (не цитата издания и не ссылка на статью/страницу): ""A.D. 1232: Pskov conflict; merchants stopped; salt seven grivnas per berkovets""",src_novgorod_chronicle_michell_forbes_1914,C,candidate,false,,"не сверено построчно с текстом НПЛ ни по sqlite, ни по книжным свидетельствам в этом проходе; требует полного аудита (см. README gaps)"
