wp_id,name_ru,name_en,kind,group,parent_wp_id,tier,effective_tier,category_id,category_status,layer,region_id,period_from,period_to,material,mass_rule,freq_general,weight_general,freq_armed,weight_armed,freq_basis,status_access,expected_for_roles,legal_right_ref,condition_family,condition_states,source_wear_notes,mark_slots,attestation,source_refs,confidence,priority,status,note
wp_rogatina,рогатина (охотничье и боевое копьё),boar/bear spear (rogatina),weapon,spear,,tool_weapon,tool_weapon,cat_item_object_rogatina_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,широкий железный наконечник; крепкое древко,наконечник крупнее обычного копейного; не нормировать,contextual,2,rare,1,MASTER HNT0005 (B): охотничье копьё; у охотника на крупного зверя,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_sotsky | nov_role_city_elder | nov_role_starosta | nov_role_toll_collector | nov_role_guard | nov_role_princely_man | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_bishop_man | nov_role_boyar_man | nov_role_boyar | nov_role_boyar_house_mistress | nov_role_merchant_guest | nov_role_local_merchant | nov_role_merchant_clerk | nov_role_trader | nov_role_foreign_guest | nov_role_craftsman_master | nov_role_journeyman | nov_role_apprentice | nov_role_householder | nov_role_household_mistress | nov_role_servant | nov_role_hired_worker | nov_role_port_worker | nov_role_smerd_householder | nov_role_ploughman | nov_role_pastoral_worker | nov_role_fisher | nov_role_hunter | nov_role_bortnik | nov_role_forest_promyslovik | nov_role_senokos_worker | nov_role_miller | nov_role_monastery_worker | nov_role_widow_householder | nov_role_youth_helper | nov_role_old_household_member | nov_role_archbishop | nov_role_igumen | nov_role_priest | nov_role_deacon | nov_role_monk | nov_role_novice | nov_role_ponomar | nov_role_church_guard | nov_role_church_scribe | nov_role_pilgrim | nov_role_guide | nov_role_ferryman | nov_role_boatman | nov_role_helmsman | nov_role_cart_driver | nov_role_winter_road_man | nov_role_portage_worker | nov_role_merchant_companion | nov_role_druzhina_companion | nov_role_debtor | nov_role_orphan | nov_role_sick_disabled,nov_role_hunter,statusrules:status_weapon | items/weapon_status_access.csv#tier=tool_weapon,iron_edge_shaft,исправное | затуплённый наконечник | наконечник в ржавчине | шатается на древке | треснувшее древко | сломанное древко | отсыревшее древко | чиненое,"заточки, забоины, масло, ржавчина только умеренно | смола, снег, заточка, ремонт",owner_sign:знак собственности | wear_trace:след износа | repair_trace:след починки,archaeological_rus,master:mc:WPN0035 | master:mc:HNT0005 | master:mc:HNT0016 | tsv:occ:nov_occ_hunter_trapper#weapon_access,B,M2c,candidate,
wp_sulitsa,сулица (метательное копьё),javelin (sulitsa),weapon,spear,,common_war,common_war,cat_item_object_javelin_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,малый железный наконечник; лёгкое древко,наконечник 60–100 г (Медведев 1959); древко короче строевого копья,rare,1,contextual,2,Медведев 1959: 6 наконечников сулиц в Новгороде (X–XV вв.),nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,iron_edge_shaft,исправное | затуплённый наконечник | наконечник в ржавчине | шатается на древке | треснувшее древко | сломанное древко | отсыревшее древко | чиненое,"заточки, забоины, масло, ржавчина только умеренно",wear_trace:след износа,archaeological_novgorod,master:mc:WPN0012 | master:mc:WPN0065 | costume:AR019 | lit:medvedev_1959_mia65,A,M3,candidate,
wp_battle_axe,боевой топор,battle axe,weapon,axe,,common_war,common_war,cat_item_object_combat_axe_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,железо; деревянное топорище,легче рабочего топора (рабочий 600–800 г); рукоять одной руки; числом не нормировать,rare,1,common,4,Кирпичников: около 1600 древнерусских топоров; в погребениях XII–XIII вв. топоры 27%; в городищах копий в 2–7 раз больше; Медведев: 3 боевых топора на Неревском раскопе,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,iron_edge,исправное | заточенное | затуплённое | с зазубринами | в поверхностной ржавчине | промасленное | погнутое | сломанное | чиненое,"заточки, забоины, масло, ржавчина только умеренно","decoration:украшение, инкрустация | wear_trace:след износа | repair_trace:след починки | owner_sign:знак собственности",archaeological_novgorod; archaeological_rus,master:mc:WPN0006 | master:mc:WPN0007 | master:mc:WPN0031 | master:mc:WPN0068 | costume:AR023 | v5:cat_item_object_combat_axe_v1 | v5:item_tpl_nov_combat_axe_v1 | lit:kirpichnikov_1966_v2_summary | lit:kirpichnikov_axes_mednolit | lit:kirpichnikov_1971_kompleks | lit:medvedev_1959_mia65,A,M3,candidate,Тип VIIIА узколезвийный — XII–XIII вв. (пересказ Кирпичникова).
wp_utility_axe,"рабочий топор, пригодный в бою",utility axe,weapon,axe,,tool_weapon,tool_weapon,cat_item_object_working_axe_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,железо; деревянное топорище,"лезвие 150–220 мм, масса 600–800 г (пересказ Кирпичникова); рукоять около 40–65 см (MASTER WPN0030)",ubiquitous,8,common,4,"роли TSV: «обычно нож, топор, посох или инструмент» у большинства низших ролей; библия: для ополченца «нож/топор логичнее» меча",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_sotsky | nov_role_city_elder | nov_role_starosta | nov_role_toll_collector | nov_role_guard | nov_role_princely_man | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_bishop_man | nov_role_boyar_man | nov_role_boyar | nov_role_boyar_house_mistress | nov_role_merchant_guest | nov_role_local_merchant | nov_role_merchant_clerk | nov_role_trader | nov_role_foreign_guest | nov_role_craftsman_master | nov_role_journeyman | nov_role_apprentice | nov_role_householder | nov_role_household_mistress | nov_role_servant | nov_role_hired_worker | nov_role_port_worker | nov_role_smerd_householder | nov_role_ploughman | nov_role_pastoral_worker | nov_role_fisher | nov_role_hunter | nov_role_bortnik | nov_role_forest_promyslovik | nov_role_senokos_worker | nov_role_miller | nov_role_monastery_worker | nov_role_widow_householder | nov_role_youth_helper | nov_role_old_household_member | nov_role_archbishop | nov_role_igumen | nov_role_priest | nov_role_deacon | nov_role_monk | nov_role_novice | nov_role_ponomar | nov_role_church_guard | nov_role_church_scribe | nov_role_pilgrim | nov_role_guide | nov_role_ferryman | nov_role_boatman | nov_role_helmsman | nov_role_cart_driver | nov_role_winter_road_man | nov_role_portage_worker | nov_role_merchant_companion | nov_role_druzhina_companion | nov_role_debtor | nov_role_orphan | nov_role_sick_disabled,nov_role_hunter,statusrules:status_weapon | items/weapon_status_access.csv#tier=tool_weapon,iron_edge,исправное | заточенное | затуплённое | с зазубринами | в поверхностной ржавчине | промасленное | погнутое | сломанное | чиненое,"заточки, забоины, масло, ржавчина только умеренно",owner_sign:знак собственности | wear_trace:след износа | repair_trace:след починки,archaeological_novgorod,master:mc:WPN0030 | costume:AR022 | v5:cat_item_object_working_axe_v1 | v5:item_tpl_nov_working_axe_v1 | wk:claim:final-practical-present-weapon-or-tool-needs-secure-carrying-and-access | lit:kirpichnikov_axes_mednolit | tsv:role:nov_role_guard#weapon_rights,A,M2c,candidate,Основная вещь — инструмент (домен craft_tools); здесь только как оружие.
wp_mace,булава,mace,weapon,impact,,elite_war,elite_war,cat_item_object_mace_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,бронзовое или железное навершие; деревянная рукоять,"бронзовые навершия 200–300 г, рукоять не менее 50–60 см (пересказ Кирпичникова)",rare,1,rare,1,Медведев 1959: 3 булавы из Неревского конца (XIII–XIV вв.),nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07 | lit:russkaya_pravda_pp23,impact,исправное | со сбитым навершием | расшатанная рукоять | в ржавчине | сломанное,"заточки, забоины, масло, ржавчина только умеренно","decoration:украшение, инкрустация | wear_trace:след износа | repair_trace:след починки",archaeological_novgorod,master:mc:WPN0017 | master:mc:WPN0043 | master:mc:WPN0044 | costume:AR024 | v5:cat_item_object_mace_v1 | v5:item_tpl_nov_mace_v1 | lit:medvedev_1959_mia65_p2 | lit:kirpichnikov_1966_v2_summary,A,M3,candidate,
wp_flail,кистень,flail (kisten),weapon,impact,,elite_war,elite_war,cat_item_object_flail_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"гирька из кости (лосиный рог), бронзы или составная; ремень; рукоять",гирька — несколько сантиметров; массу не нормировать,rare,1,rare,1,"Медведев 1959: 10 гирек кистеней в Новгороде X–XIV вв., составные — XII–XIV вв.",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_princely_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_boyar,statusrules:status_weapon | items/weapon_status_access.csv#tier=elite_war | sqlite:law:L07 | lit:russkaya_pravda_pp23,impact,исправное | со сбитым навершием | расшатанная рукоять | в ржавчине | сломанное,"заточки, забоины, масло, ржавчина только умеренно","decoration:украшение, инкрустация | wear_trace:след износа",archaeological_novgorod,master:mc:WPN0070 | costume:AR025 | lit:medvedev_1959_mia65_p2,A,M3,candidate,Удобен как скрытое дорожное оружие; не у каждого бойца (costume AR025).
wp_club,дубина,wooden club,weapon,impact,,tool_weapon,tool_weapon,cat_item_object_mace_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,дерево,примерно 50–100 см (MASTER WPN0010),contextual,2,rare,1,MASTER WPN0010 (B); v5 объединяет с булавой «булава или тяжёлая дубина»,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_sotsky | nov_role_city_elder | nov_role_starosta | nov_role_toll_collector | nov_role_guard | nov_role_princely_man | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_bishop_man | nov_role_boyar_man | nov_role_boyar | nov_role_boyar_house_mistress | nov_role_merchant_guest | nov_role_local_merchant | nov_role_merchant_clerk | nov_role_trader | nov_role_foreign_guest | nov_role_craftsman_master | nov_role_journeyman | nov_role_apprentice | nov_role_householder | nov_role_household_mistress | nov_role_servant | nov_role_hired_worker | nov_role_port_worker | nov_role_smerd_householder | nov_role_ploughman | nov_role_pastoral_worker | nov_role_fisher | nov_role_hunter | nov_role_bortnik | nov_role_forest_promyslovik | nov_role_senokos_worker | nov_role_miller | nov_role_monastery_worker | nov_role_widow_householder | nov_role_youth_helper | nov_role_old_household_member | nov_role_archbishop | nov_role_igumen | nov_role_priest | nov_role_deacon | nov_role_monk | nov_role_novice | nov_role_ponomar | nov_role_church_guard | nov_role_church_scribe | nov_role_pilgrim | nov_role_guide | nov_role_ferryman | nov_role_boatman | nov_role_helmsman | nov_role_cart_driver | nov_role_winter_road_man | nov_role_portage_worker | nov_role_merchant_companion | nov_role_druzhina_companion | nov_role_debtor | nov_role_orphan | nov_role_sick_disabled,nov_role_hunter,statusrules:status_weapon | items/weapon_status_access.csv#tier=tool_weapon | lit:russkaya_pravda_pp23,wood_shaft,целое | сухое | отсыревшее | треснувшее | сломанное | покоробленное | чиненое,"заточки, забоины, масло, ржавчина только умеренно",wear_trace:след износа,reconstruction,master:mc:WPN0010 | v5:cat_item_object_mace_v1,B,M2c,candidate,
wp_staff,"посох, палка","staff, stick",weapon,impact,,tool_weapon,tool_weapon,cat_item_object_staff_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,дерево,по росту; не нормировать,common,4,rare,1,роли TSV (approved): посох названы в weapon_rights низших и служебных ролей; Русская Правда различает удар батогом/жердью,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_sotsky | nov_role_city_elder | nov_role_starosta | nov_role_toll_collector | nov_role_guard | nov_role_princely_man | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_bishop_man | nov_role_boyar_man | nov_role_boyar | nov_role_boyar_house_mistress | nov_role_merchant_guest | nov_role_local_merchant | nov_role_merchant_clerk | nov_role_trader | nov_role_foreign_guest | nov_role_craftsman_master | nov_role_journeyman | nov_role_apprentice | nov_role_householder | nov_role_household_mistress | nov_role_servant | nov_role_hired_worker | nov_role_port_worker | nov_role_smerd_householder | nov_role_ploughman | nov_role_pastoral_worker | nov_role_fisher | nov_role_hunter | nov_role_bortnik | nov_role_forest_promyslovik | nov_role_senokos_worker | nov_role_miller | nov_role_monastery_worker | nov_role_widow_householder | nov_role_youth_helper | nov_role_old_household_member | nov_role_archbishop | nov_role_igumen | nov_role_priest | nov_role_deacon | nov_role_monk | nov_role_novice | nov_role_ponomar | nov_role_church_guard | nov_role_church_scribe | nov_role_pilgrim | nov_role_guide | nov_role_ferryman | nov_role_boatman | nov_role_helmsman | nov_role_cart_driver | nov_role_winter_road_man | nov_role_portage_worker | nov_role_merchant_companion | nov_role_druzhina_companion | nov_role_debtor | nov_role_orphan | nov_role_sick_disabled,nov_role_hunter,statusrules:status_weapon | items/weapon_status_access.csv#tier=tool_weapon | lit:russkaya_pravda_pp23,wood_shaft,целое | сухое | отсыревшее | треснувшее | сломанное | покоробленное | чиненое,,wear_trace:след износа | owner_sign:знак собственности,"written (Русская Правда: батог, жердь)",lit:russkaya_pravda_pp23 | tsv:role:nov_role_guard#weapon_rights | tsv:role:nov_role_sotsky#weapon_rights,C,M2c,candidate,"Дорожная палка, пастуший посох и палка сторожа; как оружие — импровизация."
wp_knife,нож (боевой и хозяйственный),knife,weapon,knife,,tool_weapon,tool_weapon,cat_item_object_utility_knife_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,железо/сталь; рукоять дерево или кость,"клинок около 8–25 см по типу (MASTER WPN0013, WPN0014, WPN0069)",ubiquitous,8,ubiquitous,8,Медведев 1959: более 2000 ножей в новгородских раскопках; роли TSV: нож допустим почти всем; библия: нож у всех 8 ролей,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_sotsky | nov_role_city_elder | nov_role_starosta | nov_role_toll_collector | nov_role_guard | nov_role_princely_man | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_bishop_man | nov_role_boyar_man | nov_role_boyar | nov_role_boyar_house_mistress | nov_role_merchant_guest | nov_role_local_merchant | nov_role_merchant_clerk | nov_role_trader | nov_role_foreign_guest | nov_role_craftsman_master | nov_role_journeyman | nov_role_apprentice | nov_role_householder | nov_role_household_mistress | nov_role_servant | nov_role_hired_worker | nov_role_port_worker | nov_role_smerd_householder | nov_role_ploughman | nov_role_pastoral_worker | nov_role_fisher | nov_role_hunter | nov_role_bortnik | nov_role_forest_promyslovik | nov_role_senokos_worker | nov_role_miller | nov_role_monastery_worker | nov_role_widow_householder | nov_role_youth_helper | nov_role_old_household_member | nov_role_archbishop | nov_role_igumen | nov_role_priest | nov_role_deacon | nov_role_monk | nov_role_novice | nov_role_ponomar | nov_role_church_guard | nov_role_church_scribe | nov_role_pilgrim | nov_role_guide | nov_role_ferryman | nov_role_boatman | nov_role_helmsman | nov_role_cart_driver | nov_role_winter_road_man | nov_role_portage_worker | nov_role_merchant_companion | nov_role_druzhina_companion | nov_role_debtor | nov_role_orphan | nov_role_sick_disabled,nov_role_hunter,statusrules:status_weapon | items/weapon_status_access.csv#tier=tool_weapon,iron_edge,исправное | заточенное | затуплённое | с зазубринами | в поверхностной ржавчине | промасленное | погнутое | сломанное | чиненое,"заточки, забоины, масло, ржавчина только умеренно | смола, снег, заточка, ремонт","owner_sign:знак собственности | decoration:украшение, инкрустация | wear_trace:след износа | repair_trace:след починки",archaeological_novgorod,master:mc:WPN0013 | master:mc:WPN0014 | master:mc:WPN0042 | master:mc:WPN0069 | master:mc:HNT0014 | master:mc:HNT0025 | costume:AR026 | v5:cat_item_object_utility_knife_v1 | v5:item_tpl_nov_utility_knife_v1 | wk:claim:final-practical-present-weapon-or-tool-needs-secure-carrying-and-access | lit:medvedev_1959_mia65 | bible:§19 Матрица персонажа,A,M2c,candidate,
wp_long_knife,длинный однолезвийный нож,long single-edged knife,weapon,knife,,common_war,common_war,cat_item_object_long_knife_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,железо/сталь,клинок ориентировочно 20–40 см (MASTER WPN0016),rare,1,rare,1,"MASTER WPN0016 (C), только по находке",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,iron_edge,исправное | заточенное | затуплённое | с зазубринами | в поверхностной ржавчине | промасленное | погнутое | сломанное | чиненое,"заточки, забоины, масло, ржавчина только умеренно",owner_sign:знак собственности | wear_trace:след износа,reconstruction,master:mc:WPN0016,C,M3,candidate,
wp_knife_sheath,ножны ножа кожаные,knife sheath,accessory,knife,wp_knife,component,tool_weapon,cat_container_form_knife_sheath_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,кожа,по клинку,ubiquitous,8,ubiquitous,8,"кожаные ножны — массовая находка (MASTER WPN0015, A)",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_sotsky | nov_role_city_elder | nov_role_starosta | nov_role_toll_collector | nov_role_guard | nov_role_princely_man | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_bishop_man | nov_role_boyar_man | nov_role_boyar | nov_role_boyar_house_mistress | nov_role_merchant_guest | nov_role_local_merchant | nov_role_merchant_clerk | nov_role_trader | nov_role_foreign_guest | nov_role_craftsman_master | nov_role_journeyman | nov_role_apprentice | nov_role_householder | nov_role_household_mistress | nov_role_servant | nov_role_hired_worker | nov_role_port_worker | nov_role_smerd_householder | nov_role_ploughman | nov_role_pastoral_worker | nov_role_fisher | nov_role_hunter | nov_role_bortnik | nov_role_forest_promyslovik | nov_role_senokos_worker | nov_role_miller | nov_role_monastery_worker | nov_role_widow_householder | nov_role_youth_helper | nov_role_old_household_member | nov_role_archbishop | nov_role_igumen | nov_role_priest | nov_role_deacon | nov_role_monk | nov_role_novice | nov_role_ponomar | nov_role_church_guard | nov_role_church_scribe | nov_role_pilgrim | nov_role_guide | nov_role_ferryman | nov_role_boatman | nov_role_helmsman | nov_role_cart_driver | nov_role_winter_road_man | nov_role_portage_worker | nov_role_merchant_companion | nov_role_druzhina_companion | nov_role_debtor | nov_role_orphan | nov_role_sick_disabled,nov_role_hunter,statusrules:status_weapon | items/weapon_status_access.csv#tier=tool_weapon,leather_textile,целое | потёртое | промокшее | порванное | чиненое | пересохшее,"заточки, забоины, масло, ржавчина только умеренно | грязь, масло, ремонт, дорожная потёртость","decoration:украшение, инкрустация | owner_sign:знак собственности | wear_trace:след износа | repair_trace:след починки",archaeological_novgorod,master:mc:WPN0015 | master:mc:MIL0017 | v5:cat_container_form_knife_sheath_v1,A,M2c,candidate,
wp_bow_self,лук простой деревянный,self bow,weapon,archery,,tool_weapon,tool_weapon,cat_item_object_bow_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,"цельное дерево (ясень, можжевельник); тетива",размер вариативен; не нормировать,contextual,2,common,4,"WK (approved, high): целый ясеневый охотничий лук в слое второй четверти XIII в.; у охотника — основное орудие",nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_sotsky | nov_role_city_elder | nov_role_starosta | nov_role_toll_collector | nov_role_guard | nov_role_princely_man | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_bishop_man | nov_role_boyar_man | nov_role_boyar | nov_role_boyar_house_mistress | nov_role_merchant_guest | nov_role_local_merchant | nov_role_merchant_clerk | nov_role_trader | nov_role_foreign_guest | nov_role_craftsman_master | nov_role_journeyman | nov_role_apprentice | nov_role_householder | nov_role_household_mistress | nov_role_servant | nov_role_hired_worker | nov_role_port_worker | nov_role_smerd_householder | nov_role_ploughman | nov_role_pastoral_worker | nov_role_fisher | nov_role_hunter | nov_role_bortnik | nov_role_forest_promyslovik | nov_role_senokos_worker | nov_role_miller | nov_role_monastery_worker | nov_role_widow_householder | nov_role_youth_helper | nov_role_old_household_member | nov_role_archbishop | nov_role_igumen | nov_role_priest | nov_role_deacon | nov_role_monk | nov_role_novice | nov_role_ponomar | nov_role_church_guard | nov_role_church_scribe | nov_role_pilgrim | nov_role_guide | nov_role_ferryman | nov_role_boatman | nov_role_helmsman | nov_role_cart_driver | nov_role_winter_road_man | nov_role_portage_worker | nov_role_merchant_companion | nov_role_druzhina_companion | nov_role_debtor | nov_role_orphan | nov_role_sick_disabled,nov_role_hunter,statusrules:status_weapon | items/weapon_status_access.csv#tier=tool_weapon,bow,снаряжённый (тетива натянута) | с снятой тетивой | сухой | отсыревший | с перетёртой тетивой | треснувший | сломанный,"заточки, забоины, масло, ржавчина только умеренно | смола, снег, заточка, ремонт",wear_trace:след износа | repair_trace:след починки | owner_sign:знак собственности,archaeological_novgorod,master:mc:WPN0008 | master:mc:HNT0003 | costume:AR027 | v5:cat_item_object_bow_v1 | v5:cat_item_manufacturing_self_bow_v1 | v5:item_tpl_nov_bow_v1 | wk:claim:agriculture-fauna-ash-hunting-bow | wk:claim:military-world-bow-and-arrows-need-condition-and-clear-handling | lit:medvedev_1959_mia65_p3 | tsv:occ:nov_occ_hunter_trapper#weapon_access,A,M2c,candidate,
wp_bow_composite,лук сложный (составной),composite bow,weapon,archery,,common_war,common_war,cat_item_object_bow_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,"можжевельник и берёза, берестяная обмотка; костяные накладки рукояти; сухожилие/рог — только для конкретного составного типа","обломок середины XII в. длиной 79,5 см (Медведев 1959); целиком не нормировать",rare,1,common,4,Медведев 1959: обломок сложного лука середины XII в. и костяные накладки XII в. в Новгороде; Кирпичников: «стрел всегда много»,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,bow,снаряжённый (тетива натянута) | с снятой тетивой | сухой | отсыревший | с перетёртой тетивой | треснувший | сломанный,"заточки, забоины, масло, ржавчина только умеренно","decoration:украшение, инкрустация | wear_trace:след износа | repair_trace:след починки",archaeological_novgorod,master:mc:WPN0009 | master:mc:WPN0063 | v5:cat_item_object_bow_v1 | v5:cat_item_manufacturing_composite_bow_v1 | wk:claim:military-world-bow-and-arrows-need-condition-and-clear-handling | lit:medvedev_1959_mia65_p3 | lit:kirpichnikov_1971_kompleks,A,M3,candidate,
wp_bowstring,тетива,bowstring,component,archery,wp_bow_self,component,tool_weapon,cat_item_object_bowstring_v1,proposed,universal_category+regional_permission,region_novgorod_land,1180,1260,"жила, льняная или кожаная нить (по реконструкции)",по длине лука,contextual,2,common,4,принадлежность лука; запасная тетива (MASTER MIL0002),nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_sotsky | nov_role_city_elder | nov_role_starosta | nov_role_toll_collector | nov_role_guard | nov_role_princely_man | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_bishop_man | nov_role_boyar_man | nov_role_boyar | nov_role_boyar_house_mistress | nov_role_merchant_guest | nov_role_local_merchant | nov_role_merchant_clerk | nov_role_trader | nov_role_foreign_guest | nov_role_craftsman_master | nov_role_journeyman | nov_role_apprentice | nov_role_householder | nov_role_household_mistress | nov_role_servant | nov_role_hired_worker | nov_role_port_worker | nov_role_smerd_householder | nov_role_ploughman | nov_role_pastoral_worker | nov_role_fisher | nov_role_hunter | nov_role_bortnik | nov_role_forest_promyslovik | nov_role_senokos_worker | nov_role_miller | nov_role_monastery_worker | nov_role_widow_householder | nov_role_youth_helper | nov_role_old_household_member | nov_role_archbishop | nov_role_igumen | nov_role_priest | nov_role_deacon | nov_role_monk | nov_role_novice | nov_role_ponomar | nov_role_church_guard | nov_role_church_scribe | nov_role_pilgrim | nov_role_guide | nov_role_ferryman | nov_role_boatman | nov_role_helmsman | nov_role_cart_driver | nov_role_winter_road_man | nov_role_portage_worker | nov_role_merchant_companion | nov_role_druzhina_companion | nov_role_debtor | nov_role_orphan | nov_role_sick_disabled,nov_role_hunter,statusrules:status_weapon | items/weapon_status_access.csv#tier=tool_weapon,leather_textile,целое | потёртое | промокшее | порванное | чиненое | пересохшее,"заточки, забоины, масло, ржавчина только умеренно | грязь, масло, ремонт, дорожная потёртость",wear_trace:след износа,reconstruction,master:mc:WPN0066 | master:mc:MIL0002 | wk:claim:military-world-bow-and-arrows-need-condition-and-clear-handling,B,M2c,candidate,
wp_arrow,стрела,arrow,ammunition,archery,,common_war,common_war,cat_item_object_arrow_v1,existing_v5_candidate,universal_category+regional_permission,region_novgorod_land,1180,1260,"деревянное древко, оперение, железный или костяной наконечник, клей/нить",стрела до 9 г по наконечнику (Медведев 1959); длина около 60–90 см (MASTER WPN0001),contextual,2,ubiquitous,8,Медведев 1959: более 150 наконечников и 200+ древок в Новгороде; Кирпичников: «стрел всегда много»,nov_role_prince | nov_role_posadnik | nov_role_tysyatsky | nov_role_city_elder | nov_role_guard | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik | nov_role_boyar | nov_role_merchant_guest | nov_role_foreign_guest,nov_role_prince | nov_role_princely_druzhinnik | nov_role_junior_druzhinnik,statusrules:status_weapon | items/weapon_status_access.csv#tier=common_war | sqlite:law:L07,wood_shaft,целое | сухое | отсыревшее | треснувшее | сломанное | покоробленное | чиненое,"заточки, забоины, масло, ржавчина только умеренно | грязь, масло, ремонт, дорожная потёртость | смола, снег, заточка, ремонт",owner_sign:знак собственности | wear_trace:след износа,archaeological_novgorod,master:mc:WPN0001 | master:mc:WPN0046 | master:mc:WPN0056 | master:mc:MIL0001 | master:mc:HNT0001 | master:mc:HNT0002 | costume:AR028 | v5:cat_item_object_arrow_v1 | v5:item_tpl_nov_arrow_v1 | wk:claim:military-world-bow-and-arrows-need-condition-and-clear-handling | lit:medvedev_1959_mia65_p3 | lit:kirpichnikov_1971_kompleks,A,M2c,candidate,
