hh_id,household_type,wealth_band,pf_id,family_pattern_ru,household_pattern_ru,members_estimate_min,members_estimate_max,members_estimate_basis,servants_dependants_ref,kinship_terms_ref,customs_refs,source_refs,confidence,note
hh_occ_nov_occ_boatman,occupation_linked,middle,nov_occ_boatman,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_boatman (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_helmsman,occupation_linked,middle,nov_occ_helmsman,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_helmsman (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_ferryman,occupation_linked,middle,nov_occ_ferryman,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_ferryman (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_route_guide,occupation_linked,middle,nov_occ_route_guide,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_route_guide (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_portage_worker,occupation_linked,low,nov_occ_portage_worker,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_portage_worker (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_winter_road_worker,occupation_linked,middle,nov_occ_winter_road_worker,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_winter_road_worker (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_ploughman,occupation_linked,low,nov_occ_ploughman,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_ploughman (status=approved, confidence=high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_haymaker,occupation_linked,low,nov_occ_haymaker,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_haymaker (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_herder,occupation_linked,low,nov_occ_herder,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_herder (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_fisher,occupation_linked,middle,nov_occ_fisher,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_fisher (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_fish_weir_keeper,occupation_linked,low,nov_occ_fish_weir_keeper,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_fish_weir_keeper (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_hunter_trapper,occupation_linked,middle,nov_occ_hunter_trapper,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_hunter_trapper (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_bortnik,occupation_linked,middle,nov_occ_bortnik,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_bortnik (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_forest_worker,occupation_linked,low,nov_occ_forest_worker,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_forest_worker (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_saltworker,occupation_linked,middle,nov_occ_saltworker,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_saltworker (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_miller,occupation_linked,middle,nov_occ_miller,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_miller (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_pogost_service_worker,occupation_linked,middle,nov_occ_pogost_service_worker,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_pogost_service_worker (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_monastic_laborer,occupation_linked,low,nov_occ_monastic_laborer,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_monastic_laborer (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_monastery_steward,occupation_linked,high,nov_occ_monastery_steward,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,10,24,same basis as elite (book:622242 §519); high-rank household treated as elite-scale for this estimate,"unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_monastery_steward (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_parish_priest_service,occupation_linked,middle,nov_occ_parish_priest_service,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_parish_priest_service (status=approved, confidence=high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_deacon_service,occupation_linked,middle,nov_occ_deacon_service,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_deacon_service (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_monk_service,occupation_linked,middle,nov_occ_monk_service,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_monk_service (status=approved, confidence=high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_novice_work,occupation_linked,low,nov_occ_novice_work,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_novice_work (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_church_guard,occupation_linked,low,nov_occ_church_guard,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_church_guard (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_ponomar,occupation_linked,middle,nov_occ_ponomar,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_ponomar (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_scribe,occupation_linked,middle,nov_occ_scribe,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_scribe (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_cook_baker,occupation_linked,low,nov_occ_cook_baker,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_cook_baker (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_household_servant,occupation_linked,dependent,nov_occ_household_servant,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,1,3,"dependent/servant household unit, not a full family plot; no source gives a count (gap) — kept narrow and marked low-confidence rather than reusing the ordinary-family figure","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_household_servant (status=approved, confidence=medium_high); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
hh_occ_nov_occ_day_laborer,occupation_linked,low,nov_occ_day_laborer,"типовая семья или дом не создаётся автоматически; фиксировать только при сценической нужде, долге, поручительстве или ночлеге",имущество и люди домохозяйства остаются фоном до материализации; полный двор не раскрывать без причины,4,8,"ordinary Novgorod household plot, average family ~6 people (book:622242 §519)","unspecified (no source for a numeric count; see typical_obligations/typical_debts, occupations TSV, same row, for qualitative dependents)","households_kinship/kinship_terms.csv (closed vocabulary, not linked per-row)","social_norms_honour_hospitality/norms.csv (sn_* rows whose applies_to_roles matches this occupation, not linked per-row)","novgorod_occupations_v1_enriched.tsv#nov_occ_day_laborer (status=usable_with_caution, confidence=medium); book:622242 §519 (Новгород и Новгородская земля; археологическое обследование дворов; средняя семья ~6 чел., боярская усадьба в 2,5-4 раза больше)",B,"household_pattern_ru is template text, identical across almost all rows of this TSV (distinct=1) — informational only, not a differentiation signal; members_* columns are the sourced composition estimate."
