id	scale_level	node_type	title	parent_node_id	region_cell_code	g1_type	place_template_id	evidence_status	status	confidence
gn_nov_g1_06_01	G1	region_cell	Южная лесо-болотная и сельско-промысловая ячейка (nov_g1_06_01)		nov_g1_06_01	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_06_02	G1	region_cell	Центральная лесо-луговая сельская ячейка (nov_g1_06_02)		nov_g1_06_02	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_06_03	G1	region_cell	Мстинская речная и сухопутная коридорная ячейка (nov_g1_06_03)		nov_g1_06_03	dense_river_road		source_backed_corridor	usable_with_caution	medium
gn_nov_g1_06_04	G1	region_cell	Мстинская речная и сухопутная коридорная ячейка (nov_g1_06_04)		nov_g1_06_04	dense_river_road		source_backed_corridor	usable_with_caution	medium
gn_nov_g1_06_05	G1	region_cell	Северо-восточная лесо-болотная ячейка промысловой периферии (nov_g1_06_05)		nov_g1_06_05	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_06_06	G1	region_cell	Северо-восточная лесо-болотная ячейка промысловой периферии (nov_g1_06_06)		nov_g1_06_06	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_07_00	G1	region_cell	Юго-восточная дорожная ячейка к Торжку и верхневолжским путям (nov_g1_07_00)		nov_g1_07_00	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_07_01	G1	region_cell	Юго-восточная дорожная ячейка к Торжку и верхневолжским путям (nov_g1_07_01)		nov_g1_07_01	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_07_02	G1	region_cell	Центральная лесо-луговая сельская ячейка (nov_g1_07_02)		nov_g1_07_02	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_07_03	G1	region_cell	Мстинская речная и сухопутная коридорная ячейка (nov_g1_07_03)		nov_g1_07_03	dense_river_road		source_backed_corridor	usable_with_caution	medium
gn_nov_g1_07_04	G1	region_cell	Мстинская речная и сухопутная коридорная ячейка (nov_g1_07_04)		nov_g1_07_04	dense_river_road		source_backed_corridor	usable_with_caution	medium
gn_nov_g1_07_05	G1	region_cell	Северо-восточная лесо-болотная ячейка промысловой периферии (nov_g1_07_05)		nov_g1_07_05	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_07_06	G1	region_cell	Северо-восточная лесо-болотная ячейка промысловой периферии (nov_g1_07_06)		nov_g1_07_06	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_08_00	G1	region_cell	Юго-восточная дорожная ячейка к Торжку и верхневолжским путям (nov_g1_08_00)		nov_g1_08_00	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_08_01	G1	region_cell	Юго-восточная дорожная ячейка к Торжку и верхневолжским путям (nov_g1_08_01)		nov_g1_08_01	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_08_02	G1	region_cell	Центральная лесо-луговая сельская ячейка (nov_g1_08_02)		nov_g1_08_02	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_08_03	G1	region_cell	Мстинская речная и сухопутная коридорная ячейка (nov_g1_08_03)		nov_g1_08_03	dense_river_road		source_backed_corridor	usable_with_caution	medium
gn_nov_g1_08_04	G1	region_cell	Мстинская речная и сухопутная коридорная ячейка (nov_g1_08_04)		nov_g1_08_04	dense_river_road		source_backed_corridor	usable_with_caution	medium
gn_nov_g1_08_05	G1	region_cell	Северо-восточная лесо-болотная ячейка промысловой периферии (nov_g1_08_05)		nov_g1_08_05	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_08_06	G1	region_cell	Северо-восточная лесо-болотная ячейка промысловой периферии (nov_g1_08_06)		nov_g1_08_06	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_09_00	G1	region_cell	Торжокское направление: юго-восточный пограничный торговый коридор		nov_g1_09_00	dense_river_road		source_backed_corridor	usable_with_caution	medium_low
gn_nov_g1_09_01	G1	region_cell	Юго-восточная дорожная ячейка к Торжку и верхневолжским путям (nov_g1_09_01)		nov_g1_09_01	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_09_02	G1	region_cell	Центральная лесо-луговая сельская ячейка (nov_g1_09_02)		nov_g1_09_02	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_09_03	G1	region_cell	Мстинская речная и сухопутная коридорная ячейка (nov_g1_09_03)		nov_g1_09_03	dense_river_road		source_backed_corridor	usable_with_caution	medium
gn_nov_g1_09_04	G1	region_cell	Мстинская речная и сухопутная коридорная ячейка (nov_g1_09_04)		nov_g1_09_04	dense_river_road		source_backed_corridor	usable_with_caution	medium
gn_nov_g1_09_05	G1	region_cell	Северо-восточная лесо-болотная ячейка промысловой периферии (nov_g1_09_05)		nov_g1_09_05	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_09_06	G1	region_cell	Северо-восточная лесо-болотная ячейка промысловой периферии (nov_g1_09_06)		nov_g1_09_06	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_00_g2_01_core_wild_forest	G2	cell_subgraph	Глухой лесной массив	gn_nov_g1_00_00	nov_g1_00_00	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_00_g2_02_wet_ground	G2	cell_subgraph	Мокрая низина / мох	gn_nov_g1_00_00	nov_g1_00_00	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_00_g2_03_local_track	G2	route_junction	Непостоянная лесная тропа	gn_nov_g1_00_00	nov_g1_00_00	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_00_g2_04_brook_zone	G2	water_segment	Ручей или малый водоток	gn_nov_g1_00_00	nov_g1_00_00	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_00_g2_05_resource_patch	G2	cell_subgraph	Промысловой участок	gn_nov_g1_00_00	nov_g1_00_00	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_00_g2_06_risk_patch	G2	cell_subgraph	Опасный обход / завал	gn_nov_g1_00_00	nov_g1_00_00	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_00_g2_07_winter_trace	G2	road_segment	Зимний след	gn_nov_g1_00_00	nov_g1_00_00	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_01_g2_01_core_wild_forest	G2	cell_subgraph	Глухой лесной массив	gn_nov_g1_00_01	nov_g1_00_01	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_01_g2_02_wet_ground	G2	cell_subgraph	Мокрая низина / мох	gn_nov_g1_00_01	nov_g1_00_01	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_01_g2_03_local_track	G2	route_junction	Непостоянная лесная тропа	gn_nov_g1_00_01	nov_g1_00_01	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_01_g2_04_brook_zone	G2	water_segment	Ручей или малый водоток	gn_nov_g1_00_01	nov_g1_00_01	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_01_g2_05_resource_patch	G2	cell_subgraph	Промысловой участок	gn_nov_g1_00_01	nov_g1_00_01	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_01_g2_06_risk_patch	G2	cell_subgraph	Опасный обход / завал	gn_nov_g1_00_01	nov_g1_00_01	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_01_g2_07_winter_trace	G2	road_segment	Зимний след	gn_nov_g1_00_01	nov_g1_00_01	empty_wild		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_01_main_corridor	G2	route_junction	Главный речной/дорожный коридор	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		source_backed_context	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_02_river_or_lake_edge	G2	water_segment	Береговой ход	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		source_backed_context	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_03_landing_zone	G2	water_segment	Высадка / лодочный подход	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_04_ford_or_ferry	G2	ford	Переправочная зона	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_05_market_or_pogost_approac	G2	route_junction	Подход к торгу/погосту	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_06_rural_supply_belt	G2	cell_subgraph	Сельская снабженческая полоса	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_07_hay_floodplain	G2	cell_subgraph	Пойменный покос	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_08_fishing_water	G2	water_segment	Рыболовная вода	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_09_craft_resource_edge	G2	cell_subgraph	Ремесленно-промысловой край	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_10_local_road_net	G2	road_segment	Местная дорожная сеть	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_11_winter_crossing	G2	road_segment	Зимний ход / ледовый путь	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_12_risk_backwater	G2	water_segment	Опасная заводь / мокрый обход	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_13_settlement_cluster	G2	cell_subgraph	Поселенческий куст	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_14_outer_forest	G2	cell_subgraph	Задний лесной участок	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_15_small_stream	G2	water_segment	Малый приток/ручей	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_16_watch_or_rest	G2	route_junction	Сторожевой/ночлежный ориентир	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_17_boundary_edge	G2	border_crossing	Край ячейки и выход	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_02_g2_18_unknown_local_tracks	G2	route_junction	Неизвестные местные тропы	gn_nov_g1_00_02	nov_g1_00_02	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_01_main_corridor	G2	route_junction	Главный речной/дорожный коридор	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		source_backed_context	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_02_river_or_lake_edge	G2	water_segment	Береговой ход (Шелонь)	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		source_backed_context	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_03_landing_zone	G2	water_segment	Высадка / лодочный подход (Шелонь)	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_04_ford_or_ferry	G2	ford	Переправочная зона (Шелонь)	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_05_market_or_pogost_approac	G2	route_junction	Подход к торгу/погосту	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_06_rural_supply_belt	G2	cell_subgraph	Сельская снабженческая полоса	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_07_hay_floodplain	G2	cell_subgraph	Пойменный покос	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_08_fishing_water	G2	water_segment	Рыболовная вода (Шелонь)	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_09_craft_resource_edge	G2	cell_subgraph	Ремесленно-промысловой край	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_10_local_road_net	G2	road_segment	Местная дорожная сеть	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_11_winter_crossing	G2	road_segment	Зимний ход / ледовый путь	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_12_risk_backwater	G2	water_segment	Опасная заводь / мокрый обход	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_13_settlement_cluster	G2	cell_subgraph	Поселенческий куст	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_14_outer_forest	G2	cell_subgraph	Задний лесной участок	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_15_small_stream	G2	water_segment	Малый приток/ручей	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_16_watch_or_rest	G2	route_junction	Сторожевой/ночлежный ориентир	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_17_boundary_edge	G2	border_crossing	Край ячейки и выход	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_03_g2_18_unknown_local_tracks	G2	route_junction	Неизвестные местные тропы	gn_nov_g1_00_03	nov_g1_00_03	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_04_g2_01_rural_core	G2	cell_subgraph	Сельская освоенная зона	gn_nov_g1_00_04	nov_g1_00_04	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_04_g2_02_arable_strips	G2	cell_subgraph	Пашенные полосы / перелог	gn_nov_g1_00_04	nov_g1_00_04	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_04_g2_03_hay_meadow	G2	cell_subgraph	Луг и сенокос	gn_nov_g1_00_04	nov_g1_00_04	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_04_g2_04_pasture_edge	G2	cell_subgraph	Выпас и скотный край	gn_nov_g1_00_04	nov_g1_00_04	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_04_g2_05_local_road	G2	road_segment	Местная дорога	gn_nov_g1_00_04	nov_g1_00_04	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_04_g2_06_brook_ford	G2	ford	Ручей и малый брод	gn_nov_g1_00_04	nov_g1_00_04	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_04_g2_07_wood_edge	G2	cell_subgraph	Опушка и хозяйственный лес	gn_nov_g1_00_04	nov_g1_00_04	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_04_g2_08_settlement_cluster	G2	cell_subgraph	Поселенческий куст	gn_nov_g1_00_04	nov_g1_00_04	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_04_g2_09_risk_zone	G2	cell_subgraph	Зона риска / глухой край	gn_nov_g1_00_04	nov_g1_00_04	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_04_g2_10_winter_road	G2	road_segment	Зимний ход	gn_nov_g1_00_04	nov_g1_00_04	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_04_g2_11_water_access	G2	water_segment	Водный доступ / водопой	gn_nov_g1_00_04	nov_g1_00_04	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_04_g2_12_boundary_track	G2	route_junction	Межевая тропа	gn_nov_g1_00_04	nov_g1_00_04	ordinary_rural		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_01_main_corridor	G2	route_junction	Главный речной/дорожный коридор	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		source_backed_context	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_02_river_or_lake_edge	G2	water_segment	Береговой ход (Волхов)	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		source_backed_context	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_03_landing_zone	G2	water_segment	Высадка / лодочный подход (Волхов)	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_04_ford_or_ferry	G2	ford	Переправочная зона (Волхов)	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_05_market_or_pogost_approac	G2	route_junction	Подход к торгу/погосту	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_06_rural_supply_belt	G2	cell_subgraph	Сельская снабженческая полоса	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_07_hay_floodplain	G2	cell_subgraph	Пойменный покос	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_08_fishing_water	G2	water_segment	Рыболовная вода (Волхов)	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_09_craft_resource_edge	G2	cell_subgraph	Ремесленно-промысловой край	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_10_local_road_net	G2	road_segment	Местная дорожная сеть	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_11_winter_crossing	G2	road_segment	Зимний ход / ледовый путь	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_12_risk_backwater	G2	water_segment	Опасная заводь / мокрый обход	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_13_settlement_cluster	G2	cell_subgraph	Поселенческий куст	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_14_outer_forest	G2	cell_subgraph	Задний лесной участок	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_15_small_stream	G2	water_segment	Малый приток/ручей	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
gn_nov_g1_00_05_g2_16_watch_or_rest	G2	route_junction	Сторожевой/ночлежный ориентир	gn_nov_g1_00_05	nov_g1_00_05	dense_river_road		regional_typological	usable_with_caution	medium_low
