id	slug	title	node_type	scale_level	parent_node_id	region_id	region_cell_code	grid_x	grid_y	g1_type	g2_zone_type	primary_landscape_template_id	secondary_landscape_template_ids	primary_water_body_template_id	secondary_water_body_template_ids	land_use_template_ids	route_template_ids_guidance	route_hint_edge_type	known_landmarks	canonical_corridors	summary	evidence_status	status	confidence	sources	audit_notes
gn_nov_g1_00_01_g2_04_brook_zone	nov_g1_00_01_g2_04_brook_zone	Ручей или малый водоток	water_segment	G2	gn_nov_g1_00_01	region_novgorod_land	nov_g1_00_01	0	1	empty_wild	brook_zone	lt_wet_lowland_forest	"[""lt_wooded_swamp"", ""lt_mesic_meadow""]"	wb_brook	"[""wb_small_river"", ""wb_marsh_channel""]"	"[""lu_hay_meadow_cutting"", ""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_wild_food_gathering""]"	"[""rt_path"", ""rt_forest_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	ford	[]	"[""южная внутренняя периферия""]"	G2-зона внутри nov_g1_00_01: ручей или малый водоток. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_01_g2_05_resource_patch	nov_g1_00_01_g2_05_resource_patch	Промысловой участок	cell_subgraph	G2	gn_nov_g1_00_01	region_novgorod_land	nov_g1_00_01	0	1	empty_wild	resource_patch	lt_wet_lowland_forest	"[""lt_wooded_swamp"", ""lt_mesic_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_wild_food_gathering""]"	"[""rt_path"", ""rt_forest_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	forest_track	[]	"[""южная внутренняя периферия""]"	G2-зона внутри nov_g1_00_01: промысловой участок. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_01_g2_06_risk_patch	nov_g1_00_01_g2_06_risk_patch	Опасный обход / завал	cell_subgraph	G2	gn_nov_g1_00_01	region_novgorod_land	nov_g1_00_01	0	1	empty_wild	risk_patch	lt_wet_lowland_forest	"[""lt_wooded_swamp"", ""lt_mesic_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_wild_food_gathering""]"	"[""rt_path"", ""rt_forest_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	offroad_crossing	[]	"[""южная внутренняя периферия""]"	G2-зона внутри nov_g1_00_01: опасный обход / завал. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_01_g2_07_winter_trace	nov_g1_00_01_g2_07_winter_trace	Зимний след	road_segment	G2	gn_nov_g1_00_01	region_novgorod_land	nov_g1_00_01	0	1	empty_wild	winter_trace	lt_wet_lowland_forest	"[""lt_wooded_swamp"", ""lt_mesic_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_hunting_ground"", ""lu_fur_trapping_ground"", ""lu_tree_beekeeping_bortnichestvo"", ""lu_wild_food_gathering""]"	"[""rt_path"", ""rt_forest_track"", ""rt_winter_road"", ""rt_offroad_crossing""]"	winter_road	[]	"[""южная внутренняя периферия""]"	G2-зона внутри nov_g1_00_01: зимний след. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_01_main_corridor	nov_g1_00_02_g2_01_main_corridor	Главный речной/дорожный коридор	route_junction	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	main_corridor	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	corridor_segment	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: главный речной/дорожный коридор. Это зона территории, а не комната и не конкретная изба.	source_backed_context	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_02_river_or_lake_edge	nov_g1_00_02_g2_02_river_or_lake_edge	Береговой ход	water_segment	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	river_or_lake_edge	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"	wb_medium_river	"[""wb_brook"", ""wb_floodwater""]"	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	river	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: береговой ход. Это зона территории, а не комната и не конкретная изба.	source_backed_context	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_03_landing_zone	nov_g1_00_02_g2_03_landing_zone	Высадка / лодочный подход	water_segment	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	landing_zone	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"	wb_medium_river	"[""wb_brook"", ""wb_floodwater""]"	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	river	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: высадка / лодочный подход. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_04_ford_or_ferry	nov_g1_00_02_g2_04_ford_or_ferry	Переправочная зона	ford	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	ford_or_ferry	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"	wb_medium_river	"[""wb_brook"", ""wb_floodwater""]"	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	ford	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: переправочная зона. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_05_market_or_pogost_approac	nov_g1_00_02_g2_05_market_or_pogost_approac	Подход к торгу/погосту	route_junction	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	market_or_pogost_approach	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	path	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: подход к торгу/погосту. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_06_rural_supply_belt	nov_g1_00_02_g2_06_rural_supply_belt	Сельская снабженческая полоса	cell_subgraph	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	rural_supply_belt	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	path	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: сельская снабженческая полоса. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_07_hay_floodplain	nov_g1_00_02_g2_07_hay_floodplain	Пойменный покос	cell_subgraph	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	hay_floodplain	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	path	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: пойменный покос. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_08_fishing_water	nov_g1_00_02_g2_08_fishing_water	Рыболовная вода	water_segment	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	fishing_water	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"	wb_medium_river	"[""wb_brook"", ""wb_floodwater""]"	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	lake_route	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: рыболовная вода. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_09_craft_resource_edge	nov_g1_00_02_g2_09_craft_resource_edge	Ремесленно-промысловой край	cell_subgraph	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	craft_resource_edge	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	forest_track	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: ремесленно-промысловой край. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_10_local_road_net	nov_g1_00_02_g2_10_local_road_net	Местная дорожная сеть	road_segment	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	local_road_net	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	road	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: местная дорожная сеть. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_11_winter_crossing	nov_g1_00_02_g2_11_winter_crossing	Зимний ход / ледовый путь	road_segment	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	winter_crossing	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	winter_road	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: зимний ход / ледовый путь. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_12_risk_backwater	nov_g1_00_02_g2_12_risk_backwater	Опасная заводь / мокрый обход	water_segment	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	risk_backwater	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"	wb_medium_river	"[""wb_brook"", ""wb_floodwater""]"	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	river	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: опасная заводь / мокрый обход. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_13_settlement_cluster	nov_g1_00_02_g2_13_settlement_cluster	Поселенческий куст	cell_subgraph	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	settlement_cluster	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	path	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: поселенческий куст. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
gn_nov_g1_00_02_g2_14_outer_forest	nov_g1_00_02_g2_14_outer_forest	Задний лесной участок	cell_subgraph	G2	gn_nov_g1_00_02	region_novgorod_land	nov_g1_00_02	0	2	dense_river_road	outer_forest	lt_alluvial_floodplain	"[""lt_boreal_mixed_forest"", ""lt_wet_meadow""]"		[]	"[""lu_hay_meadow_cutting"", ""lu_inland_capture_fishing"", ""lu_rainfed_arable"", ""lu_hunting_ground""]"	"[""rt_river_route"", ""rt_local_road"", ""rt_ford"", ""rt_winter_road""]"	forest_track	[]	"[""Шелонское направление"", ""западная пограничная сеть""]"	G2-зона внутри nov_g1_00_02: задний лесной участок. Это зона территории, а не комната и не конкретная изба.	regional_typological	usable_with_caution	medium_low	"[""src_project_g1_g5_rules"", ""src_project_graph_architecture"", ""src_novgorod_region_g1_70""]"	Сгенерировано по типу G1 и разрешённым слоям G1; не является отдельным историческим фактом.
