state_id,name_ru,alt_names_ru,base_item_id,base_item_name_ru,base_family_key,state_or_composition,entity_kind_in_source_list,manufacturing_or_condition_state,description_ru,function,location_archetypes,context_anchor_item_ids,profession_ids,historical_confidence,evidence_basis,source_ids,generation_policy,party_state_rule,visual_prompt_hint,notes,deduplicated_candidate_item_id
STA0011,"Берестяная грамота, сложенная в несколько раз",[],WRT0002,Берестяная грамота с процарапанным текстом,folded_bark_letter,condition,trade_item,folded,Вариант состояния или контекстного наполнения существующей вещи: перенос или хранение записи. Не создаёт новый тип предмета и не меняет identity конкретного экземпляра.,перенос или хранение записи,"[""scribe_area"",""urban_house"",""torg"",""storehouse"",""church"",""monastery""]","[""INT0013"",""FUR0004"",""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""STR0006"",""ARC0018"",""ARC0026"",""ARC0005"",""ARC0004"",""ARC0008"",""ARC0003"",""ARC0016""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039"",""PRO0040"",""PRO0041"",""PRO0042"",""PRO0043"",""PRO0044"",""PRO0045"",""PRO0046"",""PRO0047"",""PRO0048"",""PRO0049"",""PRO0079"",""PRO0080"",""PRO0085"",""PRO0099"",""PRO0102"",""PRO0219"",""PRO0254"",""PRO0255"",""PRO0256"",""PRO0257"",""PRO0258"",""PRO0259"",""PRO0260"",""PRO0261"",""PRO0262"",""PRO0263"",""PRO0264"",""PRO0265"",""PRO0266"",""PRO0267""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC005"",""SRC026"",""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC048"",""SRC068"",""SRC073"",""SRC081"",""SRC103""]",safe_with_context,apply to an existing instance as state/content/attachment; do not materialize a second canonical item type,"existing item WRT0002 shown as берестяная грамота, сложенная в несколько раз; preserve base identity","Содержимое, загрязнение, повреждение, намокание, заплата, упаковка или способ хранения принадлежат конкретному экземпляру и сцене.",
STA0012,"Берестяная грамота, свёрнутая в трубку",[],WRT0002,Берестяная грамота с процарапанным текстом,rolled_bark_letter,condition,trade_item,rolled,Вариант состояния или контекстного наполнения существующей вещи: перенос или хранение записи. Не создаёт новый тип предмета и не меняет identity конкретного экземпляра.,перенос или хранение записи,"[""scribe_area"",""urban_house"",""torg"",""storehouse"",""church"",""monastery""]","[""INT0013"",""FUR0004"",""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""STR0006"",""ARC0018"",""ARC0026"",""ARC0005"",""ARC0004"",""ARC0008"",""ARC0003"",""ARC0016""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039"",""PRO0040"",""PRO0041"",""PRO0042"",""PRO0043"",""PRO0044"",""PRO0045"",""PRO0046"",""PRO0047"",""PRO0048"",""PRO0049"",""PRO0079"",""PRO0080"",""PRO0085"",""PRO0099"",""PRO0102"",""PRO0219"",""PRO0254"",""PRO0255"",""PRO0256"",""PRO0257"",""PRO0258"",""PRO0259"",""PRO0260"",""PRO0261"",""PRO0262"",""PRO0263"",""PRO0264"",""PRO0265"",""PRO0266"",""PRO0267""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC005"",""SRC026"",""SRC027"",""SRC028"",""SRC029"",""SRC030"",""SRC048"",""SRC068"",""SRC073"",""SRC081"",""SRC103""]",safe_with_context,apply to an existing instance as state/content/attachment; do not materialize a second canonical item type,"existing item WRT0002 shown as берестяная грамота, свёрнутая в трубку; preserve base identity","Содержимое, загрязнение, повреждение, намокание, заплата, упаковка или способ хранения принадлежат конкретному экземпляру и сцене.",
STA0013,Чернильница с засохшим осадком — состояние,[],WRT0008,Чернильница керамическая,inkpot_dried_residue,condition,residue,dried,Вариант состояния или контекстного наполнения существующей вещи: пустой использованный сосуд. Не создаёт новый тип предмета и не меняет identity конкретного экземпляра.,пустой использованный сосуд,"[""scribe_area"",""church"",""monastery"",""urban_house"",""torg""]","[""INT0013"",""FUR0004"",""ARC0005"",""ARC0004"",""ARC0008"",""ARC0003"",""ARC0016"",""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""STR0006""]","[""PRO0072"",""PRO0073"",""PRO0074"",""PRO0075"",""PRO0076"",""PRO0077"",""PRO0079"",""PRO0080"",""PRO0202"",""PRO0203"",""PRO0204"",""PRO0362"",""PRO0363"",""PRO0364"",""PRO0365"",""PRO0366"",""PRO0085"",""PRO0099"",""PRO0102"",""PRO0219"",""PRO0254"",""PRO0255"",""PRO0256"",""PRO0257"",""PRO0258"",""PRO0259"",""PRO0260"",""PRO0261"",""PRO0262"",""PRO0263"",""PRO0264"",""PRO0265"",""PRO0266"",""PRO0267""]",B,Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года.,"[""SRC026"",""SRC027"",""SRC068"",""SRC081""]",safe_with_explicit_context,apply to an existing instance as state/content/attachment; do not materialize a second canonical item type,existing item WRT0008 shown as чернильница с засохшим осадком — состояние; preserve base identity,"Содержимое, загрязнение, повреждение, намокание, заплата, упаковка или способ хранения принадлежат конкретному экземпляру и сцене.",
STA0014,Писало со сломанным остриём,[],WRT0027,Железное писало с остриём и лопаточкой,broken_stylus_point,condition,salvage,broken,Вариант состояния или контекстного наполнения существующей вещи: ремонтный или потерянный письменный предмет. Не создаёт новый тип предмета и не меняет identity конкретного экземпляра.,ремонтный или потерянный письменный предмет,"[""scribe_area"",""church"",""monastery"",""urban_house"",""torg""]","[""INT0013"",""FUR0004"",""ARC0005"",""ARC0004"",""ARC0008"",""ARC0003"",""ARC0016"",""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""STR0006""]","[""PRO0072"",""PRO0073"",""PRO0074"",""PRO0075"",""PRO0076"",""PRO0077"",""PRO0079"",""PRO0080"",""PRO0202"",""PRO0203"",""PRO0204"",""PRO0362"",""PRO0363"",""PRO0364"",""PRO0365"",""PRO0366"",""PRO0085"",""PRO0099"",""PRO0102"",""PRO0219"",""PRO0254"",""PRO0255"",""PRO0256"",""PRO0257"",""PRO0258"",""PRO0259"",""PRO0260"",""PRO0261"",""PRO0262"",""PRO0263"",""PRO0264"",""PRO0265"",""PRO0266"",""PRO0267""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC026"",""SRC027"",""SRC068"",""SRC081""]",safe_with_context,apply to an existing instance as state/content/attachment; do not materialize a second canonical item type,existing item WRT0027 shown as писало со сломанным остриём; preserve base identity,"Содержимое, загрязнение, повреждение, намокание, заплата, упаковка или способ хранения принадлежат конкретному экземпляру и сцене.",
STA0015,Лучина с обугленным концом,[],INT0035,Лучина,burnt_splint,condition,salvage,partly_burned,Вариант состояния или контекстного наполнения существующей вещи: повторное использование или мусор. Не создаёт новый тип предмета и не меняет identity конкретного экземпляра.,повторное использование или мусор,"[""urban_house"",""hearth"",""yard"",""workshop"",""church"",""military_camp"",""boat""]","[""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""INT0001"",""INT0010"",""INT0043"",""INT0044"",""STR0013"",""ARC0031"",""ARC0005"",""ARC0004"",""ARC0008""]","[""PRO0081"",""PRO0082"",""PRO0084"",""PRO0085"",""PRO0086"",""PRO0087"",""PRO0088"",""PRO0089"",""PRO0090"",""PRO0091"",""PRO0092"",""PRO0093"",""PRO0094"",""PRO0095"",""PRO0096"",""PRO0097"",""PRO0001"",""PRO0002"",""PRO0003"",""PRO0004"",""PRO0005"",""PRO0006"",""PRO0007"",""PRO0008"",""PRO0009"",""PRO0010"",""PRO0011"",""PRO0012"",""PRO0013"",""PRO0023""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC005"",""SRC008"",""SRC032"",""SRC045"",""SRC067"",""SRC103""]",safe_with_context,apply to an existing instance as state/content/attachment; do not materialize a second canonical item type,existing item INT0035 shown as лучина с обугленным концом; preserve base identity,"Содержимое, загрязнение, повреждение, намокание, заплата, упаковка или способ хранения принадлежат конкретному экземпляру и сцене.",
STA0016,Костяной гребень со сломанными зубьями — состояние,[],HOU0026,Гребень двусторонний костяной,damaged_bone_comb,condition,salvage,broken,Вариант состояния или контекстного наполнения существующей вещи: личная вещь для ремонта или мусор. Не создаёт новый тип предмета и не меняет identity конкретного экземпляра.,личная вещь для ремонта или мусор,"[""urban_house"",""yard"",""bathhouse"",""riverbank"",""hearth"",""refuse_area""]","[""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""STR0013"",""ARC0031"",""INT0042"",""STR0010"",""INT0001"",""INT0010"",""INT0043"",""INT0044"",""MSC0011"",""AGR0035""]","[""PRO0085"",""PRO0099"",""PRO0219"",""PRO0400"",""PRO0402"",""PRO0403"",""PRO0404"",""PRO0405"",""PRO0406"",""PRO0407"",""PRO0408"",""PRO0409"",""PRO0410"",""PRO0411"",""PRO0412"",""PRO0413"",""PRO0024"",""PRO0025"",""PRO0026"",""PRO0027"",""PRO0028"",""PRO0029"",""PRO0030"",""PRO0031"",""PRO0032"",""PRO0058"",""PRO0059"",""PRO0060"",""PRO0061"",""PRO0062"",""PRO0063"",""PRO0064"",""PRO0065"",""PRO0066"",""PRO0067"",""PRO0068""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC005"",""SRC008"",""SRC045"",""SRC067"",""SRC103""]",safe_with_context,apply to an existing instance as state/content/attachment; do not materialize a second canonical item type,existing item HOU0026 shown as костяной гребень со сломанными зубьями — состояние; preserve base identity,"Содержимое, загрязнение, повреждение, намокание, заплата, упаковка или способ хранения принадлежат конкретному экземпляру и сцене.",
STA0017,Тканевый свёрток с гребнем — состояние,[],HOU0026,Гребень двусторонний костяной,comb_cloth_wrap,composition,packaging,wrapped,Вариант состояния или контекстного наполнения существующей вещи: перенос личной вещи. Не создаёт новый тип предмета и не меняет identity конкретного экземпляра.,перенос личной вещи,"[""urban_house"",""yard"",""bathhouse"",""riverbank"",""hearth"",""refuse_area""]","[""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""STR0013"",""ARC0031"",""INT0042"",""STR0010"",""INT0001"",""INT0010"",""INT0043"",""INT0044"",""MSC0011"",""AGR0035""]","[""PRO0085"",""PRO0099"",""PRO0219"",""PRO0400"",""PRO0402"",""PRO0403"",""PRO0404"",""PRO0405"",""PRO0406"",""PRO0407"",""PRO0408"",""PRO0409"",""PRO0410"",""PRO0411"",""PRO0412"",""PRO0413"",""PRO0024"",""PRO0025"",""PRO0026"",""PRO0027"",""PRO0028"",""PRO0029"",""PRO0030"",""PRO0031"",""PRO0032"",""PRO0058"",""PRO0059"",""PRO0060"",""PRO0061"",""PRO0062"",""PRO0063"",""PRO0064"",""PRO0065"",""PRO0066"",""PRO0067"",""PRO0068""]",B,Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года.,"[""SRC005"",""SRC008"",""SRC045"",""SRC067"",""SRC103""]",safe_with_explicit_context,apply to an existing instance as state/content/attachment; do not materialize a second canonical item type,existing item HOU0026 shown as тканевый свёрток с гребнем — состояние; preserve base identity,"Содержимое, загрязнение, повреждение, намокание, заплата, упаковка или способ хранения принадлежат конкретному экземпляру и сцене.",
STA0018,"Игла, воткнутая в шерстяной лоскут",[],HOU0034,Игла железная,needle_in_wool_patch,composition,packaging,stored,Вариант состояния или контекстного наполнения существующей вещи: безопасное хранение. Не создаёт новый тип предмета и не меняет identity конкретного экземпляра.,безопасное хранение,"[""urban_house"",""workshop"",""storehouse"",""torg"",""road"",""boat""]","[""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""ARC0031"",""INT0044"",""ARC0018"",""ARC0026"",""STR0006""]","[""PRO0001"",""PRO0002"",""PRO0003"",""PRO0004"",""PRO0005"",""PRO0006"",""PRO0007"",""PRO0008"",""PRO0009"",""PRO0010"",""PRO0011"",""PRO0012"",""PRO0013"",""PRO0023"",""PRO0024"",""PRO0025"",""PRO0026"",""PRO0027"",""PRO0028"",""PRO0029"",""PRO0030"",""PRO0031"",""PRO0032"",""PRO0058"",""PRO0059"",""PRO0060"",""PRO0061"",""PRO0062"",""PRO0063"",""PRO0064"",""PRO0065"",""PRO0066"",""PRO0067"",""PRO0068""]",B,Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года.,"[""SRC005"",""SRC008"",""SRC027"",""SRC045"",""SRC061"",""SRC067"",""SRC084"",""SRC105""]",safe_with_explicit_context,apply to an existing instance as state/content/attachment; do not materialize a second canonical item type,"existing item HOU0034 shown as игла, воткнутая в шерстяной лоскут; preserve base identity","Содержимое, загрязнение, повреждение, намокание, заплата, упаковка или способ хранения принадлежат конкретному экземпляру и сцене.",
STA0019,Костяная игольница с пробкой — состояние,[],HOU0038,Костяная игольница,bone_needlecase,composition,container,closed,Вариант состояния или контекстного наполнения существующей вещи: хранение игл. Не создаёт новый тип предмета и не меняет identity конкретного экземпляра.,хранение игл,"[""urban_house"",""workshop"",""storehouse"",""torg"",""road"",""boat""]","[""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""ARC0031"",""INT0044"",""ARC0018"",""ARC0026"",""STR0006""]","[""PRO0001"",""PRO0002"",""PRO0003"",""PRO0004"",""PRO0005"",""PRO0006"",""PRO0007"",""PRO0008"",""PRO0009"",""PRO0010"",""PRO0011"",""PRO0012"",""PRO0013"",""PRO0023"",""PRO0024"",""PRO0025"",""PRO0026"",""PRO0027"",""PRO0028"",""PRO0029"",""PRO0030"",""PRO0031"",""PRO0032"",""PRO0058"",""PRO0059"",""PRO0060"",""PRO0061"",""PRO0062"",""PRO0063"",""PRO0064"",""PRO0065"",""PRO0066"",""PRO0067"",""PRO0068""]",B,Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года.,"[""SRC005"",""SRC008"",""SRC027"",""SRC045"",""SRC061"",""SRC067"",""SRC084"",""SRC105""]",safe_with_explicit_context,apply to an existing instance as state/content/attachment; do not materialize a second canonical item type,existing item bone_needlecase shown as костяная игольница с пробкой — состояние; preserve base identity,"Содержимое, загрязнение, повреждение, намокание, заплата, упаковка или способ хранения принадлежат конкретному экземпляру и сцене.",
STA0020,Пустой мех или сосуд для воды — состояние,[],MIL0010,Кожаная фляга — реконструкция,empty_water_container,composition,container,empty,Вариант состояния или контекстного наполнения существующей вещи: дорожная тара без содержимого. Не создаёт новый тип предмета и не меняет identity конкретного экземпляра.,дорожная тара без содержимого,"[""military_camp"",""road"",""boat"",""cart_or_sledge"",""hunting_camp"",""fishing_site""]","[""STR0010"",""STR0011""]","[""PRO0085"",""PRO0099"",""PRO0102"",""PRO0114"",""PRO0116"",""PRO0141"",""PRO0161"",""PRO0170"",""PRO0181"",""PRO0192"",""PRO0207"",""PRO0219"",""PRO0220"",""PRO0221"",""PRO0222"",""PRO0223"",""PRO0105"",""PRO0106"",""PRO0107"",""PRO0108"",""PRO0109"",""PRO0110"",""PRO0111"",""PRO0112"",""PRO0113"",""PRO0115"",""PRO0117"",""PRO0118"",""PRO0119"",""PRO0120"",""PRO0121"",""PRO0122"",""PRO0123""]",B,Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года.,"[""SRC008"",""SRC031"",""SRC038"",""SRC039"",""SRC045"",""SRC050""]",safe_with_explicit_context,apply to an existing instance as state/content/attachment; do not materialize a second canonical item type,existing item MIL0010 shown as пустой мех или сосуд для воды — состояние; preserve base identity,"Содержимое, загрязнение, повреждение, намокание, заплата, упаковка или способ хранения принадлежат конкретному экземпляру и сцене.",
STA0021,Намокший тюк ткани — состояние,[],TRD0027,Товарный тюк ткани,water_damaged_cloth_bale,composition,batch,water_damaged,Вариант состояния или контекстного наполнения существующей вещи: повреждённый товар или имущество. Не создаёт новый тип предмета и не меняет identity конкретного экземпляра.,повреждённый товар или имущество,"[""yard"",""street"",""riverbank"",""pier"",""refuse_area"",""cellar"",""urban_house""]","[""STR0013"",""ARC0031"",""STR0007"",""STR0008"",""STR0009"",""STR0010"",""STR0011"",""STR0012"",""MSC0011"",""AGR0035"",""ARC0026"",""ARC0020"",""ARC0021"",""INT0015"",""INT0019""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0074"",""PRO0083"",""PRO0085"",""PRO0099"",""PRO0167"",""PRO0196"",""PRO0197"",""PRO0198"",""PRO0199"",""PRO0200"",""PRO0201"",""PRO0203"",""PRO0209"",""PRO0211"",""PRO0212"",""PRO0213""]",B,Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года.,"[""SRC001"",""SRC002"",""SRC007"",""SRC010"",""SRC012"",""SRC044"",""SRC067"",""SRC070""]",safe_with_explicit_context,apply to an existing instance as state/content/attachment; do not materialize a second canonical item type,existing item TRD0027 shown as намокший тюк ткани — состояние; preserve base identity,"Содержимое, загрязнение, повреждение, намокание, заплата, упаковка или способ хранения принадлежат конкретному экземпляру и сцене.",
STA0022,Корзина старого железа для перековки,[],HOU0016,Плетёная корзина,smithy_scrap_basket,composition,batch,salvaged,Вариант состояния или контекстного наполнения существующей вещи: вторичный металлический запас. Не создаёт новый тип предмета и не меняет identity конкретного экземпляра.,вторичный металлический запас,"[""workshop"",""forge"",""pottery_workshop"",""leather_workshop"",""yard"",""refuse_area"",""storehouse""]","[""ARC0031"",""INT0019"",""INT0044"",""CRF0093"",""CRF0064"",""STR0013"",""MSC0011"",""AGR0035"",""ARC0018"",""ARC0026""]","[""PRO0001"",""PRO0002"",""PRO0003"",""PRO0004"",""PRO0005"",""PRO0006"",""PRO0007"",""PRO0008"",""PRO0009"",""PRO0010"",""PRO0011"",""PRO0012"",""PRO0013"",""PRO0014"",""PRO0015"",""PRO0016"",""PRO0085"",""PRO0099"",""PRO0102"",""PRO0219"",""PRO0254"",""PRO0255"",""PRO0256"",""PRO0257"",""PRO0258"",""PRO0259"",""PRO0260"",""PRO0261"",""PRO0262"",""PRO0263"",""PRO0264"",""PRO0265"",""PRO0266"",""PRO0267"",""PRO0268"",""PRO0269""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC002"",""SRC007"",""SRC008"",""SRC032"",""SRC061"",""SRC062"",""SRC067"",""SRC089""]",safe_with_context,apply to an existing instance as state/content/attachment; do not materialize a second canonical item type,existing item HOU0016 shown as корзина старого железа для перековки; preserve base identity,"Содержимое, загрязнение, повреждение, намокание, заплата, упаковка или способ хранения принадлежат конкретному экземпляру и сцене.",
STA0023,Широкая тёсаная доска,[],CON0035,Тёсаная доска,board_stock,contextual_variant,prepared_material,hewn,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: пол, дверь, сундук, судовая и строительная деталь. Новый тип предмета не создаётся.","пол, дверь, сундук, судовая и строительная деталь","[""forest"",""yard"",""workshop"",""construction_site"",""storehouse"",""pier""]","[""STR0013"",""ARC0031"",""INT0019"",""INT0044"",""ARC0018"",""ARC0026"",""STR0010"",""STR0011"",""STR0012""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039"",""PRO0040"",""PRO0041"",""PRO0042"",""PRO0043"",""PRO0044"",""PRO0045"",""PRO0046"",""PRO0047"",""PRO0048"",""PRO0049"",""PRO0074"",""PRO0083"",""PRO0085"",""PRO0099""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC001"",""SRC005"",""SRC007"",""SRC008"",""SRC089"",""SRC103""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item CON0035 (Тёсаная доска) shown as широкая тёсаная доска; preserve base identity,Ширина и назначение не создают второй тип тёсаной доски.,OMI00019
STA0024,Плоский деревянный клин малый,[],CRF0087,Деревянный клин,small_wedge,contextual_variant,fastener,finished,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: расклинивание соединения и регулировка. Новый тип предмета не создаётся.",расклинивание соединения и регулировка,"[""forest"",""yard"",""workshop"",""construction_site"",""storehouse"",""pier""]","[""STR0013"",""ARC0031"",""INT0019"",""INT0044"",""ARC0018"",""ARC0026"",""STR0010"",""STR0011"",""STR0012""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039"",""PRO0040"",""PRO0041"",""PRO0042"",""PRO0043"",""PRO0044"",""PRO0045"",""PRO0046"",""PRO0047"",""PRO0048"",""PRO0049"",""PRO0074"",""PRO0083"",""PRO0085"",""PRO0099""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC001"",""SRC005"",""SRC007"",""SRC008"",""SRC089"",""SRC103""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item CRF0087 (Деревянный клин) shown as плоский деревянный клин малый; preserve base identity,Малый плоский клин является размерно-формовой разновидностью канонического деревянного клина.,OMI00043
STA0025,Недоточенная деревянная миска,[],HOU0014,Деревянная миска,bowl_semifinished,state,semifinished,partly_turned,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: полуфабрикат посуды. Новый тип предмета не создаётся.",полуфабрикат посуды,"[""workshop"",""yard"",""urban_house"",""construction_site"",""storehouse""]","[""ARC0031"",""INT0019"",""INT0044"",""STR0013"",""ARC0020"",""ARC0021"",""INT0015"",""ARC0018"",""ARC0026""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039"",""PRO0040"",""PRO0041"",""PRO0042"",""PRO0043"",""PRO0044"",""PRO0045"",""PRO0046"",""PRO0047"",""PRO0048"",""PRO0049"",""PRO0074"",""PRO0083"",""PRO0085"",""PRO0099""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC005"",""SRC006"",""SRC007"",""SRC008"",""SRC089"",""SRC103""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item HOU0014 (Деревянная миска) shown as недоточенная деревянная миска; preserve base identity,Недоточенная миска — производственное состояние деревянной миски.,OMI00090
STA0026,Деревянный засов малый,[],INT0023,Дверной деревянный засов,small_wood_bolt,contextual_variant,component,finished,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: запирание ларя, двери или воротца. Новый тип предмета не создаётся.","запирание ларя, двери или воротца","[""workshop"",""yard"",""urban_house"",""construction_site"",""storehouse""]","[""ARC0031"",""INT0019"",""INT0044"",""STR0013"",""ARC0020"",""ARC0021"",""INT0015"",""ARC0018"",""ARC0026""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039"",""PRO0040"",""PRO0041"",""PRO0042"",""PRO0043"",""PRO0044"",""PRO0045"",""PRO0046"",""PRO0047"",""PRO0048"",""PRO0049"",""PRO0074"",""PRO0083"",""PRO0085"",""PRO0099""]",B,Хорошо подтверждаемая реконструкция по нескольким источникам; конкретная форма или сочетание не всегда найдено в одном закрытом комплексе около 1230 года.,"[""SRC005"",""SRC006"",""SRC007"",""SRC008"",""SRC089"",""SRC103""]",safe_with_explicit_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item INT0023 (Дверной деревянный засов) shown as деревянный засов малый; preserve base identity,Малый деревянный засов использует канонический тип засова; размер и родительский объект задаются экземпляру.,OMI00096
STA0027,Высушенная пластина бересты,[],WRT0020,Подготовленная пластина бересты,birch_bark_sheet,state,prepared_material,dried,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: хранение и последующая обработка. Новый тип предмета не создаётся.",хранение и последующая обработка,"[""forest"",""yard"",""workshop"",""urban_house"",""storehouse"",""fishing_site""]","[""STR0013"",""ARC0031"",""INT0019"",""INT0044"",""ARC0020"",""ARC0021"",""INT0015"",""ARC0018"",""ARC0026"",""STR0010"",""STR0011""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039"",""PRO0040"",""PRO0041"",""PRO0042"",""PRO0043"",""PRO0044"",""PRO0045"",""PRO0046"",""PRO0047"",""PRO0048"",""PRO0049"",""PRO0058"",""PRO0059"",""PRO0060"",""PRO0061""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC001"",""SRC005"",""SRC008"",""SRC081"",""SRC103""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item WRT0020 (Подготовленная пластина бересты) shown as высушенная пластина бересты; preserve base identity,Высушивание — стадия подготовки берестяной пластины.,OMI00111
STA0028,Выпрямленная пластина бересты,[],WRT0020,Подготовленная пластина бересты,birch_bark_flat,state,prepared_material,flattened,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: письмо, стенка коробки, крышка или прокладка. Новый тип предмета не создаётся.","письмо, стенка коробки, крышка или прокладка","[""forest"",""yard"",""workshop"",""urban_house"",""storehouse"",""fishing_site""]","[""STR0013"",""ARC0031"",""INT0019"",""INT0044"",""ARC0020"",""ARC0021"",""INT0015"",""ARC0018"",""ARC0026"",""STR0010"",""STR0011""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039"",""PRO0040"",""PRO0041"",""PRO0042"",""PRO0043"",""PRO0044"",""PRO0045"",""PRO0046"",""PRO0047"",""PRO0048"",""PRO0049"",""PRO0058"",""PRO0059"",""PRO0060"",""PRO0061""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC001"",""SRC005"",""SRC008"",""SRC081"",""SRC103""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item WRT0020 (Подготовленная пластина бересты) shown as выпрямленная пластина бересты; preserve base identity,Выпрямление — стадия подготовки берестяной пластины.,OMI00112
STA0029,Сломанный деревянный нагель,[],CON0009,Деревянный нагель,broken_treenail,state,fragment,broken,"Состояние, композиция, размерно-материальный или контекстный вариант канонической вещи: снятый или разрушенный крепёж. Новый тип предмета не создаётся.",снятый или разрушенный крепёж,"[""workshop"",""yard"",""construction_site"",""street"",""refuse_area""]","[""ARC0031"",""INT0019"",""INT0044"",""STR0013"",""STR0007"",""STR0008"",""STR0009"",""MSC0011"",""AGR0035""]","[""PRO0033"",""PRO0034"",""PRO0035"",""PRO0036"",""PRO0038"",""PRO0039"",""PRO0040"",""PRO0041"",""PRO0042"",""PRO0043"",""PRO0044"",""PRO0045"",""PRO0046"",""PRO0047"",""PRO0048"",""PRO0049"",""PRO0074"",""PRO0083"",""PRO0085"",""PRO0099""]",A,"Прямые археологические, письменные или стратиграфически привязанные новгородские данные; запись допустима для обычной генерации в подходящем контексте.","[""SRC001"",""SRC005"",""SRC007"",""SRC008"",""SRC089"",""SRC103""]",safe_with_context,"Apply to an existing instance as state, content, attachment, size/material variant or use context; preserve the base item identity.",existing item CON0009 (Деревянный нагель) shown as сломанный деревянный нагель; preserve base identity,Поломка нагеля не создаёт новый тип крепежа.,OMI00191
