profile_id,name_ru,location_archetypes,context_anchor_item_ids,season_scope,state_modifier,wealth_context,canonical_existing_item_ids,common_new_item_ids,contextual_new_item_ids,state_variant_ids,background_group_labels,max_concrete_items,selection_rule,property_rule,placement_rule,excluded_rules,prompt_file,notes
SPN011,Кожевенная рабочая зона,"[""leather_workshop"",""yard""]","[""ARC0031"",""INT0019"",""STR0013""]","[""spring"",""summer"",""autumn""]",normal_1230,context_dependent,"[""CRF0025"",""CRF0105""]","[""OMI00555"",""OMI00556"",""OMI00531"",""OMI02142"",""OMI02146"",""OMI02213"",""OMI00545"",""OMI00554"",""OMI00557"",""OMI00560"",""OMI00562"",""OMI00565"",""OMI00530"",""OMI02247"",""OMI02248"",""OMI02251"",""OMI02252""]","[""OMI02259"",""OMI00434"",""OMI00413"",""OMI00414"",""OMI00415"",""OMI00416"",""OMI00417"",""OMI00418""]","[""STA0001"",""STA0002"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0016"",""STA0017""]","[""leather_hide_fur"",""refuse_deposits_environment""]",18,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn011.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN012,Сапожная рабочая зона,"[""leather_workshop"",""workshop""]","[""ARC0031"",""INT0019"",""INT0044""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""CRF0071"",""CRF0108"",""CRF0105"",""HOU0034""]","[""OMI00555"",""OMI00501"",""OMI00507"",""OMI00560"",""OMI00506"",""OMI00556"",""OMI00500"",""OMI00502"",""OMI00510"",""OMI00503"",""OMI00312"",""OMI00395"",""OMI00476"",""OMI00477"",""OMI00554"",""OMI00557""]","[""OMI00504"",""OMI00505"",""OMI00270"",""OMI00508"",""OMI00509"",""OMI01876"",""OMI00443"",""OMI00446""]","[""STA0001"",""STA0002"",""STA0003"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0018"",""STA0019"",""STA0022"",""STA0023"",""STA0024""]","[""leather_hide_fur"",""fiber_textile_cordage"",""small_household_personal""]",16,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn012.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN013,Косторезная мастерская,"[""workshop""]","[""ARC0031"",""INT0019"",""INT0044""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""HOU0026"",""HOU0027"",""HOU0035"",""HOU0038""]","[""OMI01000"",""OMI00869"",""OMI02267"",""OMI00909"",""OMI00982"",""OMI00990"",""OMI00992"",""OMI00993"",""OMI00996"",""OMI00999"",""OMI00875"",""OMI00878"",""OMI00972"",""OMI00983"",""OMI00987"",""OMI00997""]","[""OMI00879"",""OMI00887"",""OMI00888"",""OMI00890"",""OMI00893"",""OMI00904"",""OMI00995"",""OMI01007""]","[""STA0001"",""STA0002"",""STA0003"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0018"",""STA0019"",""STA0022"",""STA0023"",""STA0024""]","[""bone_antler_horn_shell"",""refuse_deposits_environment""]",16,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn013.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN014,Гончарная мастерская и печь,"[""pottery_workshop"",""workshop""]","[""ARC0031"",""CRF0093"",""CRF0064"",""INT0019"",""INT0044""]","[""spring"",""summer"",""autumn""]",normal_1230,context_dependent,"[""CRF0065"",""CRF0093"",""MSC0026""]","[""OMI01038"",""OMI01072"",""OMI01081"",""OMI01082"",""OMI01039"",""OMI01107"",""OMI01078"",""OMI01009"",""OMI01010"",""OMI01016"",""OMI02247"",""OMI02248"",""OMI02251"",""OMI02252"",""OMI02258"",""OMI02260"",""OMI02272"",""OMI01035"",""OMI01066""]","[""OMI01071"",""OMI01097"",""OMI01098"",""OMI01059"",""OMI02250"",""OMI01086"",""OMI02273"",""OMI01069"",""OMI01070""]","[""STA0001"",""STA0002"",""STA0003"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0018"",""STA0019"",""STA0022"",""STA0023"",""STA0024""]","[""clay_ceramic_mineral"",""refuse_deposits_environment""]",20,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn014.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN015,Домашнее прядение,"[""textile_work_area"",""urban_house""]","[""INT0019"",""ARC0020"",""ARC0021"",""INT0015""]","[""autumn"",""winter"",""spring""]",normal_1230,context_dependent,"[""CRF0108""]","[""OMI00223"",""OMI00266"",""OMI00282"",""OMI00226"",""OMI00224"",""OMI00250"",""OMI00267"",""OMI00268"",""OMI00271"",""OMI00272"",""OMI00273"",""OMI00275"",""OMI00277"",""OMI00278""]","[""OMI00270"",""OMI00235"",""OMI00232"",""OMI00236"",""OMI00245"",""OMI00269"",""OMI00274""]","[""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0011"",""STA0012"",""STA0013"",""STA0014"",""STA0015""]","[""fiber_textile_cordage"",""small_household_personal""]",14,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn015.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN016,Ткацкая и швейная рабочая зона,"[""textile_work_area"",""workshop""]","[""INT0019"",""ARC0020"",""ARC0031"",""INT0044""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""HOU0034"",""HOU0035"",""CRF0086""]","[""OMI00312"",""OMI00339"",""OMI00313"",""OMI00317"",""OMI00335"",""OMI00395"",""OMI00293"",""OMI00266"",""OMI00282"",""OMI00284"",""OMI00316"",""OMI00376"",""OMI00397"",""OMI01812"",""OMI01815"",""OMI00164""]","[""OMI00256"",""OMI00324"",""OMI00329"",""OMI00276"",""OMI00306"",""OMI00308"",""OMI00309"",""OMI00393""]","[""STA0001"",""STA0002"",""STA0003"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0018"",""STA0019"",""STA0022"",""STA0023"",""STA0024""]","[""fiber_textile_cordage"",""small_household_personal""]",16,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn016.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN017,Кухня и приготовление пищи,"[""urban_house"",""hearth""]","[""ARC0020"",""ARC0021"",""INT0015"",""INT0019"",""INT0001"",""INT0010"",""INT0043"",""INT0044""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""POT0002"",""HOU0010"",""POT0021"",""POT0015"",""HOU0014""]","[""OMI01841"",""OMI01103"",""OMI01321"",""OMI01368"",""OMI01439"",""OMI01773"",""OMI01833"",""OMI01401"",""OMI01431"",""OMI01834"",""OMI01365"",""OMI01417"",""OMI01418"",""OMI01419"",""OMI01420"",""OMI01421"",""OMI01422"",""OMI01425""]","[""OMI01413"",""OMI01369"",""OMI01370"",""OMI01861"",""OMI01312"",""OMI01314"",""OMI01441"",""OMI01449"",""OMI01780""]","[""STA0001"",""STA0002"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0011"",""STA0012"",""STA0013""]","[""food_agricultural_materials"",""small_household_personal"",""clay_ceramic_mineral""]",18,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn017.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN018,Пекарная или пивоваренная хозяйственная зона,"[""hearth"",""workshop"",""storehouse""]","[""INT0001"",""INT0010"",""INT0043"",""INT0044"",""ARC0031"",""INT0019"",""ARC0018"",""ARC0026""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""HOU0036"",""HOU0024"",""FOD0001""]","[""OMI01299"",""OMI01294"",""OMI01300"",""OMI01330"",""OMI01336"",""OMI01308"",""OMI01310"",""OMI01311"",""OMI01317"",""OMI01320"",""OMI01321"",""OMI01296"",""OMI01297"",""OMI01284"",""OMI01285"",""OMI01303"",""OMI01322"",""OMI01368""]","[""OMI01295"",""OMI01449"",""OMI01312"",""OMI01314"",""OMI01325"",""OMI01326"",""OMI01327"",""OMI01328"",""OMI01329""]","[""STA0001"",""STA0002"",""STA0003"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0011"",""STA0012""]","[""food_agricultural_materials"",""small_household_personal""]",18,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn018.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN019,"Амбар, клеть и зерновой запас","[""storehouse""]","[""ARC0018"",""ARC0026""]","[""summer"",""autumn"",""winter"",""spring""]",normal_1230,context_dependent,"[""AGR0009"",""AGR0011"",""HOU0015"",""AGR0010""]","[""OMI01284"",""OMI01277"",""OMI01279"",""OMI01540"",""OMI01286"",""OMI01306"",""OMI01544"",""OMI01267"",""OMI01269"",""OMI01270"",""OMI01272"",""OMI01280"",""OMI01281""]","[""OMI01276"",""OMI01262"",""OMI01271"",""OMI01278"",""OMI01282"",""OMI01274"",""OMI01305""]","[""STA0003"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0011"",""STA0012"",""STA0018"",""STA0019""]","[""food_agricultural_materials"",""packaging_trade_storage"",""refuse_deposits_environment""]",16,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn019.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN020,"Конюшня и хлев: корм, подстилка и мелкий ремонт","[""stable"",""byre"",""yard""]","[""ARC0001"",""ARC0002"",""STR0013"",""ARC0031""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""ARC0001"",""ARC0002"",""HRS0035""]","[""OMI02000"",""OMI02049"",""OMI02066"",""OMI02052"",""OMI02065"",""OMI02061"",""OMI02063"",""OMI02146"",""OMI01279"",""OMI02062"",""OMI02068"",""OMI01280"",""OMI01281"",""OMI02050"",""OMI02054"",""OMI02056""]","[""OMI02051"",""OMI02067"",""OMI02064"",""OMI01994"",""OMI00436"",""OMI00515"",""OMI01383"",""OMI02040""]","[""STA0001"",""STA0002"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0016"",""STA0017""]","[""agriculture_fishing_hunting_consumables"",""transport_camp_small_parts"",""food_agricultural_materials"",""refuse_deposits_environment"",""leather_hide_fur""]",16,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn020.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN021,"Баня: вода, зола, щёлок и гигиенические мелочи","[""bathhouse"",""hearth""]","[""INT0042"",""INT0001"",""INT0010"",""INT0043"",""INT0044""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""INT0042"",""HOU0001"",""HOU0036""]","[""OMI01833"",""OMI02142"",""OMI02144"",""OMI01835"",""OMI01841"",""OMI01862"",""OMI02145"",""OMI00166"",""OMI00169"",""OMI00172"",""OMI01798"",""OMI01832""]","[""OMI01837"",""OMI01845"",""OMI01846"",""OMI01851"",""OMI00171"",""OMI01779""]","[""STA0001"",""STA0002"",""STA0015"",""STA0016"",""STA0017"",""STA0051"",""STA0052"",""STA0053"",""STA0054"",""STA0086""]","[""small_household_personal"",""wood_bark_plant_materials"",""refuse_deposits_environment""]",12,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn021.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN022,"Причал: груз, канаты и распаковочный мусор","[""pier"",""riverbank""]","[""STR0010"",""STR0011"",""STR0012""]","[""spring"",""summer"",""autumn""]",normal_1230,context_dependent,"[""STR0010"",""STR0011"",""STR0012"",""HOU0018"",""TRD0023""]","[""OMI01568"",""OMI01930"",""OMI02228"",""OMI01559"",""OMI02206"",""OMI02173"",""OMI02201"",""OMI02184"",""OMI02185"",""OMI02210"",""OMI02213"",""OMI02217"",""OMI02218"",""OMI02224"",""OMI02230"",""OMI02234"",""OMI00411"",""OMI02219""]","[""OMI01564"",""OMI00357"",""OMI00361"",""OMI01550"",""OMI01565"",""OMI01566"",""OMI01631"",""OMI01926"",""OMI01935""]","[""STA0003"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0016"",""STA0017"",""STA0021"",""STA0023""]","[""packaging_trade_storage"",""transport_camp_small_parts"",""fiber_textile_cordage"",""refuse_deposits_environment""]",18,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn022.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN023,"Лодка в пути: снасти, тара и мелкие детали","[""boat"",""pier""]","[""STR0010"",""STR0011"",""STR0012""]","[""spring"",""summer"",""autumn""]",normal_1230,context_dependent,"[""HOU0018"",""WTR0031"",""HOU0015"",""HOU0016""]","[""OMI01544"",""OMI00354"",""OMI00376"",""OMI00397"",""OMI01540"",""OMI00395"",""OMI00400"",""OMI00412"",""OMI01526"",""OMI01929"",""OMI01938"",""OMI01950""]","[""OMI01949"",""OMI00379"",""OMI00380"",""OMI01510"",""OMI01939"",""OMI01948""]","[""STA0001"",""STA0002"",""STA0003"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0018""]","[""transport_camp_small_parts"",""fiber_textile_cordage"",""packaging_trade_storage"",""small_household_personal""]",12,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn023.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN024,Ремонт лодки на берегу,"[""boat"",""pier"",""workshop""]","[""STR0010"",""STR0011"",""STR0012"",""ARC0031"",""INT0019"",""INT0044""]","[""spring"",""summer"",""autumn""]",normal_1230,context_dependent,"[""CON0009"",""WTR0019"",""WTR0023""]","[""OMI01929"",""OMI01930"",""OMI01938"",""OMI01943"",""OMI01946"",""OMI00624"",""OMI01933"",""OMI00020"",""OMI00617"",""OMI00619"",""OMI00620"",""OMI02230"",""OMI01934"",""OMI01950"",""OMI01955"",""OMI00046""]","[""OMI01941"",""OMI01926"",""OMI01942"",""OMI01944"",""OMI01945"",""OMI01947"",""OMI01931"",""OMI01962""]","[""STA0001"",""STA0002"",""STA0003"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0018""]","[""transport_camp_small_parts"",""ferrous_metal"",""wood_bark_plant_materials"",""refuse_deposits_environment""]",18,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn024.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN025,Рыбацкий стан: снасти и ремонт сети,"[""fishing_site"",""riverbank""]","[""STR0010"",""STR0011""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""FSH0032"",""FSH0011"",""FSH0012"",""FSH0013"",""FSH0014"",""FSH0007"",""FSH0029""]","[""OMI02106"",""OMI01943"",""OMI02095"",""OMI02105"",""OMI00395"",""OMI00382"",""OMI00383"",""OMI01929"",""OMI01930"",""OMI01934""]","[""OMI01941"",""OMI01942""]","[""STA0003"",""STA0016"",""STA0017"",""STA0020"",""STA0021"",""STA0027"",""STA0028"",""STA0034"",""STA0035"",""STA0039"",""STA0040"",""STA0062""]","[""agriculture_fishing_hunting_consumables"",""fiber_textile_cordage"",""transport_camp_small_parts"",""refuse_deposits_environment""]",18,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn025.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN026,"Разделка, засол и сушка рыбы","[""fishing_site"",""yard"",""storehouse""]","[""STR0010"",""STR0011"",""STR0013"",""ARC0031"",""ARC0018"",""ARC0026""]","[""spring"",""summer"",""autumn"",""winter""]",normal_1230,context_dependent,"[""FSH0017"",""TRD0024"",""FOD0037""]","[""OMI01420"",""OMI01412"",""OMI01427"",""OMI01405"",""OMI01417"",""OMI01418"",""OMI01419"",""OMI01421"",""OMI01422"",""OMI01425"",""OMI01602"",""OMI01424"",""OMI01423"",""OMI01429"",""OMI01433"",""OMI02183"",""OMI01403"",""OMI01406""]","[""OMI01410"",""OMI01411"",""OMI01413"",""OMI01402"",""OMI01404"",""OMI01409"",""OMI01430"",""OMI01428"",""OMI01432""]","[""STA0001"",""STA0002"",""STA0003"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0011"",""STA0012""]","[""food_agricultural_materials"",""small_household_personal"",""packaging_trade_storage"",""refuse_deposits_environment""]",18,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn026.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN027,Охотничий или промысловый стан,"[""hunting_camp"",""forest""]",[],"[""autumn"",""winter"",""spring""]",normal_1230,context_dependent,"[""HNT0008"",""HNT0015"",""HNT0019""]","[""OMI02130"",""OMI02121"",""OMI02123"",""OMI02128"",""OMI02129"",""OMI02135"",""OMI02136"",""OMI00531"",""OMI01388"",""OMI01396"",""OMI01397"",""OMI01438"",""OMI01439"",""OMI01461""]","[""OMI00432"",""OMI02110"",""OMI02122"",""OMI02124"",""OMI02033""]","[""STA0001"",""STA0002"",""STA0003"",""STA0020"",""STA0023"",""STA0024"",""STA0027"",""STA0028"",""STA0034"",""STA0035"",""STA0036"",""STA0052""]","[""agriculture_fishing_hunting_consumables"",""leather_hide_fur"",""transport_camp_small_parts"",""food_agricultural_materials""]",14,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn027.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN028,Лесосека и заготовка древесины,"[""forest"",""yard""]","[""STR0013"",""ARC0031""]","[""autumn"",""winter"",""spring""]",normal_1230,context_dependent,"[""MSC0035""]","[""OMI00149"",""OMI00021"",""OMI00002"",""OMI00003"",""OMI00009"",""OMI00010"",""OMI00011"",""OMI00015"",""OMI00176"",""OMI00177"",""OMI00187"",""OMI00200"",""OMI02206"",""OMI02213"",""OMI00012"",""OMI00202""]","[""OMI00141"",""OMI02229"",""OMI02233"",""OMI00120"",""OMI00124"",""OMI00143"",""OMI00161"",""OMI00121""]","[""STA0001"",""STA0002"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0016"",""STA0017""]","[""wood_bark_plant_materials"",""transport_camp_small_parts"",""refuse_deposits_environment""]",16,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn028.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
SPN029,Деревянное строительство,"[""construction_site"",""yard""]","[""ARC0031"",""STR0013""]","[""spring"",""summer"",""autumn""]",normal_1230,context_dependent,"[""CON0009"",""CON0010"",""CON0011"",""CON0047""]","[""OMI00149"",""OMI00176"",""OMI00177"",""OMI00612"",""OMI00202"",""OMI00215"",""OMI00609"",""OMI00204"",""OMI00608"",""OMI00613"",""OMI00614"",""OMI00017"",""OMI00018"",""OMI00020"",""OMI00605"",""OMI00607""]","[""OMI00627"",""OMI00071"",""OMI00606"",""OMI00615"",""OMI00626"",""OMI00746"",""OMI00636"",""OMI00638"",""OMI00016""]","[""STA0001"",""STA0002"",""STA0004"",""STA0005"",""STA0006"",""STA0007"",""STA0008"",""STA0009"",""STA0010"",""STA0015"",""STA0016"",""STA0017""]","[""wood_bark_plant_materials"",""ferrous_metal"",""transport_camp_small_parts"",""refuse_deposits_environment""]",20,"select only after a committed household, craft, environment, trade, loss, discard, process or owner basis exists; remaining detail may stay a background group",man-made objects inherit the location/container/household/workplace owner or controller unless a committed lost/discarded/abandoned basis says otherwise,use item placement_modes and location function; do not scatter every listed item simultaneously,"[""confidence D or generation_policy=never_generate"",""modern packaging, plastics, rubber, machine-uniform hardware"",""weapons, money, valuables or documents without an explicit context-bound basis"",""whole clothing/accessory items owned by another catalog"",""automatic loot or unowned status""]",prompts/spn029.txt,"A profile is a bounded context slice, not an inventory that must be fully materialized."
