category_id,stable_code,domain,facet,parent_group,status,preferred_label_ru,category_scope,region_permission,used_by
cat_item_object_cloth_bundle_v1,cloth_bundle,item,object_type,HH_SMALL_STORAGE,proposed_new,Тканевый узелок с мелочами,universal,region_novgorod_land,it_hh_cloth_bundle
cat_item_object_cloth_rag_v1,cloth_rag,item,object_type,HH_CLEANING,proposed_new,Тряпица для мытья и протирки,universal,region_novgorod_land,it_hh_rag
cat_item_object_codex_v1,codex,item,object_type,PS_WRITING,proposed_new,Рукописная книга,universal,region_novgorod_land,it_ps_codex
cat_item_object_comb_case_v1,comb_case,item,object_type,PS_GROOMING,proposed_new,Кожаный чехол для гребня,universal,region_novgorod_land,it_ps_comb_case
cat_item_object_comb_v1,comb,item,object_type,PS_GROOMING,existing_v5_draft,расчёска,universal,region_novgorod_land,it_ps_comb_double;it_ps_comb_single;it_ps_comb_wood
cat_item_object_cooking_pot_v1,cooking_pot,item,object_type,HH_COOKWARE,existing_v5_draft,глиняный горшок для приготовления пищи,universal,region_novgorod_land,it_hh_cooking_pot
cat_item_object_cord_v1,cord,item,object_type,HH_TOOLS_SMALL,proposed_new,Тонкий шнур,universal,region_novgorod_land,it_hh_cord
cat_item_object_cradle_pad_v1,cradle_pad,item,object_type,HH_BEDDING_TEXTILE,proposed_new,Мягкая подкладка колыбели,universal,region_novgorod_land,it_hh_cradle_pad
cat_item_object_curtain_v1,curtain,item,object_type,HH_BEDDING_TEXTILE,proposed_new,Тканевая или войлочная завеса,universal,region_novgorod_land,it_hh_curtain
cat_item_object_dice_v1,dice,item,object_type,PS_PLAY,proposed_new,Кубическая игральная кость,universal,region_novgorod_land,it_ps_die
cat_item_object_dipper_v1,dipper,item,object_type,HH_TABLEWARE,proposed_new,Деревянный черпак,universal,region_novgorod_land,it_hh_dipper
cat_item_object_distaff_v1,distaff,item,object_type,HH_TEXTILE_WORK,existing_v5_draft,прялка,universal,region_novgorod_land,it_hh_distaff
cat_item_object_dough_cloth_v1,dough_cloth,item,object_type,HH_FOODPROC,proposed_new,Ткань для накрывания теста,universal,region_novgorod_land,it_hh_dough_cloth
cat_item_object_drawstring_pouch_v1,drawstring_pouch,item,object_type,PS_CARRY,proposed_new,Малый кожаный кошель с завязкой,universal,region_novgorod_land,it_ps_leather_purse;it_ps_cloth_purse
cat_item_object_ember_tongs_v1,ember_tongs,item,object_type,HH_HEARTH_TOOLS,proposed_new,Щипцы для углей,universal,region_novgorod_land,it_hh_ember_tongs
cat_item_object_encolpion_v1,encolpion,item,object_type,PS_RELIGIOUS,proposed_new,Крест-энколпион,universal,region_novgorod_land,it_ps_encolpion
cat_item_object_fat_vessel_v1,fat_vessel,item,object_type,HH_SMALL_STORAGE,proposed_new,Керамический сосуд для жира или масла,universal,region_novgorod_land,it_hh_fat_vessel
cat_item_object_fiber_comb_v1,fiber_comb,item,object_type,HH_TEXTILE_WORK,existing_v5_draft,гребень для обработки волокна,universal,region_novgorod_land,it_hh_fiber_comb
cat_item_object_fire_kit_v1,fire_kit,item,object_type,PS_FIRE_KIT,proposed_new,"Огнивный набор в мешочке (кресало, кремень, трут)",universal,region_novgorod_land,it_ps_fire_kit
cat_item_object_firesteel_v1,firesteel,item,object_type,HH_FIRE_LIGHT,existing_v5_draft,кресало,universal,region_novgorod_land,it_hh_firesteel
cat_item_object_flap_belt_pouch_v1,flap_belt_pouch,item,object_type,PS_CARRY,proposed_new,Поясная кожаная сумка с клапаном,universal,region_novgorod_land,it_ps_belt_pouch
cat_item_object_flask_leather_v1,flask_leather,item,object_type,PS_CARRY,proposed_new,Кожаная фляга,universal,region_novgorod_land,it_ps_leather_flask
cat_item_object_flask_wood_v1,flask_wood,item,object_type,PS_CARRY,proposed_new,Деревянная походная фляга,universal,region_novgorod_land,it_ps_wooden_flask
cat_item_object_flax_scutcher_v1,flax_scutcher,item,object_type,HH_TEXTILE_WORK,proposed_new,Трепало для льна,universal,region_novgorod_land,it_hh_scutcher
cat_item_object_flax_tow_bundle_v1,flax_tow_bundle,item,object_type,HH_TEXTILE_WORK,proposed_new,Кудель (подготовленное волокно),universal,region_novgorod_land,it_hh_tow
cat_item_object_folding_balance_v1,folding_balance,item,object_type,PS_TRADE_ADMIN,existing_v5_draft,складные весы,universal,region_novgorod_land,it_ps_folding_balance
cat_item_object_frame_drum_v1,frame_drum,item,object_type,PS_MUSIC,proposed_new,Бубен (рамный барабан),universal,region_novgorod_land,it_ps_frame_drum
cat_item_object_frying_pan_v1,frying_pan,item,object_type,HH_COOKWARE,proposed_new,Железная сковорода,universal,region_novgorod_land,it_hh_frying_pan
cat_item_object_game_board_v1,game_board,item,object_type,PS_PLAY,proposed_new,Доска для настольной игры,universal,region_novgorod_land,it_ps_game_board
cat_item_object_game_counter_v1,game_counter,item,object_type,PS_PLAY,proposed_new,Круглая игровая фишка,universal,region_novgorod_land,it_ps_game_counter
cat_item_object_glazed_bowl_import_v1,glazed_bowl_import,item,object_type,HH_TABLEWARE,proposed_new,Привозная поливная чаша,universal,region_novgorod_land,it_hh_glazed_bowl_import
cat_item_object_gudok_v1,gudok,item,object_type,PS_MUSIC,proposed_new,Гудок (смычковый инструмент),universal,region_novgorod_land,it_ps_gudok
cat_item_object_gusli_v1,gusli,item,object_type,PS_MUSIC,proposed_new,Лирообразные гусли,universal,region_novgorod_land,it_ps_gusli_lyre;it_ps_gusli_wing
cat_item_object_hand_quern_v1,hand_quern,item,object_type,HH_FOODPROC,existing_v5_draft,ручной жернов,universal,region_novgorod_land,it_hh_hand_quern
cat_item_object_ice_grip_v1,ice_grip,item,object_type,PS_CARRY,proposed_new,Железные ледоходы (пара),universal,region_novgorod_land,it_ps_ice_grips
cat_item_object_icon_wood_v1,icon_wood,item,object_type,PS_RELIGIOUS,proposed_new,Деревянная домашняя икона,universal,region_novgorod_land,it_ps_home_icon
cat_item_object_inkwell_v1,inkwell,item,object_type,PS_WRITING,proposed_new,Роговая чернильница,universal,region_novgorod_land,it_ps_inkwell_horn;it_ps_inkwell_ceramic
cat_item_object_instrument_part_v1,instrument_part,item,object_type,PS_MUSIC,proposed_new,Колок гуслей,universal,region_novgorod_land,it_ps_gusli_peg;it_ps_gudok_bow
cat_item_object_iron_clamp_v1,iron_clamp,item,object_type,HH_TOOLS_SMALL,proposed_new,Железная ремонтная скоба,universal,region_novgorod_land,it_hh_repair_clamp
cat_item_object_iron_hook_v1,iron_hook,item,object_type,HH_TOOLS_SMALL,proposed_new,Бытовой железный крюк,universal,region_novgorod_land,it_hh_iron_hook
cat_item_object_jaw_harp_v1,jaw_harp,item,object_type,PS_MUSIC,proposed_new,Варган,universal,region_novgorod_land,it_ps_jaw_harp
cat_item_object_jug_v1,jug,item,object_type,HH_TABLEWARE,proposed_new,Керамический кувшин,universal,region_novgorod_land,it_hh_ceramic_jug
cat_item_object_key_bunch_v1,key_bunch,item,object_type,HH_LOCKS,proposed_new,Связка ключей на шнуре,universal,region_novgorod_land,it_hh_key_bunch
cat_item_object_key_v1,key,item,object_type,HH_LOCKS,existing_v5_draft,ключ,universal,region_novgorod_land,it_hh_key
cat_item_object_kindling_bundle_v1,kindling_bundle,item,object_type,HH_FIRE_LIGHT,existing_v5_draft,связка растопки,universal,region_novgorod_land,it_hh_kindling
cat_item_object_kitchen_spatula_v1,kitchen_spatula,item,object_type,HH_COOKWARE,proposed_new,Деревянная кухонная лопаточка,universal,region_novgorod_land,it_hh_kitchen_spatula
cat_item_object_knife_sheath_v1,knife_sheath,item,object_type,PS_KNIFE,proposed_new,Кожаные ножны ножа,universal,region_novgorod_land,it_ps_knife_sheath
cat_item_object_knucklebone_v1,knucklebone,item,object_type,PS_PLAY,proposed_new,Бабка (астрагал),universal,region_novgorod_land,it_ps_knucklebone
cat_item_object_ladle_v1,ladle,item,object_type,HH_TABLEWARE,existing_v5_draft,половник или ковш,universal,region_novgorod_land,it_hh_kovsh
cat_item_object_lead_bulla_v1,lead_bulla,item,object_type,PS_TRADE_ADMIN,proposed_new,Свинцовая вислая печать,universal,region_novgorod_land,it_ps_lead_bulla
cat_item_object_lead_plomb_v1,lead_plomb,item,object_type,PS_TRADE_ADMIN,proposed_new,Свинцовая товарная пломба на шнуре,universal,region_novgorod_land,it_ps_lead_plomb
cat_item_object_leather_strap_v1,leather_strap,item,object_type,HH_TOOLS_SMALL,proposed_new,Хозяйственный кожаный ремешок,universal,region_novgorod_land,it_hh_leather_strap
cat_item_object_lock_v1,lock,item,object_type,HH_LOCKS,existing_v5_draft,замок,universal,region_novgorod_land,it_hh_padlock_cylinder;it_hh_door_lock;it_hh_chest_lock
cat_item_object_long_handled_spoon_v1,long_handled_spoon,item,object_type,HH_TABLEWARE,proposed_new,Деревянная ложка длинноручная (разливательная),universal,region_novgorod_land,it_hh_long_spoon
cat_item_object_loom_weight_v1,loom_weight,item,object_type,HH_TEXTILE_WORK,proposed_new,Ткацкое грузило,universal,region_novgorod_land,it_hh_loom_weight
cat_item_object_merchant_bag_western_v1,merchant_bag_western,item,object_type,PS_CARRY,proposed_new,Кожаная купеческая сумка западной работы,universal,region_novgorod_land,it_ps_western_bag
cat_item_object_metal_cauldron_v1,metal_cauldron,item,object_type,HH_COOKWARE,existing_v5_draft,металлический котёл,universal,region_novgorod_land,it_hh_cauldron
cat_item_object_metal_mirror_v1,metal_mirror,item,object_type,PS_GROOMING,existing_v5_draft,металлическое зеркало,universal,region_novgorod_land,it_ps_mirror
cat_item_object_mortar_v1,mortar,item,object_type,HH_FOODPROC,existing_v5_draft,ступка,universal,region_novgorod_land,it_hh_mortar
cat_item_object_needle_case_v1,needle_case,item,object_type,HH_SEWING,proposed_new,Костяная игольница,universal,region_novgorod_land,it_hh_needle_case
cat_item_object_oven_peel_v1,oven_peel,item,object_type,HH_HEARTH_TOOLS,proposed_new,Деревянная печная лопата,universal,region_novgorod_land,it_hh_oven_peel
cat_item_object_owner_tag_v1,owner_tag,item,object_type,PS_TRADE_ADMIN,proposed_new,Деревянная бирка-этикетка с владельческим знаком,universal,region_novgorod_land,it_ps_owner_tag
cat_item_object_pan_lifter_v1,pan_lifter,item,object_type,HH_HEARTH_TOOLS,proposed_new,Железный чапельник,universal,region_novgorod_land,it_hh_pan_lifter
cat_item_object_parchment_leaf_v1,parchment_leaf,item,object_type,PS_WRITING,proposed_new,Лист пергамента,universal,region_novgorod_land,it_ps_parchment
cat_item_object_patch_kit_v1,patch_kit,item,object_type,HH_SEWING,proposed_new,Набор тканевых заплат,universal,region_novgorod_land,it_hh_patch_kit
cat_item_object_pectoral_cross_v1,pectoral_cross,item,object_type,PS_RELIGIOUS,existing_v5_draft,нательный крест,universal,region_novgorod_land,it_ps_pectoral_cross
cat_item_object_pectoral_icon_v1,pectoral_icon,item,object_type,PS_RELIGIOUS,proposed_new,Каменная нательная иконка,universal,region_novgorod_land,it_ps_stone_icon
cat_item_object_pestle_v1,pestle,item,object_type,HH_FOODPROC,existing_v5_draft,пест,universal,region_novgorod_land,it_hh_pestle
cat_item_object_pilgrim_badge_v1,pilgrim_badge,item,object_type,PS_RELIGIOUS,proposed_new,Паломнический знак (западный импорт),universal,region_novgorod_land,it_ps_pilgrim_badge
cat_item_object_pipe_flute_v1,pipe_flute,item,object_type,PS_MUSIC,proposed_new,Деревянная свирель,universal,region_novgorod_land,it_ps_pipe_wood;it_ps_bone_flute;it_ps_double_pipe
cat_item_object_poker_v1,poker,item,object_type,HH_HEARTH_TOOLS,proposed_new,Железная кочерга,universal,region_novgorod_land,it_hh_poker
cat_item_object_pot_stand_v1,pot_stand,item,object_type,HH_COOKWARE,proposed_new,Деревянная подставка под горячий горшок,universal,region_novgorod_land,it_hh_pot_stand
cat_item_object_quill_v1,quill,item,object_type,PS_WRITING,proposed_new,Птичье перо для письма,universal,region_novgorod_land,it_ps_quill
cat_item_object_razor_v1,razor,item,object_type,PS_GROOMING,existing_v5_draft,бритва,universal,region_novgorod_land,it_ps_razor
cat_item_object_reel_winder_v1,reel_winder,item,object_type,HH_TEXTILE_WORK,proposed_new,Мотовило,universal,region_novgorod_land,it_hh_reel
cat_item_object_riddle_sieve_v1,riddle_sieve,item,object_type,HH_FOODPROC,proposed_new,Грубое решето,universal,region_novgorod_land,it_hh_riddle
cat_item_object_rope_v1,rope,item,object_type,HH_TOOLS_SMALL,existing_v5_draft,верёвка,universal,region_novgorod_land,it_hh_rope
cat_item_object_sack_v1,sack,item,object_type,HH_SMALL_STORAGE,proposed_new,Тканевый мешок,universal,region_novgorod_land,it_hh_cloth_sack
cat_item_object_saddle_quern_v1,saddle_quern,item,object_type,HH_FOODPROC,proposed_new,Каменная зернотёрка,universal,region_novgorod_land,it_hh_saddle_quern
cat_item_object_salt_cup_v1,salt_cup,item,object_type,HH_TABLEWARE,proposed_new,Деревянная чашечка для соли или жира,universal,region_novgorod_land,it_hh_salt_cup
cat_item_object_scoop_v1,scoop,item,object_type,HH_HEARTH_TOOLS,existing_v5_draft,деревянный совок,universal,region_novgorod_land,it_hh_ash_scoop
cat_item_object_scribe_knife_v1,scribe_knife,item,object_type,PS_WRITING,proposed_new,Нож писца,universal,region_novgorod_land,it_ps_scribe_knife
cat_item_object_sewing_needle_v1,sewing_needle,item,object_type,HH_SEWING,existing_v5_draft,швейная игла,universal,region_novgorod_land,it_hh_iron_needle;it_hh_bone_needle
cat_item_object_shears_v1,shears,item,object_type,HH_SEWING,existing_v5_draft,ножницы,universal,region_novgorod_land,it_hh_shears
cat_item_object_sieve_v1,sieve,item,object_type,HH_FOODPROC,existing_v5_draft,сито,universal,region_novgorod_land,it_hh_sieve
cat_item_object_simple_lamp_v1,simple_lamp,item,object_type,HH_FIRE_LIGHT,existing_v5_draft,простой светильник,universal,region_novgorod_land,it_hh_ceramic_lamp
cat_item_object_small_bell_v1,small_bell,item,object_type,PS_MUSIC,proposed_new,Малый колокольчик-бубенчик,universal,region_novgorod_land,it_ps_hand_bell
cat_item_object_small_casket_v1,small_casket,item,object_type,HH_SMALL_STORAGE,proposed_new,Малый ларец,universal,region_novgorod_land,it_hh_small_casket
cat_item_object_small_soft_bag_v1,small_soft_bag,item,object_type,PS_CARRY,proposed_new,Мешочек для мелочей,universal,region_novgorod_land,it_ps_small_bag
cat_item_object_spindle_v1,spindle,item,object_type,HH_TEXTILE_WORK,existing_v5_draft,веретено,universal,region_novgorod_land,it_hh_spindle
cat_item_object_spindle_whorl_v1,spindle_whorl,item,object_type,HH_TEXTILE_WORK,existing_v5_draft,пряслице,universal,region_novgorod_land,it_hh_clay_whorl;it_hh_slate_whorl
cat_item_object_spinning_top_v1,spinning_top,item,object_type,PS_PLAY,proposed_new,Деревянный волчок-кубарь,universal,region_novgorod_land,it_ps_spinning_top
cat_item_object_splint_light_v1,splint_light,item,object_type,HH_FIRE_LIGHT,proposed_new,Лучина (связка),universal,region_novgorod_land,it_hh_splint
cat_item_object_splinter_holder_v1,splinter_holder,item,object_type,HH_FIRE_LIGHT,proposed_new,Железный светец,universal,region_novgorod_land,it_hh_splinter_holder_iron;it_hh_splinter_holder_wood
cat_item_object_stave_vessel_v1,stave_vessel,item,object_type,HH_TABLEWARE,proposed_new,Клёпочный деревянный сосуд для питья,universal,region_novgorod_land,it_hh_stave_vessel
cat_item_object_stirring_paddle_v1,stirring_paddle,item,object_type,HH_COOKWARE,proposed_new,Деревянная мешалка,universal,region_novgorod_land,it_hh_stirring_paddle
cat_item_object_storage_pot_v1,storage_pot,item,object_type,HH_SMALL_STORAGE,proposed_new,Крупный керамический горшок для хранения,universal,region_novgorod_land,it_hh_storage_pot
cat_item_object_strainer_cloth_v1,strainer_cloth,item,object_type,HH_FOODPROC,proposed_new,Тканевая цедилка,universal,region_novgorod_land,it_hh_strainer_cloth
cat_item_object_straw_mat_v1,straw_mat,item,object_type,HH_BEDDING_TEXTILE,proposed_new,Соломенный или травяной мат для сна,universal,region_novgorod_land,it_hh_straw_mat
cat_item_object_striking_flint_v1,striking_flint,item,object_type,HH_FIRE_LIGHT,existing_v5_draft,кремень для высекания искр,universal,region_novgorod_land,it_hh_flint
cat_item_object_stylus_v1,stylus,item,object_type,PS_WRITING,existing_v5_draft,писало,universal,region_novgorod_land,it_ps_iron_stylus;it_ps_bone_stylus
cat_item_object_swaddling_cloth_v1,swaddling_cloth,item,object_type,HH_BEDDING_TEXTILE,proposed_new,Пелёночная ткань,universal,region_novgorod_land,it_hh_swaddling_cloth
cat_item_object_tablet_weaving_card_v1,tablet_weaving_card,item,object_type,HH_TEXTILE_WORK,proposed_new,Дощечки для ткачества поясов,universal,region_novgorod_land,it_hh_tablet_card
cat_item_object_tallow_candle_v1,tallow_candle,item,object_type,HH_FIRE_LIGHT,proposed_new,Сальная свеча,universal,region_novgorod_land,it_hh_tallow_candle
cat_item_object_tally_stick_v1,tally_stick,item,object_type,PS_TRADE_ADMIN,proposed_new,Счётная палочка с зарубками (бирка),universal,region_novgorod_land,it_ps_tally_stick
cat_item_object_thimble_v1,thimble,item,object_type,HH_SEWING,proposed_new,Металлический напёрсток,universal,region_novgorod_land,it_hh_thimble
cat_item_object_thread_skein_v1,thread_skein,item,object_type,HH_SEWING,proposed_new,Моток ремонтной нити,universal,region_novgorod_land,it_hh_thread_skein
cat_item_object_tinder_v1,tinder,item,object_type,HH_FIRE_LIGHT,existing_v5_draft,трут,universal,region_novgorod_land,it_hh_tinder
cat_item_object_tool_case_v1,tool_case,item,object_type,PS_CARRY,proposed_new,Кожаный чехол малого инструмента,universal,region_novgorod_land,it_ps_tool_case
cat_item_object_towel_linen_v1,towel_linen,item,object_type,HH_BEDDING_TEXTILE,proposed_new,Льняное утиральное полотно,universal,region_novgorod_land,it_hh_towel
cat_item_object_toy_figure_v1,toy_figure,item,object_type,PS_PLAY,proposed_new,Деревянный конь-игрушка,universal,region_novgorod_land,it_ps_toy_horse;it_ps_doll;it_ps_clay_animal
cat_item_object_toy_vehicle_v1,toy_vehicle,item,object_type,PS_PLAY,proposed_new,Деревянная лодочка-игрушка,universal,region_novgorod_land,it_ps_toy_boat
cat_item_object_toy_weapon_v1,toy_weapon,item,object_type,PS_PLAY,proposed_new,Деревянный игрушечный меч,universal,region_novgorod_land,it_ps_toy_sword;it_ps_toy_bow
cat_item_object_toy_whistle_v1,toy_whistle,item,object_type,PS_PLAY,proposed_new,Глиняная свистулька,universal,region_novgorod_land,it_ps_clay_whistle
cat_item_object_travel_sack_v1,travel_sack,item,object_type,PS_CARRY,proposed_new,Дорожный мешок,universal,region_novgorod_land,it_ps_travel_bag
cat_item_object_trough_v1,trough,item,object_type,HH_VESSELS_WATER,existing_v5_draft,корыто,universal,region_novgorod_land,it_hh_trough
cat_item_object_tub_v1,tub,item,object_type,HH_VESSELS_WATER,proposed_new,Клёпочная кадка,universal,region_novgorod_land,it_hh_tub
cat_item_object_utility_knife_v1,utility_knife,item,object_type,HH_COOKWARE,existing_v5_draft,хозяйственный нож,universal,region_novgorod_land,it_hh_kitchen_knife;it_ps_belt_knife;it_ps_western_knife
cat_item_object_vessel_lid_v1,vessel_lid,item,object_type,HH_TABLEWARE,proposed_new,Деревянная крышка сосуда,universal,region_novgorod_land,it_hh_vessel_lid_wood;it_hh_ceramic_lid
cat_item_object_washtub_v1,washtub,item,object_type,HH_VESSELS_WATER,proposed_new,Клёпочная лохань,universal,region_novgorod_land,it_hh_washtub
cat_item_object_wax_candle_v1,wax_candle,item,object_type,HH_FIRE_LIGHT,existing_v5_draft,восковая свеча,universal,region_novgorod_land,it_hh_wax_candle
cat_item_object_wax_lump_v1,wax_lump,item,object_type,PS_WRITING,proposed_new,Кусок воска для таблички или печати,universal,region_novgorod_land,it_ps_wax_lump
cat_item_object_wax_tablet_v1,wax_tablet,item,object_type,PS_WRITING,proposed_new,Восковая табличка (цера),universal,region_novgorod_land,it_ps_wax_tablet;it_ps_wax_diptych
cat_item_object_weaving_shuttle_v1,weaving_shuttle,item,object_type,HH_TEXTILE_WORK,existing_v5_draft,ткацкий челнок,universal,region_novgorod_land,it_hh_shuttle
cat_item_object_weight_pouch_v1,weight_pouch,item,object_type,PS_TRADE_ADMIN,proposed_new,Мешочек для гирек,universal,region_novgorod_land,it_ps_weight_bag
cat_item_object_weight_v1,weight,item,object_type,PS_TRADE_ADMIN,proposed_new,Бронзовая гирька кубооктаэдрической формы,universal,region_novgorod_land,it_ps_weight_cubo;it_ps_weight_barrel
cat_item_object_whetstone_v1,whetstone,item,object_type,HH_TOOLS_SMALL,proposed_new,Малый точильный брусок,universal,region_novgorod_land,it_hh_whetstone
cat_item_object_wooden_bowl_v1,wooden_bowl,item,object_type,HH_TABLEWARE,existing_v5_draft,деревянная миска,universal,region_novgorod_land,it_hh_turned_bowl;it_hh_hollowed_bowl
cat_item_object_wooden_box_v1,wooden_box,item,object_type,HH_SMALL_STORAGE,proposed_new,Небольшая деревянная коробочка,universal,region_novgorod_land,it_hh_small_box
cat_item_object_wooden_cup_v1,wooden_cup,item,object_type,HH_TABLEWARE,existing_v5_draft,деревянная чашка,universal,region_novgorod_land,it_hh_wooden_cup
cat_item_object_wooden_dish_v1,wooden_dish,item,object_type,HH_TABLEWARE,existing_v5_draft,деревянное блюдо или поднос,universal,region_novgorod_land,it_hh_wooden_dish
cat_item_object_wooden_lock_v1,wooden_lock,item,object_type,HH_LOCKS,proposed_new,Деревянный врезной замок с железным ключом,universal,region_novgorod_land,it_hh_wooden_lock
cat_item_object_wooden_spoon_v1,wooden_spoon,item,object_type,HH_TABLEWARE,existing_v5_draft,деревянная ложка,universal,region_novgorod_land,it_hh_wooden_spoon
cat_item_object_zmeevik_v1,zmeevik,item,object_type,PS_RELIGIOUS,proposed_new,Змеевик (медальон-оберег),universal,region_novgorod_land,it_ps_zmeevik
