row_id,season_period,from_anomaly,to_anomaly,weight,rule,source_refs,confidence,status
ant_spring__warm__normal,spring,an_warm,an_normal,8,"adjacent step, W(ubiquitous)","Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_spring__hot__warm,spring,an_hot,an_warm,4,anomaly not allowed in this season: forced move to nearest allowed,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_summer__severe_cold__cold,summer,an_severe_cold,an_cold,4,anomaly not allowed in this season: forced move to nearest allowed,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_summer__cold__cold,summer,an_cold,an_cold,88,self: (4x3-1) x Σ neighbours -> anomaly holds ~3 days,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_summer__cold__normal,summer,an_cold,an_normal,8,"adjacent step, W(ubiquitous)","Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_summer__normal__normal,summer,an_normal,an_normal,88,self: (4x3-1) x Σ neighbours -> anomaly holds ~3 days,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_summer__normal__cold,summer,an_normal,an_cold,4,"adjacent step, W(common)","Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_summer__normal__warm,summer,an_normal,an_warm,4,"adjacent step, W(common)","Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_summer__warm__warm,summer,an_warm,an_warm,99,self: (4x3-1) x Σ neighbours -> anomaly holds ~3 days,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_summer__warm__normal,summer,an_warm,an_normal,8,"adjacent step, W(ubiquitous)","Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_summer__warm__hot,summer,an_warm,an_hot,1,"adjacent step, W(rare)","Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_summer__hot__hot,summer,an_hot,an_hot,44,self: (4x3-1) x Σ neighbours -> anomaly holds ~3 days,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_summer__hot__warm,summer,an_hot,an_warm,4,"adjacent step, W(common)","Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_autumn__severe_cold__cold,autumn,an_severe_cold,an_cold,4,anomaly not allowed in this season: forced move to nearest allowed,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_autumn__cold__cold,autumn,an_cold,an_cold,88,self: (4x3-1) x Σ neighbours -> anomaly holds ~3 days,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_autumn__cold__normal,autumn,an_cold,an_normal,8,"adjacent step, W(ubiquitous)","Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_autumn__normal__normal,autumn,an_normal,an_normal,88,self: (4x3-1) x Σ neighbours -> anomaly holds ~3 days,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_autumn__normal__cold,autumn,an_normal,an_cold,4,"adjacent step, W(common)","Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_autumn__normal__warm,autumn,an_normal,an_warm,4,"adjacent step, W(common)","Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_autumn__warm__warm,autumn,an_warm,an_warm,88,self: (4x3-1) x Σ neighbours -> anomaly holds ~3 days,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_autumn__warm__normal,autumn,an_warm,an_normal,8,"adjacent step, W(ubiquitous)","Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
ant_autumn__hot__warm,autumn,an_hot,an_warm,4,anomaly not allowed in this season: forced move to nearest allowed,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч",C,candidate
