row_id,season_period,from_state,to_state,weight,from_available_in_season,rule,source_refs,confidence,status
wxt_winter__windy_dry__windy_precip,winter,wx_windy_dry,wx_windy_precip,9,true,entry_weight(wx_windy_precip),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_winter__windy_precip",C,candidate
wxt_winter__windy_precip__clear,winter,wx_windy_precip,wx_clear,5,true,entry_weight(wx_clear),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_winter__clear",C,candidate
wxt_winter__windy_precip__partly_cloudy,winter,wx_windy_precip,wx_partly_cloudy,10,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_winter__partly_cloudy",C,candidate
wxt_winter__windy_precip__overcast,winter,wx_windy_precip,wx_overcast,14,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_winter__overcast",C,candidate
wxt_winter__windy_precip__fog,winter,wx_windy_precip,wx_fog,5,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_winter__fog",C,candidate
wxt_winter__windy_precip__precip_light,winter,wx_windy_precip,wx_precip_light,14,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_winter__precip_light",C,candidate
wxt_winter__windy_precip__precip_steady,winter,wx_windy_precip,wx_precip_steady,6,true,entry_weight(wx_precip_steady),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_winter__precip_steady",C,candidate
wxt_winter__windy_precip__windy_dry,winter,wx_windy_precip,wx_windy_dry,1,true,entry_weight(wx_windy_dry),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_winter__windy_dry",C,candidate
wxt_winter__windy_precip__windy_precip,winter,wx_windy_precip,wx_windy_precip,165,true,self: (4 x 1 - 1) x 55 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_winter__windy_precip",C,candidate
wxt_spring__clear__clear,spring,wx_clear,wx_clear,165,true,self: (4 x 1 - 1) x 55 -> expected run 1 d,"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__clear",C,candidate
wxt_spring__clear__partly_cloudy,spring,wx_clear,wx_partly_cloudy,16,true,entry_weight(wx_partly_cloudy),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__partly_cloudy",C,candidate
wxt_spring__clear__overcast,spring,wx_clear,wx_overcast,12,true,entry_weight(wx_overcast),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__overcast",C,candidate
wxt_spring__clear__fog,spring,wx_clear,wx_fog,4,true,entry_weight(wx_fog),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__fog",C,candidate
wxt_spring__clear__precip_light,spring,wx_clear,wx_precip_light,12,true,entry_weight(wx_precip_light),"Issue #133 decision D7 (owner, 2026-09-26): погода держится 1–3 дня; держащееся отклонение температуры; вид осадков зависит от температуры; одна цепочка на G0 с местными поправками по ландшафту; интервал 6 ч|weather_season_climatology.csv#wxc_spring__precip_light",C,candidate
