sat_id,pf_id,layer,season_period,day_part,channel,clear_text,partial_text,loudness,requires_presence_ref,source_refs,confidence,status
sat_peasant_homestead_traces_winter_021,peasant_homestead,traces,winter,any,visual,"От ворот к избе и к хлеву протоптаны в снегу тропки; у колоды — щепа и зола, вынесенная из печи.",В снегу видны протоптанные тропки.,quiet,bt_izba_heated_single|bt_pyatistenok|bt_three_part_house|bt_klet_dwelling|bt_horomy,wk:claim:place-outdoors-traffic-wet-ground-and-ruts|wk:claim:reconstructed-dwelling-moisture-and-routine-can-leave-changeable-traces,C,candidate
sat_peasant_homestead_traces_spring_rasputitsa_022,peasant_homestead,traces,spring_rasputitsa,any,visual,Двор изрыт следами копыт и ног; через лужу у ворот брошены жерди.,Земля изрыта следами.,quiet,bt_izba_heated_single|bt_pyatistenok|bt_three_part_house|bt_klet_dwelling|bt_horomy,wk:claim:place-outdoors-traffic-wet-ground-and-ruts|wk:claim:reconstructed-dwelling-moisture-and-routine-can-leave-changeable-traces,C,candidate
sat_peasant_homestead_traces_summer_023,peasant_homestead,traces,summer,any,visual,"Трава у изгороди примята, у колодца мокрое пятно и следы босых ног.",Трава примята.,quiet,bt_izba_heated_single|bt_pyatistenok|bt_three_part_house|bt_klet_dwelling|bt_horomy,wk:claim:place-outdoors-traffic-wet-ground-and-ruts|wk:claim:reconstructed-dwelling-moisture-and-routine-can-leave-changeable-traces,C,candidate
sat_peasant_homestead_traces_autumn_024,peasant_homestead,traces,autumn,any,visual,"На дворе раскиданы солома и мякина, колеи от телеги ведут к гумну.",Видна колея.,quiet,bt_izba_heated_single|bt_pyatistenok|bt_three_part_house|bt_klet_dwelling|bt_horomy,wk:claim:place-outdoors-traffic-wet-ground-and-ruts|wk:claim:reconstructed-dwelling-moisture-and-routine-can-leave-changeable-traces,C,candidate
sat_peasant_homestead_voices_winter_025,peasant_homestead,voices,winter,evening,acoustic,"Из избы глухо доносятся голоса и детский плач; дверь хлопает, выпуская клуб тёплого пара.",Из-за стены слышны приглушённые голоса.,moderate,presence:people,wk:claim:public-world-ordinary-speech-tracks-relationship-setting,C,candidate
sat_peasant_homestead_voices_spring_rasputitsa_026,peasant_homestead,voices,spring_rasputitsa,evening,acoustic,"Хозяйка окликает детей от порога, бранит за грязь на ногах.",Кто-то окликает кого-то.,moderate,presence:people,wk:claim:public-world-ordinary-speech-tracks-relationship-setting,C,candidate
sat_peasant_homestead_voices_summer_027,peasant_homestead,voices,summer,evening,acoustic,"Люди возвращаются с поля, переговариваются у ворот, звякают вёдра у колодца.",Вдалеке переговариваются люди.,moderate,presence:people,wk:claim:public-world-ordinary-speech-tracks-relationship-setting,C,candidate
sat_peasant_homestead_voices_autumn_028,peasant_homestead,voices,autumn,evening,acoustic,"У ворот судачат о зерне и о том, хватит ли его до весны.",Слышен неторопливый разговор.,moderate,presence:people,wk:claim:public-world-ordinary-speech-tracks-relationship-setting,C,candidate
sat_village_lane_traces_winter_029,village_lane,traces,winter,any,visual,"Санный след укатан посреди улицы, по обочинам — сугробы и жёлтые пятна от скотины.",Видна укатанная санная колея.,quiet,presence:people,wk:claim:place-outdoors-traffic-wet-ground-and-ruts|wk:claim:fauna-chicken-dust-bathing,C,candidate
sat_village_lane_traces_spring_rasputitsa_030,village_lane,traces,spring_rasputitsa,any,visual,"Улица превратилась в месиво; колеи залиты водой, вдоль изгородей пробита тропка.",Впереди блестят лужи в колеях.,quiet,presence:people,wk:claim:place-outdoors-traffic-wet-ground-and-ruts|wk:claim:fauna-chicken-dust-bathing,C,candidate
sat_village_lane_traces_summer_031,village_lane,traces,summer,any,visual,"Пыльная улица с колеями, по краям трава, у изгородей куры роются в пыли.",Видна пыльная колея.,quiet,presence:people,wk:claim:place-outdoors-traffic-wet-ground-and-ruts|wk:claim:fauna-chicken-dust-bathing,C,candidate
sat_village_lane_traces_autumn_032,village_lane,traces,autumn,any,visual,"Раскисшая улица в колеях, обронённые колосья и солома после возов.",Видны глубокие колеи.,quiet,presence:people,wk:claim:place-outdoors-traffic-wet-ground-and-ruts|wk:claim:fauna-chicken-dust-bathing,C,candidate
sat_village_lane_animals_winter_033,village_lane,animals,winter,day,acoustic,"Куры не показываются, лишь из-под навеса слышно их квохтанье.",Где-то квохчут куры.,quiet,presence:poultry,matcult:LIV0005|matcult:LIV0006|matcult:LIV0012|wk:claim:fauna-chicken-foraging,C,candidate
sat_village_lane_animals_spring_rasputitsa_034,village_lane,animals,spring_rasputitsa,day,acoustic,"Куры бродят по краю лужи, выклёвывая что-то из грязи.",Слышно квохтанье.,quiet,presence:poultry,matcult:LIV0005|matcult:LIV0006|matcult:LIV0012|wk:claim:fauna-chicken-foraging,C,candidate
sat_village_lane_animals_summer_035,village_lane,animals,summer,day,acoustic,"Куры купаются в пыли у дороги, петух орёт с изгороди.",Кричит петух.,quiet,presence:poultry,matcult:LIV0005|matcult:LIV0006|matcult:LIV0012|wk:claim:fauna-chicken-foraging,C,candidate
sat_village_lane_animals_autumn_036,village_lane,animals,autumn,day,acoustic,Куры и гуси подбирают просыпанное зерно у ворот гумна.,Гогочут гуси.,quiet,presence:poultry,matcult:LIV0005|matcult:LIV0006|matcult:LIV0012|wk:claim:fauna-chicken-foraging,C,candidate
sat_village_lane_smoke_winter_037,village_lane,smoke,winter,morning,visual,"Над каждым двором свой дымок; в безветрии они стоят рядом, как столбы.",Над деревьями видны дымки.,quiet,bt_izba_heated_single|bt_pyatistenok|bt_three_part_house|bt_klet_dwelling|bt_horomy,wk:claim:practical-dwelling-smoke-draft|wk:claim:place-thermal-ovin-can-relate-a-furnace-to-sheaves-held-on-grates,C,candidate
sat_village_lane_smoke_spring_rasputitsa_038,village_lane,smoke,spring_rasputitsa,morning,visual,Дымы стелются вдоль улицы под низким сырым небом.,Пахнет дымом.,quiet,bt_izba_heated_single|bt_pyatistenok|bt_three_part_house|bt_klet_dwelling|bt_horomy,wk:claim:practical-dwelling-smoke-draft|wk:claim:place-thermal-ovin-can-relate-a-furnace-to-sheaves-held-on-grates,C,candidate
sat_village_lane_smoke_summer_039,village_lane,smoke,summer,morning,visual,Лишь кое-где поднимается дым — топят для хлеба.,Едва пахнет дымом.,quiet,bt_izba_heated_single|bt_pyatistenok|bt_three_part_house|bt_klet_dwelling|bt_horomy,wk:claim:practical-dwelling-smoke-draft|wk:claim:place-thermal-ovin-can-relate-a-furnace-to-sheaves-held-on-grates,C,candidate
sat_village_lane_smoke_autumn_040,village_lane,smoke,autumn,morning,visual,"Над дворами дым, над гумнами — ещё и густой дым овинов.",Тянет гарью от овинов.,quiet,bt_izba_heated_single|bt_pyatistenok|bt_three_part_house|bt_klet_dwelling|bt_horomy,wk:claim:practical-dwelling-smoke-draft|wk:claim:place-thermal-ovin-can-relate-a-furnace-to-sheaves-held-on-grates,C,candidate
sat_village_lane_voices_winter_041,village_lane,voices,winter,any,acoustic,"По улице проходят с вязанками дров, перекликаются, дыша паром.",Слышны далёкие голоса.,moderate,presence:people,wk:claim:public-world-ordinary-speech-tracks-relationship-setting|matcult_scene:SCN056,C,candidate
sat_village_lane_voices_spring_rasputitsa_042,village_lane,voices,spring_rasputitsa,any,acoustic,"Мужики сговариваются, как вытащить воз из колеи; кто-то ругается.",Кто-то ругается вдалеке.,moderate,presence:people,wk:claim:public-world-ordinary-speech-tracks-relationship-setting|matcult_scene:SCN056,C,candidate
sat_village_lane_voices_summer_043,village_lane,voices,summer,any,acoustic,"Дети гоняют по улице, их крики слышны до самого берега.",Кричат дети.,moderate,presence:people,wk:claim:public-world-ordinary-speech-tracks-relationship-setting|matcult_scene:SCN056,C,candidate
sat_village_lane_voices_autumn_044,village_lane,voices,autumn,any,acoustic,"Возы с зерном скрипят, возницы окликают друг друга.",Скрипят телеги.,moderate,presence:people,wk:claim:public-world-ordinary-speech-tracks-relationship-setting|matcult_scene:SCN056,C,candidate
sat_ferry_landing_traces_winter_045,ferry_landing,traces,winter,any,visual,"Лодки вытащены на берег и перевёрнуты, занесены снегом; от берега на лёд ведёт натоптанная тропа.",На берегу угадываются занесённые снегом лодки.,quiet,presence:boats|bt_wharf_vymol|bt_river_steps,wk:claim:place-outdoors-shore-working-edge-composition|matcult:MSC0015|matcult:MSC0039|matcult:MSC0014,C,candidate
sat_ferry_landing_traces_spring_rasputitsa_046,ferry_landing,traces,spring_rasputitsa,any,visual,Береговая грязь изрыта следами и бороздами от днищ; лодки подтянуты выше полой воды.,Берег изрыт следами.,quiet,presence:boats|bt_wharf_vymol|bt_river_steps,wk:claim:place-outdoors-shore-working-edge-composition|matcult:MSC0015|matcult:MSC0039|matcult:MSC0014,C,candidate
sat_ferry_landing_traces_summer_047,ferry_landing,traces,summer,any,visual,"На мокром песке — борозды от днищ, следы босых ног, брошенная верёвка.",Видны борозды от лодок.,quiet,presence:boats|bt_wharf_vymol|bt_river_steps,wk:claim:place-outdoors-shore-working-edge-composition|matcult:MSC0015|matcult:MSC0039|matcult:MSC0014,C,candidate
sat_ferry_landing_traces_autumn_048,ferry_landing,traces,autumn,any,visual,"У сходен натоптано, валяются обрывки верёвки и рыбья чешуя.",Натоптано у воды.,quiet,presence:boats|bt_wharf_vymol|bt_river_steps,wk:claim:place-outdoors-shore-working-edge-composition|matcult:MSC0015|matcult:MSC0039|matcult:MSC0014,C,candidate
sat_ferry_landing_voices_winter_049,ferry_landing,voices,winter,day,acoustic,"Путники, собравшиеся ехать по льду, спорят, крепок ли он у стрежня.",Кто-то спорит у берега.,moderate,presence:people,matcult_scene:SCN026|wk:claim:military-world-gate-and-passage-use-needs-actual-access,C,candidate
sat_ferry_landing_voices_spring_rasputitsa_050,ferry_landing,voices,spring_rasputitsa,day,acoustic,"Перевозчик отказывает ждущим: вода высока, несёт лёд и коряги.",У воды слышны голоса.,moderate,presence:people,matcult_scene:SCN026|wk:claim:military-world-gate-and-passage-use-needs-actual-access,C,candidate
sat_ferry_landing_voices_summer_051,ferry_landing,voices,summer,day,acoustic,"Перевозчик кричит на тот берег, ему отвечают; вода далеко разносит голоса.",Над водой разносятся голоса.,moderate,presence:people,matcult_scene:SCN026|wk:claim:military-world-gate-and-passage-use-needs-actual-access,C,candidate
sat_ferry_landing_voices_autumn_052,ferry_landing,voices,autumn,day,acoustic,"Ждущие перевоза жмутся от ветра, перебраниваются о плате.",Ветер доносит обрывки разговора.,moderate,presence:people,matcult_scene:SCN026|wk:claim:military-world-gate-and-passage-use-needs-actual-access,C,candidate
sat_ferry_landing_work_sounds_winter_053,ferry_landing,work_sounds,winter,day,acoustic,"Кто-то рубит прорубь, звон пешни о лёд отдаётся по реке.",Над рекой разносится стук по льду.,moderate,presence:boats,matcult:WTR0019|matcult_scene:SCN030|master:spawn:SPN024,C,candidate
sat_ferry_landing_work_sounds_spring_rasputitsa_054,ferry_landing,work_sounds,spring_rasputitsa,day,acoustic,"Смолят днище перевёрнутой лодки: треск костра, запах горячей смолы.",Тянет горячей смолой.,moderate,presence:boats,matcult:WTR0019|matcult_scene:SCN030|master:spawn:SPN024,C,candidate
sat_ferry_landing_work_sounds_summer_055,ferry_landing,work_sounds,summer,day,acoustic,"Скрипят уключины, плещут вёсла, лодку с плеском подводят к мосткам.",Слышен плеск вёсел.,moderate,presence:boats,matcult:WTR0019|matcult_scene:SCN030|master:spawn:SPN024,C,candidate
sat_ferry_landing_work_sounds_autumn_056,ferry_landing,work_sounds,autumn,day,acoustic,"Лодку вытаскивают на берег, днище скрежещет по гальке.",Что-то скрежещет у воды.,moderate,presence:boats,matcult:WTR0019|matcult_scene:SCN030|master:spawn:SPN024,C,candidate
sat_ferry_landing_smells_winter_057,ferry_landing,smells,winter,any,olfactory,"Пахнет морозом, дымом и сырым деревом у лодок.",Пахнет морозом и дымом.,quiet,presence:boats|bt_wharf_vymol,wk:claim:place-outdoors-shore-working-edge-composition|matcult:WTR0019,C,candidate
sat_ferry_landing_smells_spring_rasputitsa_058,ferry_landing,smells,spring_rasputitsa,any,olfactory,"Пахнет талой водой, илом и смолой.",Пахнет илом.,quiet,presence:boats|bt_wharf_vymol,wk:claim:place-outdoors-shore-working-edge-composition|matcult:WTR0019,C,candidate
sat_ferry_landing_smells_summer_059,ferry_landing,smells,summer,any,olfactory,"Пахнет рекой, тиной, рыбой и нагретой смолой.",Пахнет рыбой и тиной.,quiet,presence:boats|bt_wharf_vymol,wk:claim:place-outdoors-shore-working-edge-composition|matcult:WTR0019,C,candidate
sat_ferry_landing_smells_autumn_060,ferry_landing,smells,autumn,any,olfactory,"Пахнет мокрой пенькой, рыбой и прелым листом.",Пахнет сыростью.,quiet,presence:boats|bt_wharf_vymol,wk:claim:place-outdoors-shore-working-edge-composition|matcult:WTR0019,C,candidate
sat_riverbank_work_sounds_winter_061,riverbank,work_sounds,winter,day,acoustic,"У проруби бабы полощут бельё, вальки гулко бьют по мокрой ткани.",От реки доносится стук вальков.,moderate,presence:people,wk:claim:place-outdoors-shore-working-edge-composition|matcult:MSC0016|matcult:MSC0038,C,candidate
sat_riverbank_work_sounds_spring_rasputitsa_062,riverbank,work_sounds,spring_rasputitsa,day,acoustic,"На берегу разбирают занесённый водой плавник на дрова, стучит топор.",Где-то у воды стучит топор.,moderate,presence:people,wk:claim:place-outdoors-shore-working-edge-composition|matcult:MSC0016|matcult:MSC0038,C,candidate
sat_riverbank_work_sounds_summer_063,riverbank,work_sounds,summer,day,acoustic,"У сходней полощут бельё, поят коней, дети с визгом лезут в воду.",От воды слышны плеск и визг.,moderate,presence:people,wk:claim:place-outdoors-shore-working-edge-composition|matcult:MSC0016|matcult:MSC0038,C,candidate
sat_riverbank_work_sounds_autumn_064,riverbank,work_sounds,autumn,day,acoustic,"Сушат и чинят сети на кольях, переговариваясь вполголоса.",У берега переговариваются.,moderate,presence:people,wk:claim:place-outdoors-shore-working-edge-composition|matcult:MSC0016|matcult:MSC0038,C,candidate
sat_riverbank_traces_winter_065,riverbank,traces,winter,any,visual,"К проруби ведёт тропа, лёд вокруг неё обледенел от расплёсканной воды.",Видна тропа к проруби.,quiet,presence:people|presence:boats,wk:claim:research-flood-can-leave-high-water-mark-types|matcult:MSC0038|matcult:MSC0039,C,candidate
sat_riverbank_traces_spring_rasputitsa_066,riverbank,traces,spring_rasputitsa,any,visual,Полая вода оставила на кустах мусор и ил; следы ног обрываются у разлива.,На кустах висит нанесённый мусор.,quiet,presence:people|presence:boats,wk:claim:research-flood-can-leave-high-water-mark-types|matcult:MSC0038|matcult:MSC0039,C,candidate
sat_riverbank_traces_summer_067,riverbank,traces,summer,any,visual,"На песке — следы ног и копыт, обрывок верёвки, рыбья чешуя.",Песок истоптан.,quiet,presence:people|presence:boats,wk:claim:research-flood-can-leave-high-water-mark-types|matcult:MSC0038|matcult:MSC0039,C,candidate
sat_riverbank_traces_autumn_068,riverbank,traces,autumn,any,visual,"На кольях висят сети, под ними натекли лужицы.",На кольях что-то развешано.,quiet,presence:people|presence:boats,wk:claim:research-flood-can-leave-high-water-mark-types|matcult:MSC0038|matcult:MSC0039,C,candidate
sat_riverbank_smoke_winter_069,riverbank,smoke,winter,any,visual,"У берега курится костерок, возле него греют руки над прорубью.",Над льдом поднимается дымок.,quiet,presence:fishing_activity|bt_fishing_camp_shelter,wk:claim:population-drying-workspace|matcult:FSH0003,C,candidate
sat_riverbank_smoke_spring_rasputitsa_070,riverbank,smoke,spring_rasputitsa,any,visual,"У вытащенных лодок дымит костёр, на нём греют смолу.",Тянет дымом с берега.,quiet,presence:fishing_activity|bt_fishing_camp_shelter,wk:claim:population-drying-workspace|matcult:FSH0003,C,candidate
sat_riverbank_smoke_summer_071,riverbank,smoke,summer,any,visual,"Над станом дымится костёр, вялится рыба на жердях.",С берега тянет дымом и рыбой.,quiet,presence:fishing_activity|bt_fishing_camp_shelter,wk:claim:population-drying-workspace|matcult:FSH0003,C,candidate
sat_riverbank_smoke_autumn_072,riverbank,smoke,autumn,any,visual,Дым костра стелется по воде в сыром воздухе.,Над водой стелется дым.,quiet,presence:fishing_activity|bt_fishing_camp_shelter,wk:claim:population-drying-workspace|matcult:FSH0003,C,candidate
sat_river_wharf_work_sounds_winter_073,river_wharf,work_sounds,winter,day,acoustic,"Пристань пуста, суда на берегу; у складов стучат — обтягивают бочки новыми обручами.",Со стороны складов доносится стук.,loud,presence:boats|bt_wharf_vymol,wk:claim:river-landing-category|matcult_scene:SCN025|matcult:TRD0045,C,candidate
sat_river_wharf_work_sounds_spring_rasputitsa_074,river_wharf,work_sounds,spring_rasputitsa,day,acoustic,"Вода подступила к сваям; люди спешно перетаскивают тюки выше, перекликаясь.",Слышна спешная перекличка.,loud,presence:boats|bt_wharf_vymol,wk:claim:river-landing-category|matcult_scene:SCN025|matcult:TRD0045,C,candidate
sat_river_wharf_work_sounds_summer_075,river_wharf,work_sounds,summer,day,acoustic,"Скрипят сходни под грузчиками, катят бочки, кто-то считает вслух мешки.","Гремят бочки, кто-то считает вслух.",loud,presence:boats|bt_wharf_vymol,wk:claim:river-landing-category|matcult_scene:SCN025|matcult:TRD0045,C,candidate
sat_river_wharf_work_sounds_autumn_076,river_wharf,work_sounds,autumn,day,acoustic,"Грузят последние ладьи перед ледоставом, торопятся, ругаются.",Слышна торопливая брань.,loud,presence:boats|bt_wharf_vymol,wk:claim:river-landing-category|matcult_scene:SCN025|matcult:TRD0045,C,candidate
sat_river_wharf_smells_winter_077,river_wharf,smells,winter,any,olfactory,"Пахнет смолой, мокрой пенькой и дымом от складов.",Тянет смолой.,moderate,bt_wharf_vymol|bt_riverside_warehouse,matcult:TRD0005|matcult:TRD0003|wk:claim:household-tar-pot,C,candidate
sat_river_wharf_smells_spring_rasputitsa_078,river_wharf,smells,spring_rasputitsa,any,olfactory,"Пахнет илом, мокрым деревом и дёгтем.",Пахнет дёгтем.,moderate,bt_wharf_vymol|bt_riverside_warehouse,matcult:TRD0005|matcult:TRD0003|wk:claim:household-tar-pot,C,candidate
sat_river_wharf_smells_summer_079,river_wharf,smells,summer,any,olfactory,"Пахнет рыбой, дёгтем, воском и нагретыми досками.",Пахнет рыбой и дёгтем.,moderate,bt_wharf_vymol|bt_riverside_warehouse,matcult:TRD0005|matcult:TRD0003|wk:claim:household-tar-pot,C,candidate
sat_river_wharf_smells_autumn_080,river_wharf,smells,autumn,any,olfactory,Пахнет солёной рыбой из бочек и мокрой кожей тюков.,Пахнет солёной рыбой.,moderate,bt_wharf_vymol|bt_riverside_warehouse,matcult:TRD0005|matcult:TRD0003|wk:claim:household-tar-pot,C,candidate
sat_river_wharf_voices_winter_081,river_wharf,voices,winter,day,acoustic,Сторож у складов перекликается с проезжающими по льду санями.,Кто-то перекликается.,loud,presence:people,matcult:TRD0032|nov1230db:B014|wk:claim:public-world-ordinary-speech-tracks-relationship-setting,C,candidate
sat_river_wharf_voices_spring_rasputitsa_082,river_wharf,voices,spring_rasputitsa,day,acoustic,"Спорят о том, чей тюк подмочен и кто за это ответит.",Слышен спор.,loud,presence:people,matcult:TRD0032|nov1230db:B014|wk:claim:public-world-ordinary-speech-tracks-relationship-setting,C,candidate
sat_river_wharf_voices_summer_083,river_wharf,voices,summer,day,acoustic,"Купцы торгуются прямо на сходнях, грузчики просят платы, слышна чужая речь.","Гул голосов, чужая речь.",loud,presence:people,matcult:TRD0032|nov1230db:B014|wk:claim:public-world-ordinary-speech-tracks-relationship-setting,C,candidate
sat_river_wharf_voices_autumn_084,river_wharf,voices,autumn,day,acoustic,Приказчики сверяют бирки и пересчитывают груз вслух.,Кто-то считает вслух.,loud,presence:people,matcult:TRD0032|nov1230db:B014|wk:claim:public-world-ordinary-speech-tracks-relationship-setting,C,candidate
sat_forest_edge_work_sounds_winter_085,forest_edge,work_sounds,winter,day,acoustic,Из леса доносится стук топоров и треск падающего дерева; по снегу тянут брёвна.,Далеко в лесу стучит топор.,moderate,presence:woodcutting,master:spawn:SPN028|matcult:MSC0028|wk:claim:final-nature-basswood-inner-bark-is-a-fibrous-bast-material,C,candidate
sat_forest_edge_work_sounds_spring_rasputitsa_086,forest_edge,work_sounds,spring_rasputitsa,day,acoustic,"В лесу тихо: работы стоят, пока не просохнут тропы; лишь изредка стучит топор.",Изредка стучит топор.,moderate,presence:woodcutting,master:spawn:SPN028|matcult:MSC0028|wk:claim:final-nature-basswood-inner-bark-is-a-fibrous-bast-material,C,candidate
sat_forest_edge_work_sounds_summer_087,forest_edge,work_sounds,summer,day,acoustic,"Лубодёры снимают лыко с молодых лип, слышны треск коры и голоса.",Слышен треск и голоса.,moderate,presence:woodcutting,master:spawn:SPN028|matcult:MSC0028|wk:claim:final-nature-basswood-inner-bark-is-a-fibrous-bast-material,C,candidate
