fl_id,name_ru,name_lat,name_en,crop_kind,life_form,allowed_1230,region_id,universal_taxon,category_ref,habitat_classes,habitat_presence,place_family_refs,sowing_months,sowing_period,harvest_months,harvest_period,flowering_months,visible_months,field_look_by_season,phenology_by_season,winter_look,perceptual_cues,uses,medicinal_practice_epoch,edibility,toxicity,lookalike_ids,lookalikes,yield_unit,yield_note,food_ingredient_ref,archaeobotanical_attestation,evidence_1230,source_refs,confidence,gbif_usage_key,gbif_nw_count,status,notes
fl_cu_fagopyrum_esculentum,гречиха,Fagopyrum esculentum,buckwheat,cereal_pseudo,annual_herb,no,,true,proposed:flora/cereal_pseudo,,,,,,,,,,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""надземной части не видно (ещё не появилась или отмерла)"",""autumn"":""надземной части не видно (ещё не появилась или отмерла)""}",,—,,не засвидетельствовано для Новгорода XIII в.,edible_after_processing,,,,,,,"Кирьянова 1979: в табл. 2 (X – первая пол. XIII в.) у Новгорода гречихи нет; появляется только в табл. 5 (позднее)",отсутствие в домонгольских находках Новгорода,"src:KIRYANOVA1979 ; https://www.gbif.org/species/2889373 ; https://en.wikipedia.org/wiki/Fagopyrum_esculentum",B,2889373,34,candidate,"не создавать в 1230; допустимо как привозная диковина только по отдельному источнику"
fl_cu_brassica_rapa,репа,Brassica rapa,turnip,vegetable_root,biennial_herb,yes,,true,proposed:flora/vegetable_root,GARDEN:8 ARABLE:1,"arable_field:rare; orchard_garden:ubiquitous | seasons: summer,autumn",arable_field orchard_garden,6 7,VI–VII,9 10,IX–X,,6 7 8 9 10,"{""winter"":""поле под снегом (жнивьё или пар)"",""spring"":""жнивьё или пар"",""summer"":""сев, всходы → всходы и рост"",""autumn"":""созревание, жатва/уборка → жнивьё или пар""}","{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""вегетирует"",""autumn"":""созревание и уборка (IX–X)""}",убранная репа — в ямах и погребах,"жёлто-белые корнеплоды, наполовину торчащие из гряды, шершавые листья","корнеплод — варёная, пареная (MASTER A)",не засвидетельствовано для Новгорода XIII в.,edible_fresh,,,,"короб;мера","ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0039,"MASTER: archaeological A (SRC044/SRC045); Правосл. энц.: упоминается в письменных источниках",MASTER A не перепроверен в первоисточнике,"master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0039 ; src:PRAVENC_ARCH ; wk:claim:static-harvested-root-cuts-and-bruises-can-increase-loss-and-decay-risk ; https://www.gbif.org/species/7903057 ; https://en.wikipedia.org/wiki/Brassica_rapa",B,7903057,137,candidate,
fl_cu_brassica_oleracea,капуста,Brassica oleracea,cabbage,vegetable_leaf,biennial_herb,yes,,true,proposed:flora/vegetable_leaf,GARDEN:4,"orchard_garden:common | seasons: spring,summer,autumn",orchard_garden,5 6,V–VI,9 10,IX–X,,5 6 7 8 9 10,"{""winter"":""поле под снегом (жнивьё или пар)"",""spring"":""жнивьё или пар → сев, всходы"",""summer"":""сев, всходы → всходы и рост"",""autumn"":""созревание, жатва/уборка → жнивьё или пар""}","{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""созревание и уборка (IX–X)""}",,"сизые кочаны на грядах, изъеденные слизнями нижние листья","квашение (MASTER B), похлёбка",не засвидетельствовано для Новгорода XIII в.,edible_fresh,,,,"кочан;кадь","ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0040,"MASTER B (реконструкция по ингредиентам); Правосл. энц.: письменные источники",WK: рассада капусты и холод,"master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0040 ; src:PRAVENC_ARCH ; wk:claim:mb14-practical-cabbage-transplants-can-be-covered-or-delayed-in-cold ; wk:claim:place-garden-snails-and-slugs-can-feed-on-cabbage-leaves-and-leave-irregular-holes ; https://www.gbif.org/species/3042845 ; https://en.wikipedia.org/wiki/Brassica_oleracea",B,3042845,36,candidate,рассада пересаживается
fl_cu_allium_cepa,лук репчатый,Allium cepa,onion,vegetable_bulb,biennial_herb,yes,,true,proposed:flora/vegetable_bulb,GARDEN:4,"orchard_garden:common | seasons: spring,summer,autumn",orchard_garden,4 5,IV–V,7 8,VII–VIII,,5 6 7 8 9,"{""winter"":""поле под снегом (жнивьё или пар)"",""spring"":""сев, всходы"",""summer"":""всходы и рост → созревание, жатва/уборка"",""autumn"":""жнивьё или пар""}","{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""созревание и уборка (VII–VIII)"",""autumn"":""вегетирует""}",связки лука висят в избе,"полые сизые перья над грядой, резкий запах","приправа, еда (MASTER A)",не засвидетельствовано для Новгорода XIII в.,edible_fresh,,,,"пучок;связка","ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0041,"MASTER: archaeological A; Правосл. энц.: письменные источники",MASTER A не перепроверен,"master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0041 ; src:PRAVENC_ARCH ; wk:claim:r201-onion-1 ; https://www.gbif.org/species/2857697 ; https://en.wikipedia.org/wiki/Allium_cepa",B,2857697,3,candidate,
fl_cu_allium_sativum,чеснок,Allium sativum,garlic,vegetable_bulb,perennial_herb,yes,,true,proposed:flora/vegetable_bulb,GARDEN:2,"orchard_garden:contextual | seasons: spring,summer",orchard_garden,9 10,IX–X,7 8,VII–VIII,,5 6 7 8,"{""winter"":""всходы и рост"",""spring"":""всходы и рост"",""summer"":""всходы и рост → созревание, жатва/уборка"",""autumn"":""сев, всходы → всходы и рост""}","{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""созревание и уборка (VII–VIII)"",""autumn"":""надземной части не видно (ещё не появилась или отмерла)""}",связки чеснока в избе,"плоские листья, стрелки с воздушными луковичками, жгучий запах",приправа (MASTER A),не засвидетельствовано для Новгорода XIII в.,edible_fresh,,,,"связка;головка","ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0042,MASTER: archaeological A,MASTER A не перепроверен,"master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0042 ; https://www.gbif.org/species/2856681 ; https://en.wikipedia.org/wiki/Allium_sativum",B,2856681,4,candidate,сажают под зиму или весной
fl_cu_anethum_graveolens,укроп,Anethum graveolens,dill,vegetable_herb,annual_herb,uncertain,,true,proposed:flora/vegetable_herb,GARDEN:2,"orchard_garden:contextual | seasons: summer,autumn",orchard_garden,5,V,7 8,VII–VIII,,6 7 8 9,"{""winter"":""поле под снегом (жнивьё или пар)"",""spring"":""жнивьё или пар → сев, всходы"",""summer"":""всходы и рост → созревание, жатва/уборка"",""autumn"":""жнивьё или пар""}","{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""созревание и уборка (VII–VIII)"",""autumn"":""вегетирует""}",,ажурные сизые листья и жёлтые зонтики с сильным запахом,приправа,не засвидетельствовано для Новгорода XIII в.,edible_fresh,,fl_hb_conium_maculatum,fl_hb_conium_maculatum: ядовитые зонтичные,пучок,"ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0187,Правосл. энц.: упоминается в письменных источниках Древней Руси,общерусская сводка,"src:PRAVENC_ARCH ; https://www.gbif.org/species/3034646 ; https://en.wikipedia.org/wiki/Anethum_graveolens",C,3034646,35,candidate,для Новгорода 1230 не подтверждено
fl_cu_beta_vulgaris,свёкла,Beta vulgaris,beet,vegetable_root,biennial_herb,uncertain,,true,proposed:flora/vegetable_root,GARDEN:1,"orchard_garden:rare | seasons: summer,autumn",orchard_garden,5,V,9,IX,,6 7 8 9,"{""winter"":""поле под снегом (жнивьё или пар)"",""spring"":""жнивьё или пар → сев, всходы"",""summer"":""всходы и рост"",""autumn"":""созревание, жатва/уборка → жнивьё или пар""}","{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""вегетирует"",""autumn"":""созревание и уборка (IX)""}",,красные черешки и жилки листьев на грядке,"корнеплод, ботва",не засвидетельствовано для Новгорода XIII в.,edible_fresh,,,,короб,"ед. сбора для материализации; количество задаёт код",,Правосл. энц.: упоминается в письменных источниках Древней Руси,общерусская сводка,"src:PRAVENC_ARCH ; https://www.gbif.org/species/8971274 ; https://en.wikipedia.org/wiki/Beta_vulgaris",C,8971274,17,candidate,сахарная свёкла — анахронизм
fl_cu_daucus_carota,морковь,Daucus carota subsp. sativus,carrot,vegetable_root,biennial_herb,uncertain,,true,proposed:flora/vegetable_root,GARDEN:1,"orchard_garden:rare | seasons: summer,autumn",orchard_garden,5,V,9,IX,,6 7 8 9,"{""winter"":""поле под снегом (жнивьё или пар)"",""spring"":""жнивьё или пар → сев, всходы"",""summer"":""всходы и рост"",""autumn"":""созревание, жатва/уборка → жнивьё или пар""}","{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""вегетирует"",""autumn"":""созревание и уборка (IX)""}",,"перистая ботва; корнеплод бледный (жёлтый или белёсый)",корнеплод,не засвидетельствовано для Новгорода XIII в.,edible_fresh,,fl_hb_conium_maculatum fl_hb_cicuta_virosa,"fl_hb_conium_maculatum,fl_hb_cicuta_virosa: ядовитые зонтичные",пучок,"ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0044,"Правосл. энц.: письменные источники; MASTER: осторожная категория C",общерусская сводка,"src:PRAVENC_ARCH ; master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0044 ; https://www.gbif.org/species/3034742 ; https://en.wikipedia.org/wiki/Daucus_carota",C,3034742,105,candidate,"оранжевая морковь — поздняя (XVII в.), не описывать оранжевой"
fl_cu_cucumis_sativus,огурец,Cucumis sativus,cucumber,vegetable_fruit,annual_herb,uncertain,,true,proposed:flora/vegetable_fruit,GARDEN:1,"orchard_garden:rare | seasons: summer,autumn",orchard_garden,5 6,V–VI,7 8,VII–VIII,,6 7 8 9,"{""winter"":""поле под снегом (жнивьё или пар)"",""spring"":""жнивьё или пар → сев, всходы"",""summer"":""сев, всходы → созревание, жатва/уборка"",""autumn"":""жнивьё или пар""}","{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""созревание и уборка (VII–VIII)"",""autumn"":""вегетирует""}",,шершавые плети и колючие зелёные плоды на грядке,свежий и солёный,не засвидетельствовано для Новгорода XIII в.,edible_fresh,,,,горсть,"ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0045,"нет археоботанического подтверждения для Новгорода XIII в. в выборке; MASTER C",датировка не подтверждена,"master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0045 ; https://www.gbif.org/species/2874569 ; https://en.wikipedia.org/wiki/Cucumis_sativus",C,2874569,19,candidate,"не создавать без отдельного источника; если допущено — редкость"
fl_cu_armoracia_rusticana,хрен,Armoracia rusticana,horseradish,vegetable_root,perennial_herb,uncertain,,true,proposed:flora/vegetable_root,GARDEN:1,"orchard_garden:rare | seasons: spring,summer,autumn",orchard_garden,4 5,IV–V,9 10,IX–X,,5 6 7 8 9 10,"{""winter"":""поле под снегом (жнивьё или пар)"",""spring"":""сев, всходы"",""summer"":""всходы и рост"",""autumn"":""созревание, жатва/уборка → жнивьё или пар""}","{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""вегетирует"",""autumn"":""созревание и уборка (IX–X)""}",,"крупные волнистые листья, жгучий белый корень",приправа,не засвидетельствовано для Новгорода XIII в.,edible_fresh,,,,корень,"ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0189,MASTER C: присутствие в 1230 не доказано,нет подтверждения,"master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0189 ; https://www.gbif.org/species/3041022 ; https://en.wikipedia.org/wiki/Armoracia_rusticana",C,3041022,367,candidate,
fl_cu_humulus_lupulus,хмель,Humulus lupulus,hop,vine_crop,perennial_vine,yes,,true,proposed:flora/vine_crop,GARDEN:4 BANK:4 BROADLEAF:2 EDGE:2,"bridge_crossing:common; broadleaf_woodland:contextual; ferry_landing:common; fishing_camp:common; forest_edge:contextual; forest_track:contextual; lake_shore:common; orchard_garden:common; riverbank:common | seasons: spring,summer,autumn",bridge_crossing broadleaf_woodland ferry_landing fishing_camp forest_edge forest_track lake_shore orchard_garden riverbank,perennial,многолетник (не сеется ежегодно),8 9,VIII–IX,8,5 6 7 8 9 10,"{""winter"":""покой, голые растения"",""spring"":""распускание, бутоны"",""summer"":""распускание, бутоны → сбор урожая"",""autumn"":""сбор урожая → после сбора, листопад""}","{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VIII); созревание и уборка (VIII)"",""autumn"":""созревание и уборка (IX)""}",сухие плети на тычинах и ольхе,"вьющиеся шершавые плети, душистые зелёные шишки с горькой жёлтой пыльцой","пивоварение (MASTER A, грамоты 706, 709);торговый товар",не засвидетельствовано для Новгорода XIII в.,not_food,,,,"мешок;короб","ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0038,"ул. Боркова (сер. XIII в.): семена хмеля; Троицкий раскоп: дикий хмель (WK); берестяные грамоты 706, 709 (1240–1260)",археоботаника и грамоты,"src:BORKOVA2024 ; wk:claim:troitsky-gathered-plants-probably-link-to-southern-deciduous-woodland ; wk:claim:static-hop-bines-can-be-trained-on-support-and-need-moisture-without-standing-water ; master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0038 ; https://www.gbif.org/species/2984535 ; https://en.wikipedia.org/wiki/Humulus_lupulus",A,2984535,445,candidate,дикий по поймам и культурный на хмельниках
fl_cu_prunus_cerasus,вишня,Prunus cerasus,sour cherry,orchard_fruit,tree,yes,,true,proposed:flora/orchard_fruit,GARDEN:2,"orchard_garden:contextual | seasons: winter,spring,summer,autumn",orchard_garden,perennial,многолетник (не сеется ежегодно),7 8,VII–VIII,5,1 2 3 4 5 6 7 8 9 10 11 12,"{""winter"":""покой, голые растения"",""spring"":""распускание, бутоны → цветение"",""summer"":""рост, завязи → сбор урожая"",""autumn"":""после сбора, листопад""}","{""winter"":""голые деревца в саду"",""spring"":""цветёт/колосится (V)"",""summer"":""созревание и уборка (VII–VIII)"",""autumn"":""вегетирует""}",голые деревца в саду,"кисло-сладкие тёмно-красные ягоды на тонких ветках, косточки в выгребных ямах",свежая ягода,не засвидетельствовано для Новгорода XIII в.,edible_fresh,,,,лукошко,"ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0068,ул. Боркова (сер. XIII в.): множество косточек вишни,археоботаника,"src:BORKOVA2024 ; src:NEWS53_BORKOVA ; master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0068 ; https://www.gbif.org/species/3021922 ; https://en.wikipedia.org/wiki/Prunus_cerasus",A,3021922,63,candidate,"садовая культура; дерево — также домен flora_trees_shrubs"
fl_cu_malus_domestica,яблоня садовая,Malus domestica,apple,orchard_fruit,tree,yes,,true,proposed:flora/orchard_fruit,GARDEN:2,"orchard_garden:contextual | seasons: winter,spring,summer,autumn",orchard_garden,perennial,многолетник (не сеется ежегодно),8 9 10,VIII–X,5,1 2 3 4 5 6 7 8 9 10 11 12,"{""winter"":""покой, голые растения"",""spring"":""распускание, бутоны → цветение"",""summer"":""рост, завязи → сбор урожая"",""autumn"":""сбор урожая → после сбора, листопад""}","{""winter"":""голые деревья сада"",""spring"":""цветёт/колосится (V)"",""summer"":""созревание и уборка (VIII)"",""autumn"":""созревание и уборка (IX–X)""}",голые деревья сада,"мелкие кислые яблоки; сады известны в Новгороде с XI в.",свежие и сушёные яблоки (MASTER B),не засвидетельствовано для Новгорода XIII в.,edible_fresh,семена ядовиты в количестве,,,"лукошко;короб","ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0072,"WK: сады и яблоневые сады в районе Десятинного монастыря XI в.; Троицкий раскоп: яблоки",WK,"wk:claim:household-apple-orchard ; wk:claim:research-malus-sylvestris-fruit-is-edible-but-seeds-are-poisonous ; wk:claim:troitsky-gathered-plants-probably-link-to-southern-deciduous-woodland ; master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0072 ; https://www.gbif.org/species/3001244 ; https://en.wikipedia.org/wiki/Malus_domestica",B,3001244,361,candidate,дерево — также домен flora_trees_shrubs
fl_cu_agrostemma_githago,куколь посевной,Agrostemma githago,corncockle,weed_arable,annual_herb,yes,,true,proposed:flora/weed_arable,ARABLE:4,"arable_field:common | seasons: spring,summer,autumn",arable_field,,,,,6 7 8,5 6 7 8 9,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII)"",""autumn"":""вегетирует""}",,"пурпурные цветки над рожью, чёрные шершавые семена в зерне",,не засвидетельствовано для Новгорода XIII в.,poisonous,"семена ядовиты (сапонины): горький, вредный хлеб",fl_cu_secale_cereale,fl_cu_secale_cereale: семена в зерне ржи,горсть,"ед. сбора для материализации; количество задаёт код",,Кирьянова 1979: среди сорняков в зерне Новгорода и соседних памятников,археоботаника (сорняки в зерне),"src:KIRYANOVA1979 ; https://www.gbif.org/species/3085368 ; https://en.wikipedia.org/wiki/Agrostemma_githago",B,3085368,18,candidate,
fl_cu_galium_aparine,подмаренник цепкий,Galium aparine,cleavers,weed_arable,annual_herb,yes,,true,proposed:flora/weed_arable,ARABLE:2 RUDERAL:2,"arable_field:contextual; churchyard:contextual; monastery_yard:contextual; outbuildings:contextual; peasant_homestead:contextual; road:contextual; rural_yard:contextual; town_courtyard:contextual; town_street:contextual; town_wall_edge:contextual; village_lane:contextual | seasons: spring,summer,autumn",arable_field churchyard monastery_yard outbuildings peasant_homestead road rural_yard town_courtyard town_street town_wall_edge village_lane,,,,,6 7 8,5 6 7 8 9,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VIII)"",""autumn"":""вегетирует""}",,цепкие шершавые стебли липнут к одежде,,не засвидетельствовано для Новгорода XIII в.,not_food,,,,горсть,"ед. сбора для материализации; количество задаёт код",,Кирьянова 1979: «подмаренник» (вид не указан) среди сорняков в зерне,"род — археоботаника; вид — реконструкция","src:KIRYANOVA1979 ; https://www.gbif.org/species/2913548 ; https://en.wikipedia.org/wiki/Galium_aparine",C,2913548,237,candidate,
fl_cu_galeopsis,пикульник,Galeopsis,hemp-nettle,weed_arable,annual_herb,yes,,true,proposed:flora/weed_arable,ARABLE:4 MARGIN:2,"arable_field:common; field_margin:contextual; forest_track:contextual; road:contextual | seasons: summer,autumn",arable_field field_margin forest_track road,,,,,7 8,6 7 8 9,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""цветёт/колосится (VII–VIII)"",""autumn"":""вегетирует""}",,"колючие чашечки, стебли с утолщёнными узлами",,не засвидетельствовано для Новгорода XIII в.,not_food,колючки чашечек колют руки при жатве,,,горсть,"ед. сбора для материализации; количество задаёт код",,Кирьянова 1979: пикульники среди сорняков в зерне,археоботаника (род),"src:KIRYANOVA1979 ; https://www.gbif.org/species/8423109 ; https://en.wikipedia.org/wiki/Galeopsis",B,8423109,1265,candidate,
fl_cu_fallopia_convolvulus,горец вьюнковый,Fallopia convolvulus,black-bindweed,weed_arable,annual_herb,yes,,true,proposed:flora/weed_arable,ARABLE:4,"arable_field:common | seasons: summer,autumn",arable_field,,,,,7 8,6 7 8 9,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""цветёт/колосится (VII–VIII)"",""autumn"":""вегетирует""}",,вьющиеся стебли со стреловидными листьями опутывают колосья,,не засвидетельствовано для Новгорода XIII в.,not_food,,,,горсть,"ед. сбора для материализации; количество задаёт код",,Кирьянова 1979: среди сорняков в зерне,археоботаника,"src:KIRYANOVA1979 ; https://www.gbif.org/species/6391461 ; https://en.wikipedia.org/wiki/Fallopia_convolvulus",B,6391461,696,candidate,
fl_cu_silene,смолёвка,Silene,catchfly,weed_arable,annual_herb,yes,,true,proposed:flora/weed_arable,ARABLE:2 MARGIN:2,"arable_field:contextual; field_margin:contextual; forest_track:contextual; road:contextual | seasons: summer,autumn",arable_field field_margin forest_track road,,,,,6 7 8,6 7 8 9,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""цветёт/колосится (VI–VIII)"",""autumn"":""вегетирует""}",,"липкие стебли, белые или розовые цветки",,не засвидетельствовано для Новгорода XIII в.,not_food,,,,горсть,"ед. сбора для материализации; количество задаёт код",,Кирьянова 1979: смолёвка среди сорняков в зерне (вид не указан),археоботаника (род),"src:KIRYANOVA1979 ; https://www.gbif.org/species/3085897 ; https://en.wikipedia.org/wiki/Silene",B,3085897,2727,candidate,
fl_cu_bromus_secalinus,костёр ржаной,Bromus secalinus,rye brome,weed_arable,annual_grass,yes,,true,proposed:flora/weed_arable,ARABLE:4,"arable_field:common | seasons: spring,summer",arable_field,,,,,6 7,5 6 7 8,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII)"",""autumn"":""надземной части не видно (ещё не появилась или отмерла)""}",,"поникающие колоски среди ржи, зерно похоже на мелкое ржаное",,не засвидетельствовано для Новгорода XIII в.,not_food,примесь портит хлеб,fl_cu_secale_cereale,fl_cu_secale_cereale: зерно ржи,горсть,"ед. сбора для материализации; количество задаёт код",,"Кирьянова 1979: специфический сорняк озимой ржи, найден в зерне Новгорода",археоботаника: признак озимой ржи,"src:KIRYANOVA1979 ; src:KIRYANOV1959 ; https://www.gbif.org/species/2703717 ; https://en.wikipedia.org/wiki/Bromus_secalinus",A,2703717,33,candidate,
fl_cu_bromus_arvensis,костёр полевой,Bromus arvensis,field brome,weed_arable,annual_grass,yes,,true,proposed:flora/weed_arable,ARABLE:2 MARGIN:2,"arable_field:contextual; field_margin:contextual; forest_track:contextual; road:contextual | seasons: spring,summer",arable_field field_margin forest_track road,,,,,6 7,5 6 7 8,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII)"",""autumn"":""надземной части не видно (ещё не появилась или отмерла)""}",,лиловатые раскидистые метёлки по краям посевов,,не засвидетельствовано для Новгорода XIII в.,not_food,,,,горсть,"ед. сбора для материализации; количество задаёт код",,Кирьянова 1979: «костры» среди сорняков (полевой — в Смоленске XIV в.),"род — археоботаника; вид для Новгорода не указан","src:KIRYANOVA1979 ; https://www.gbif.org/species/2703705 ; https://en.wikipedia.org/wiki/Bromus_arvensis",C,2703705,23,candidate,
fl_cu_lapsana_communis,бородавник обыкновенный,Lapsana communis,nipplewort,weed_arable,annual_herb,yes,,true,proposed:flora/weed_arable,ARABLE:2 RUDERAL:2,"arable_field:contextual; churchyard:contextual; monastery_yard:contextual; outbuildings:contextual; peasant_homestead:contextual; road:contextual; rural_yard:contextual; town_courtyard:contextual; town_street:contextual; town_wall_edge:contextual; village_lane:contextual | seasons: summer,autumn",arable_field churchyard monastery_yard outbuildings peasant_homestead road rural_yard town_courtyard town_street town_wall_edge village_lane,,,,,7 8,6 7 8 9,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""надземной части не видно (ещё не появилась или отмерла)"",""summer"":""цветёт/колосится (VII–VIII)"",""autumn"":""вегетирует""}",,мелкие жёлтые корзинки на тонких ветвях,,не засвидетельствовано для Новгорода XIII в.,not_food,,,,горсть,"ед. сбора для материализации; количество задаёт код",,Кирьянова 1979: среди сорняков в зерне,археоботаника,"src:KIRYANOVA1979 ; https://www.gbif.org/species/3134857 ; https://en.wikipedia.org/wiki/Lapsana_communis",B,3134857,530,candidate,
fl_cu_apera_spica_venti,метлица обыкновенная,Apera spica-venti,loose silky-bent,weed_arable,annual_grass,yes,,true,proposed:flora/weed_arable,ARABLE:4,"arable_field:common | seasons: spring,summer",arable_field,,,,,6 7,5 6 7 8,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VI–VII)"",""autumn"":""надземной части не видно (ещё не появилась или отмерла)""}",,тонкие шелковистые метёлки «дымкой» над озимью,,не засвидетельствовано для Новгорода XIII в.,not_food,,,,горсть,"ед. сбора для материализации; количество задаёт код",,"Кирьянова 1979: специфический сорняк озимой ржи; в зерне Новгорода",археоботаника: признак озимой ржи,"src:KIRYANOVA1979 ; https://www.gbif.org/species/5289642 ; https://en.wikipedia.org/wiki/Apera_spica-venti",A,5289642,33,candidate,
fl_cu_chenopodium_album,марь белая,Chenopodium album,fat-hen,weed_arable,annual_herb,yes,,true,proposed:flora/weed_arable,ARABLE:4 GARDEN:4 RUDERAL:4,"arable_field:common; churchyard:common; monastery_yard:common; orchard_garden:common; outbuildings:common; peasant_homestead:common; road:common; rural_yard:common; town_courtyard:common; town_street:common; town_wall_edge:common; village_lane:common | seasons: spring,summer,autumn",arable_field churchyard monastery_yard orchard_garden outbuildings peasant_homestead road rural_yard town_courtyard town_street town_wall_edge village_lane,,,,,7 8 9,5 6 7 8 9 10,,"{""winter"":""надземной части не видно (под снегом или отмерла)"",""spring"":""вегетирует"",""summer"":""цветёт/колосится (VII–VIII)"",""autumn"":""цветёт/колосится (IX)""}",,"мучнистые сизые листья, зелёные клубочки соцветий","молодая зелень;семена — голодная примесь (реконструкция)",не засвидетельствовано для Новгорода XIII в.,famine_food,,,,горсть,"ед. сбора для материализации; количество задаёт код",master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0057,Кирьянова 1979: среди сорняков в зерне,археоботаника,"src:KIRYANOVA1979 ; master:data/world-catalogs/novgorod/sources/master-archive-v1/data/normalized_source_tables/food_system/ingredients.csv#ING0057 ; https://www.gbif.org/species/3083838 ; https://en.wikipedia.org/wiki/Chenopodium_album",B,3083838,1288,candidate,в голод 1230 г. — вероятная «лебеда» в хлебе (реконструкция)
